en,fr,es,it
":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !",":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !",":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !",":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !"
":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. ",":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. ",":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. ",":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. "
":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !",":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !",":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !",":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !"
"La statue de Bourg-Guignon est en l'honneur des dresseurs ayant débuté leur aventure dans un bourg. \nlLa plupart sont devenus des légendes, j'en suis fan ! ! !","La statue de Bourg-Guignon est en l'honneur des dresseurs ayant débuté leur aventure dans un bourg. \nlLa plupart sont devenus des légendes, j'en suis fan ! ! !","La statue de Bourg-Guignon est en l'honneur des dresseurs ayant débuté leur aventure dans un bourg. \nlLa plupart sont devenus des légendes, j'en suis fan ! ! !","La statue de Bourg-Guignon est en l'honneur des dresseurs ayant débuté leur aventure dans un bourg. \nlLa plupart sont devenus des légendes, j'en suis fan ! ! !"
"Désolé, interdiction de traverser ! \nlLe pont s'est fissuré puis écroulé, il va falloir qu'on le répare. ","Désolé, interdiction de traverser ! \nlLe pont s'est fissuré puis écroulé, il va falloir qu'on le répare. ","Désolé, interdiction de traverser ! \nlLe pont s'est fissuré puis écroulé, il va falloir qu'on le répare. ","Désolé, interdiction de traverser ! \nlLe pont s'est fissuré puis écroulé, il va falloir qu'on le répare. "
:[align=center]:REÇU : \c[5]SUPER BONBON\C[0],:[align=center]:REÇU : \c[5]SUPER BONBON\C[0],:[align=center]:REÇU : \c[5]SUPER BONBON\C[0],:[align=center]:REÇU : \c[5]SUPER BONBON\C[0]
":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]"
":[face=250,Cha,300;name=?]:J'ai eu mon tout premier \c[2]Pokemon\c[0], c'est bon !\nlTu es prêt pour l'aventure mon petit \c[2]Dedenne\c[0] ? !",":[face=250,Cha,300;name=?]:J'ai eu mon tout premier \c[2]Pokemon\c[0], c'est bon !\nlTu es prêt pour l'aventure mon petit \c[2]Dedenne\c[0] ? !",":[face=250,Cha,300;name=?]:J'ai eu mon tout premier \c[2]Pokemon\c[0], c'est bon !\nlTu es prêt pour l'aventure mon petit \c[2]Dedenne\c[0] ? !",":[face=250,Cha,300;name=?]:J'ai eu mon tout premier \c[2]Pokemon\c[0], c'est bon !\nlTu es prêt pour l'aventure mon petit \c[2]Dedenne\c[0] ? !"
\c[2]Pokemon\c[0] : Dedeeeeenne ! ! !,\c[2]Pokemon\c[0] : Dedeeeeenne ! ! !,\c[2]Pokemon\c[0] : Dedeeeeenne ! ! !,\c[2]Pokemon\c[0] : Dedeeeeenne ! ! !
":[face=250,Cha,300;name=?]:Alors on y vaaaaaaaa ! ! !",":[face=250,Cha,300;name=?]:Alors on y vaaaaaaaa ! ! !",":[face=250,Cha,300;name=?]:Alors on y vaaaaaaaa ! ! !",":[face=250,Cha,300;name=?]:Alors on y vaaaaaaaa ! ! !"
:[align=center]:REÇU : \c[5]SUPER BONBON\C[0],:[align=center]:REÇU : \c[5]SUPER BONBON\C[0],:[align=center]:REÇU : \c[5]SUPER BONBON\C[0],:[align=center]:REÇU : \c[5]SUPER BONBON\C[0]
":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Super Bonbon"" dans votre sac dans la poche Soins.\s[r]"
Mon \c[2]Goupix\c[0] est si mignon.\nlTu peux le toucher si tu veux ! \nlJe suis in love[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Mon \c[2]Goupix\c[0] est si mignon.\nlTu peux le toucher si tu veux ! \nlJe suis in love[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Mon \c[2]Goupix\c[0] est si mignon.\nlTu peux le toucher si tu veux ! \nlJe suis in love[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Mon \c[2]Goupix\c[0] est si mignon.\nlTu peux le toucher si tu veux ! \nlJe suis in love[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
C'est dangereux de partir sur les routes sans \nl\c[2]Pokemon\c[0] !,C'est dangereux de partir sur les routes sans \nl\c[2]Pokemon\c[0] !,C'est dangereux de partir sur les routes sans \nl\c[2]Pokemon\c[0] !,C'est dangereux de partir sur les routes sans \nl\c[2]Pokemon\c[0] !
":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !",":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !",":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !",":[face=250,Policier;name=Inspecteur Flofli]:Hey ! Crevette !"
":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. ",":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. ",":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. ",":[face=250,Policier;name=Inspecteur Flofli]:L'inspecteur Flofli a le devoir de ne pas te laisser passer ! \nlIl serait bien imprudent de partir aussi vite à l'aventure suite à ton réveil miracle. \nlFais-moi le plaisir de reprendre un peu plus de force. \nlCe n'est pas comme si ce village n'était pas agréable. "
":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !",":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !",":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !",":[face=250,Policier;name=Inspecteur Flofli]:Allez ! Va !"
"N'hésite pas à parler avec ton \c[2]Pokemon\c[0], il n’en sera que plus heureux ! \nlAu passage, pour augmenter le bonheur de ton \c[2]Pokemon\c[0], il faut : \nlmarcher avec lui, gagner des combats et surtout qu’il ne soit pas K.O. ","N'hésite pas à parler avec ton \c[2]Pokemon\c[0], il n’en sera que plus heureux ! \nlAu passage, pour augmenter le bonheur de ton \c[2]Pokemon\c[0], il faut : \nlmarcher avec lui, gagner des combats et surtout qu’il ne soit pas K.O. ","N'hésite pas à parler avec ton \c[2]Pokemon\c[0], il n’en sera que plus heureux ! \nlAu passage, pour augmenter le bonheur de ton \c[2]Pokemon\c[0], il faut : \nlmarcher avec lui, gagner des combats et surtout qu’il ne soit pas K.O. ","N'hésite pas à parler avec ton \c[2]Pokemon\c[0], il n’en sera que plus heureux ! \nlAu passage, pour augmenter le bonheur de ton \c[2]Pokemon\c[0], il faut : \nlmarcher avec lui, gagner des combats et surtout qu’il ne soit pas K.O. "
Il vaut mieux éviter d'aller sur les routes sans \nl\c[2]Pokemon\c[0]. \nlCela peut être dangereux !,Il vaut mieux éviter d'aller sur les routes sans \nl\c[2]Pokemon\c[0]. \nlCela peut être dangereux !,Il vaut mieux éviter d'aller sur les routes sans \nl\c[2]Pokemon\c[0]. \nlCela peut être dangereux !,Il vaut mieux éviter d'aller sur les routes sans \nl\c[2]Pokemon\c[0]. \nlCela peut être dangereux !
:[align=center]:Planque des Rangers,:[align=center]:Planque des Rangers,:[align=center]:Planque des Rangers,:[align=center]:Planque des Rangers
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Tu t'es enfin réveillé ! Je suis Sanupiat Poketoonz, une chercheuse travaillant en collaboration avec le Prof. \nlCharme.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Tu t'es enfin réveillé ! Je suis Sanupiat Poketoonz, une chercheuse travaillant en collaboration avec le Prof. \nlCharme.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Tu t'es enfin réveillé ! Je suis Sanupiat Poketoonz, une chercheuse travaillant en collaboration avec le Prof. \nlCharme.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Tu t'es enfin réveillé ! Je suis Sanupiat Poketoonz, une chercheuse travaillant en collaboration avec le Prof. \nlCharme."
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:\f[J'espère que ce vicelard de professeur n'a pas été désagréable avec toi. Sinon, dis le moi, je me ferai un \nlplaisir de le remettre à sa place !§Même si on peut le considérer plutôt comme mon assistant, vu qu'il passe le plus clair de son temps à rêver.]",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:\f[J'espère que ce vicelard de professeur n'a pas été désagréable avec toi. Sinon, dis le moi, je me ferai un \nlplaisir de le remettre à sa place !§Même si on peut le considérer plutôt comme mon assistant, vu qu'il passe le plus clair de son temps à rêver.]",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:\f[J'espère que ce vicelard de professeur n'a pas été désagréable avec toi. Sinon, dis le moi, je me ferai un \nlplaisir de le remettre à sa place !§Même si on peut le considérer plutôt comme mon assistant, vu qu'il passe le plus clair de son temps à rêver.]",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:\f[J'espère que ce vicelard de professeur n'a pas été désagréable avec toi. Sinon, dis le moi, je me ferai un \nlplaisir de le remettre à sa place !§Même si on peut le considérer plutôt comme mon assistant, vu qu'il passe le plus clair de son temps à rêver.]"
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Quoi qu'il en soit, vu ton \c[2]\p[1]\c[0], tu dois être un dresseur qui a envie de vite repartir à l'aventure ! \nlAlors laisse moi faire un combat avec toi afin de te remettre dans le bain.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Quoi qu'il en soit, vu ton \c[2]\p[1]\c[0], tu dois être un dresseur qui a envie de vite repartir à l'aventure ! \nlAlors laisse moi faire un combat avec toi afin de te remettre dans le bain.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Quoi qu'il en soit, vu ton \c[2]\p[1]\c[0], tu dois être un dresseur qui a envie de vite repartir à l'aventure ! \nlAlors laisse moi faire un combat avec toi afin de te remettre dans le bain.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Quoi qu'il en soit, vu ton \c[2]\p[1]\c[0], tu dois être un dresseur qui a envie de vite repartir à l'aventure ! \nlAlors laisse moi faire un combat avec toi afin de te remettre dans le bain."
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ho ho, tu n'as rien perdu dis-moi ! \nlTant mieux, tu auras besoin de toute ta fougue pour cette aventure. \nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ho ho, tu n'as rien perdu dis-moi ! \nlTant mieux, tu auras besoin de toute ta fougue pour cette aventure. \nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ho ho, tu n'as rien perdu dis-moi ! \nlTant mieux, tu auras besoin de toute ta fougue pour cette aventure. \nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ho ho, tu n'as rien perdu dis-moi ! \nlTant mieux, tu auras besoin de toute ta fougue pour cette aventure. \nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !"
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt."
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ne t'en fais pas, ce n'est pas grave, il faut se réhabituer ! \nlJ'espère t'avoir remis les idées en place.\nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ne t'en fais pas, ce n'est pas grave, il faut se réhabituer ! \nlJ'espère t'avoir remis les idées en place.\nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ne t'en fais pas, ce n'est pas grave, il faut se réhabituer ! \nlJ'espère t'avoir remis les idées en place.\nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Ne t'en fais pas, ce n'est pas grave, il faut se réhabituer ! \nlJ'espère t'avoir remis les idées en place.\nlUne dernière chose : comme tu n’as pas encore de carte de dresseur, impossible de consulter ton solde en banque. Heureusement, il y a un guichet à la \nlPokéBoutique de Cocovin. Ce n’est pas l’idéal, mais ça dépanne en attendant !"
":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt.",":[face=250,Sanupiat,300;name=Sanupiat Poketoonz]:Bon, j'ai du travail qui m'attend. J'ai soigné ton \c[2]Pokemon\c[0], n'hésite pas à retourner voir le Prof. Charme \nlpour soigner tes \c[2]Pokemon\c[0].\nlJe te souhaite bon voyage et à bientôt."
":[align=center]:En l'honneur de Red, Blue et la famille Poketoonz : les plus grands dresseurs au monde.",":[align=center]:En l'honneur de Red, Blue et la famille Poketoonz : les plus grands dresseurs au monde.",":[align=center]:En l'honneur de Red, Blue et la famille Poketoonz : les plus grands dresseurs au monde.",":[align=center]:En l'honneur de Red, Blue et la famille Poketoonz : les plus grands dresseurs au monde."
\c[2]Pokemon\c[0] : Nidorann ! ! !,\c[2]Pokemon\c[0] : Nidorann ! ! !,\c[2]Pokemon\c[0] : Nidorann ! ! !,\c[2]Pokemon\c[0] : Nidorann ! ! !
:[align=center]:Maison de la famille Légodas,:[align=center]:Maison de la famille Légodas,:[align=center]:Maison de la famille Légodas,:[align=center]:Maison de la famille Légodas
":[face=250,Silver,300;name=?]:Ho !:[lookto=52]:",":[face=250,Silver,300;name=?]:Ho !:[lookto=52]:",":[face=250,Silver,300;name=?]:Ho !:[lookto=52]:",":[face=250,Silver,300;name=?]:Ho !:[lookto=52]:"
":[face=250,Silver,300;name=?]:Wooooow ! ! ! \nlTu as vraiment tenté de dépouiller cette pauvre grand-mère sans l’ombre d’un remords ?",":[face=250,Silver,300;name=?]:Wooooow ! ! ! \nlTu as vraiment tenté de dépouiller cette pauvre grand-mère sans l’ombre d’un remords ?",":[face=250,Silver,300;name=?]:Wooooow ! ! ! \nlTu as vraiment tenté de dépouiller cette pauvre grand-mère sans l’ombre d’un remords ?",":[face=250,Silver,300;name=?]:Wooooow ! ! ! \nlTu as vraiment tenté de dépouiller cette pauvre grand-mère sans l’ombre d’un remords ?"
":[face=250,Silver,300;name=?]:J'ADORE ! ! !",":[face=250,Silver,300;name=?]:J'ADORE ! ! !",":[face=250,Silver,300;name=?]:J'ADORE ! ! !",":[face=250,Silver,300;name=?]:J'ADORE ! ! !"
":[face=250,Silver,300;name=?]:Je sens qu’on pourrait bien s’entendre, toi et moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlMais attention, il va falloir me prouver que tu n’es pas qu’un amateur.\nlTu crois vraiment qu’une seule mauvaise action suffit à intégrer les rangs des vrais méchants ?\nlMoi, je veux du lourd. Du vrai. De l’impitoyable.",":[face=250,Silver,300;name=?]:Je sens qu’on pourrait bien s’entendre, toi et moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlMais attention, il va falloir me prouver que tu n’es pas qu’un amateur.\nlTu crois vraiment qu’une seule mauvaise action suffit à intégrer les rangs des vrais méchants ?\nlMoi, je veux du lourd. Du vrai. De l’impitoyable.",":[face=250,Silver,300;name=?]:Je sens qu’on pourrait bien s’entendre, toi et moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlMais attention, il va falloir me prouver que tu n’es pas qu’un amateur.\nlTu crois vraiment qu’une seule mauvaise action suffit à intégrer les rangs des vrais méchants ?\nlMoi, je veux du lourd. Du vrai. De l’impitoyable.",":[face=250,Silver,300;name=?]:Je sens qu’on pourrait bien s’entendre, toi et moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlMais attention, il va falloir me prouver que tu n’es pas qu’un amateur.\nlTu crois vraiment qu’une seule mauvaise action suffit à intégrer les rangs des vrais méchants ?\nlMoi, je veux du lourd. Du vrai. De l’impitoyable."
":[face=250,Silver,300;name=?]:Je garderai un œil sur toi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] si tu en vaux la peine.\nlEn attendant, sème la zizanie, fais régner la peur[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlSinon, crois-moi, c’est moi qui viendrai m’occuper de toi. Personnellement.",":[face=250,Silver,300;name=?]:Je garderai un œil sur toi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] si tu en vaux la peine.\nlEn attendant, sème la zizanie, fais régner la peur[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlSinon, crois-moi, c’est moi qui viendrai m’occuper de toi. Personnellement.",":[face=250,Silver,300;name=?]:Je garderai un œil sur toi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] si tu en vaux la peine.\nlEn attendant, sème la zizanie, fais régner la peur[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlSinon, crois-moi, c’est moi qui viendrai m’occuper de toi. Personnellement.",":[face=250,Silver,300;name=?]:Je garderai un œil sur toi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] si tu en vaux la peine.\nlEn attendant, sème la zizanie, fais régner la peur[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlSinon, crois-moi, c’est moi qui viendrai m’occuper de toi. Personnellement."
":[face=250,Silver,300;name=?]:Mmm:[lookto=52]:",":[face=250,Silver,300;name=?]:Mmm:[lookto=52]:",":[face=250,Silver,300;name=?]:Mmm:[lookto=52]:",":[face=250,Silver,300;name=?]:Mmm:[lookto=52]:"
":[face=250,Silver,300;name=?]:Franchement[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tu me débectes.\nlPourquoi n'as-tu pas tout simplement volé le colis qui était sur la table au lieu de demander gentillement à cette vieille peau ?",":[face=250,Silver,300;name=?]:Franchement[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tu me débectes.\nlPourquoi n'as-tu pas tout simplement volé le colis qui était sur la table au lieu de demander gentillement à cette vieille peau ?",":[face=250,Silver,300;name=?]:Franchement[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tu me débectes.\nlPourquoi n'as-tu pas tout simplement volé le colis qui était sur la table au lieu de demander gentillement à cette vieille peau ?",":[face=250,Silver,300;name=?]:Franchement[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tu me débectes.\nlPourquoi n'as-tu pas tout simplement volé le colis qui était sur la table au lieu de demander gentillement à cette vieille peau ?"
