en,fr,es,it
:[align=center]:RECU : \c[5]CARTE DE BOMBANCE\c[0],:[align=center]:RECU : \c[5]CARTE DE BOMBANCE\c[0],:[align=center]:RECU : \c[5]CARTE DE BOMBANCE\c[0],:[align=center]:RECU : \c[5]CARTE DE BOMBANCE\c[0]
":[align=center]:\s[i]Vous rangez votre ""Carte"" dans votre sac dans la poche Objets rares.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Carte"" dans votre sac dans la poche Objets rares.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Carte"" dans votre sac dans la poche Objets rares.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Carte"" dans votre sac dans la poche Objets rares.\s[r]"
"En tant que jeune dresseur, tu as besoin d'une carte ! \nlBon[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] et bien maintenant[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je peux rentrer chez moi. ","En tant que jeune dresseur, tu as besoin d'une carte ! \nlBon[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] et bien maintenant[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je peux rentrer chez moi. ","En tant que jeune dresseur, tu as besoin d'une carte ! \nlBon[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] et bien maintenant[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je peux rentrer chez moi. ","En tant que jeune dresseur, tu as besoin d'une carte ! \nlBon[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] et bien maintenant[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je peux rentrer chez moi. "
A la prochaine dresseur !,A la prochaine dresseur !,A la prochaine dresseur !,A la prochaine dresseur !
Je suis en train de faire la carte de Bombance. \nlJ'ai presque fini ! ,Je suis en train de faire la carte de Bombance. \nlJ'ai presque fini ! ,Je suis en train de faire la carte de Bombance. \nlJ'ai presque fini ! ,Je suis en train de faire la carte de Bombance. \nlJ'ai presque fini ! 
:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r],:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r],:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r],:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r]
:[align=center]:REÇU : \c[5]PERLE\c[0],:[align=center]:REÇU : \c[5]PERLE\c[0],:[align=center]:REÇU : \c[5]PERLE\c[0],:[align=center]:REÇU : \c[5]PERLE\c[0]
":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]"
:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r],:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r],:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r],:[align=center]:\s[i]Vous trouvez quelque chose dans le coquillage !\s[r]
:[align=center]:REÇU : \c[5]PERLE\c[0],:[align=center]:REÇU : \c[5]PERLE\c[0],:[align=center]:REÇU : \c[5]PERLE\c[0],:[align=center]:REÇU : \c[5]PERLE\c[0]
":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Perle"" dans votre sac dans la poche Objets.\s[r]"
:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il n'y a rien dans ce coquillage[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
