en,fr,it,de,es,ko,kana,pt
Pearl,Perle,Perla,Perle,Perla,진주,しんじゅ,Pearl
Big Pearl,Grande Perle,Grande Perla,Riesenperle,Perla Grande,큰진주,おおきなしんじゅ,Big Pearl
Stardust,Poussière Étoile,Polvostella,Sternenstaub,Polvo Estelar,별의모래,ほしのすな,Stardust
Star Piece,Morceau d’Étoile,Pezzo Stella,Sternenstück,Trozo Estrella,별의조각,ほしのかけら,Star Piece
Nugget,Pépite,Pepita,Nugget,Pepita,금구슬,きんのたま,Nugget
Heart Scale,Écaille Cœur,Squama Cuore,Herzschuppe,Escama Corazón,하트비늘,ハートのウロコ,Heart Scale
Honey,Miel,Miele,Honig,Miel,달콤한꿀,あまいミツ,Honey
Growth Mulch,Fertipousse,Fertilrapido,Wachsmulch,Abono Rápido,무럭무럭비료,すくすくこやし,Growth Mulch
Damp Mulch,Fertihumide,Fertilidro,Feuchtmulch,Abono Lento,축축이비료,じめじめこやし,Damp Mulch
Stable Mulch,Fertistable,Fertilsaldo,Stabilmulch,Abono Fijador,오래오래비료,ながながこやし,Stable Mulch
Gooey Mulch,Fertiglu,Fertilcolla,Neumulch,Abono Brote,끈적끈적비료,ねばねばこやし,Gooey Mulch
Root Fossil,Fossile Racine,Radifossile,Wurzelfossil,Fósil Raíz,뿌리화석,ねっこのカセキ,Root Fossil
Claw Fossil,Fossile Griffe,Fossilunghia,Klauenfossil,Fósil Garra,발톱화석,ツメのカセキ,Claw Fossil
Helix Fossil,Nautile,Helixfossile,Helixfossil,Fósil Hélix,조개화석,かいのカセキ,Helix Fossil
Dome Fossil,Fossile Dôme,Domofossile,Domfossil,Fósil Domo,껍질화석,こうらのカセキ,Dome Fossil
Old Amber,Vieil Ambre,Ambra antica,Altbernstein,Ámbar Viejo,비밀의호박,ひみつのコハク,Old Amber
Armor Fossil,Fossile Armure,Fossilscudo,Panzerfossil,Fósil Coraza,방패의화석,たてのカセキ,Armor Fossil
Skull Fossil,Fossile Crâne,Fossilcranio,Kopffossil,Fósil Cráneo,두개의화석,ずがいのカセキ,Skull Fossil
Rare Bone,Os Rare,Osso Raro,Steinknochen,Hueso Raro,귀중한뼈,きちょうなホネ,Rare Bone
Shiny Stone,Pierre Éclat,Pietrabrillo,Leuchtstein,Piedra Día,빛의돌,ひかりのいし,Shiny Stone
Dusk Stone,Pierre Nuit,Neropietra,Finsterstein,Piedra Noche,어둠의돌,やみのいし,Dusk Stone
Dawn Stone,Pierre Aube,Pietralbore,Funkelstein,Piedra Alba,각성의돌,めざめいし,Dawn Stone
Oval Stone,Pierre Ovale,Pietraovale,Ovaler Stein,Piedra Oval,동글동글돌,まんまるいし,Oval Stone
Odd Keystone,Clé de Voûte,Roccianima,Spiritkern,Piedra Espíritu,쐐기돌,かなめいし,Odd Keystone
Griseous Orb,Orbe Platiné,Grigiosfera,Platinum-Orb,Griseosfera,백금옥,はっきんだま,Griseous Orb
Tea,Thé,Tè,Tee,Té,차,おちゃ,Tea
???,Chaussures,???,???,(?),???,？？？,???
Autograph,Dédicace de Bob,Autografo,Autogramm,Autógrafo,마티스의사인,マチスのサイン,Autograph
Douse Drive,Module Aqua,Idromodulo,Aquamodul,HidroROM,아쿠아카세트,アクアカセット,Douse Drive
Shock Drive,Module Choc,Voltmodulo,Blitzmodul,FulgoROM,번개카세트,イナズマカセット,Shock Drive
Burn Drive,Module Pyro,Piromodulo,Flammenmodul,PiroROM,블레이즈카세트,ブレイズカセット,Burn Drive
Chill Drive,Module Cryo,Gelomodulo,Gefriermodul,CrioROM,프리즈카세트,フリーズカセット,Chill Drive
???,Chaussures de courses,???,???,(?),???,？？？,???
Pokémon Box Link,Boîte Pokémon,Box Pokémon,Pokémon-Box,Caja de Pokémon,포켓몬 박스,ポケモンボックス,Pokémon Box Link
Medicine Pocket,Trousse de Soins,Tasca rimedi,Medizintasche,Botiquín,회복포켓,かいふくポケット,Medicine Pocket
TM Case,Boîte CT,Porta MT,TM-Box,Estuche de MT,기술머신케이스,わざマシンケース,TM Case
Candy Jar,Bonbonnière,Portacaramelle,Bonbonglas,Tarro de Caramelos,사탕보틀,アメボトル,Candy Jar
Power-Up Pocket,Poche à Renforts,Tasca potenziam.,Stärkungstasche,Bolsillo Mejoras,강화포켓,きょうかポケット,Power-Up Pocket
Clothing Trunk,Malle à Costumes,Valigia vestiti,Klamottenkoffer,Maleta,옷갈아입기트렁크,おきがえトランク,Clothing Trunk
Catching Pocket,Poche de Capture,Tasca cattura,Fangtasche,Bolsillo Captura,포획포켓,ほかくポケット,Catching Pocket
Battle Pocket,Poche de Combat,Tasca lotta,Kampftasche,Bolsillo Combate,배틀포켓,バトルポケット,Battle Pocket
???,Livre,???,???,(?),???,？？？,???
???,PokeLoupe,???,???,(?),???,？？？,???
???,PokeTorche,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
Sweet Heart,Chococœur,Dolcecuore,Herzkonfekt,Corazón Dulce,하트스위트,ハートスイーツ,Sweet Heart
Adamant Orb,Orbe Adamant,Adamasfera,Adamant-Orb,Diamansfera,금강옥,こんごうだま,Adamant Orb
Lustrous Orb,Orbe Perlé,Splendisfera,Weiß-Orb,Lustresfera,백옥,しらたま,Lustrous Orb
Greet Mail,Lettre Salut,Messaggio Inizio,Grußbrief,Carta Inicial,첫메일,はじめてメール,Greet Mail
Favored Mail,Lettre Fan,Messaggio TVB,Faiblebrief,Carta Favoritos,애호메일,だいすきメール,Favored Mail
RSVP Mail,Lettre Invit,Messaggio Invito,Einladebrief,Carta Invitar,권유메일,おさそいメール,RSVP Mail
Thanks Mail,Lettre Merci,Messaggio Grazie,Dankesbrief,Carta Gracias,감사메일,かんしゃメール,Thanks Mail
Inquiry Mail,Lettre Demande,Messaggio Chiedi,Fragebrief,Carta Pregunta,질문메일,しつもんメール,Inquiry Mail
Like Mail,Lettre Avis,Mess. Sugg.,Insiderbrief,Carta Gustos,추천메일,おすすめメール,Like Mail
Reply Mail,Lettre Réponse,Mess. Risp.,Rückbrief,Carta Respuesta,답장메일,おかえしメール,Reply Mail
Bridge Mail S,Lettre Pont S,Mess. Frec.,Brückbrief H,Carta Puente S,브리지메일S,ブリッジメールＳ,Bridge Mail S
Bridge Mail D,Lettre Pont Y,Mess. Libec.,Brückbrief M,Carta Puente F,브리지메일M,ブリッジメールＨ,Bridge Mail D
Bridge Mail T,Lettre Pont F,Mess. Prop.,Brückbrief Z,Carta Puente A,브리지메일C,ブリッジメールＣ,Bridge Mail T
Bridge Mail V,Lettre Pont H,Mess. Vill.,Brückbrief D,Carta Puente V,브리지메일V,ブリッジメールＶ,Bridge Mail V
Bridge Mail M,Lettre Pont I,Mess. Merav.,Brückbrief W,Carta Puente P,브리지메일W,ブリッジメールＷ,Bridge Mail M
Cheri Berry,Baie Ceriz,Baccaliegia,Amrenabeere,Baya Zreza,버치열매,クラボのみ,Cheri Berry
Chesto Berry,Baie Maron,Baccastagna,Maronbeere,Baya Atania,유루열매,カゴのみ,Chesto Berry
Pecha Berry,Baie Pêcha,Baccapesca,Pirsifbeere,Baya Meloc,복슝열매,モモンのみ,Pecha Berry
Rawst Berry,Baie Fraive,Baccafrago,Fragiabeere,Baya Safre,복분열매,チーゴのみ,Rawst Berry
Aspear Berry,Baie Willia,Baccaperina,Wilbirbeere,Baya Perasi,배리열매,ナナシのみ,Aspear Berry
Leppa Berry,Baie Mepo,Baccamela,Jonagobeere,Baya Zanama,과사열매,ヒメリのみ,Leppa Berry
Oran Berry,Baie Oran,Baccarancia,Sinelbeere,Baya Aranja,오랭열매,オレンのみ,Oran Berry
Persim Berry,Baie Kika,Baccaki,Persimbeere,Baya Caquic,시몬열매,キーのみ,Persim Berry
Lum Berry,Baie Prine,Baccaprugna,Prunusbeere,Baya Ziuela,리샘열매,ラムのみ,Lum Berry
Sitrus Berry,Baie Sitrus,Baccacedro,Tsitrubeere,Baya Zidra,자뭉열매,オボンのみ,Sitrus Berry
Figy Berry,Baie Figuy,Baccafico,Giefebeere,Baya Higog,무화열매,フィラのみ,Figy Berry
Wiki Berry,Baie Wiki,Baccakiwi,Wikibeere,Baya Wiki,위키열매,ウイのみ,Wiki Berry
Mago Berry,Baie Mago,Baccamango,Magobeere,Baya Ango,마고열매,マゴのみ,Mago Berry
Aguav Berry,Baie Gowav,Baccaguava,Gauvebeere,Baya Guaya,아바열매,バンジのみ,Aguav Berry
Iapapa Berry,Baie Papaya,Baccapaia,Yapabeere,Baya Pabaya,파야열매,イアのみ,Iapapa Berry
Razz Berry,Baie Framby,Baccalampon,Himmihbeere,Baya Frambu,라즈열매,ズリのみ,Razz Berry
Bluk Berry,Baie Remu,Baccamora,Morbbeere,Baya Oram,블리열매,ブリーのみ,Bluk Berry
Nanab Berry,Baie Nanab,Baccabana,Nanabbeere,Baya Latano,나나열매,ナナのみ,Nanab Berry
Wepear Berry,Baie Repoi,Baccapera,Nirbebeere,Baya Peragu,서배열매,セシナのみ,Wepear Berry
Pinap Berry,Baie Nanana,Baccananas,Sananabeere,Baya Pinia,파인열매,パイルのみ,Pinap Berry
Pomeg Berry,Baie Grena,Baccagrana,Granabeere,Baya Grana,유석열매,ザロクのみ,Pomeg Berry
Kelpsy Berry,Baie Alga,Baccalga,Setangbeere,Baya Algama,시마열매,ネコブのみ,Kelpsy Berry
Qualot Berry,Baie Qualot,Baccaloquat,Qualotbeere,Baya Ispero,파비열매,タポルのみ,Qualot Berry
Hondew Berry,Baie Lonme,Baccamelon,Honmelbeere,Baya Meluce,로매열매,ロメのみ,Hondew Berry
Grepa Berry,Baie Résin,Baccauva,Labrusbeere,Baya Uvav,또뽀열매,ウブのみ,Grepa Berry
Tamato Berry,Baie Tamato,Baccamodoro,Tamotbeere,Baya Tamate,토망열매,マトマのみ,Tamato Berry
Cornn Berry,Baie Siam,Baccavena,Saimbeere,Baya Mais,수숙열매,モコシのみ,Cornn Berry
Magost Berry,Baie Mangou,Baccagostan,Magostbeere,Baya Aostan,고스티열매,ゴスのみ,Magost Berry
Rabuta Berry,Baie Rabuta,Baccambutan,Rabutabeere,Baya Rautan,라부탐열매,ラブタのみ,Rabuta Berry
Nomel Berry,Baie Tronci,Baccalemon,Tronzibeere,Baya Monli,노멜열매,ノメルのみ,Nomel Berry
Spelon Berry,Baie Kiwan,Baccamelos,Kiwanbeere,Baya Wikano,메호키열매,ノワキのみ,Spelon Berry
Pamtre Berry,Baie Palma,Baccapalma,Pallmbeere,Baya Plama,자야열매,シーヤのみ,Pamtre Berry
Watmel Berry,Baie Stekpa,Baccacomero,Wasmelbeere,Baya Sambia,슈박열매,カイスのみ,Watmel Berry
Durin Berry,Baie Durin,Baccadurian,Durinbeere,Baya Rudion,두리열매,ドリのみ,Durin Berry
Belue Berry,Baie Myrte,Baccartillo,Myrtilbeere,Baya Andano,루베열매,ベリブのみ,Belue Berry
Occa Berry,Baie Chocco,Baccacao,Koakobeere,Baya Caoca,오카열매,オッカのみ,Occa Berry
Passho Berry,Baie Pocpoc,Baccapasflo,Foepasbeere,Baya Pasio,꼬시개열매,イトケのみ,Passho Berry
Wacan Berry,Baie Parma,Baccaparmen,Kerzalbeere,Baya Gualot,초나열매,ソクノのみ,Wacan Berry
Rindo Berry,Baie Ratam,Baccarindo,Grindobeere,Baya Tamar,린드열매,リンドのみ,Rindo Berry
Yache Berry,Baie Nanone,Baccamoya,Kiroyabeere,Baya Rimoya,플카열매,ヤチェのみ,Yache Berry
Chople Berry,Baie Pomroz,Baccarosmel,Rospelbeere,Baya Pomaro,로플열매,ヨプのみ,Chople Berry
Kebia Berry,Baie Kébia,Baccakebia,Grarzbeere,Baya Kebia,으름열매,ビアーのみ,Kebia Berry
Shuca Berry,Baie Jouca,Baccanaca,Schukebeere,Baya Acardo,슈캐열매,シュカのみ,Shuca Berry
Coba Berry,Baie Cobaba,Baccababa,Kobabeere,Baya Kouba,바코열매,バコウのみ,Coba Berry
Payapa Berry,Baie Yapap,Baccapayapa,Pyapabeere,Baya Payapa,야파열매,ウタンのみ,Payapa Berry
Tanga Berry,Baie Panga,Baccaitan,Tanigabeere,Baya Yecana,리체열매,タンガのみ,Tanga Berry
Charti Berry,Baie Charti,Baccaciofo,Chiaribeere,Baya Alcho,루미열매,ヨロギのみ,Charti Berry
Kasib Berry,Baie Sédra,Baccacitrus,Zitarzbeere,Baya Drasi,수불열매,カシブのみ,Kasib Berry
Haban Berry,Baie Fraigo,Baccahaban,Terirobeere,Baya Anjiro,하반열매,ハバンのみ,Haban Berry
Colbur Berry,Baie Lampou,Baccaxan,Burleobeere,Baya Dillo,마코열매,ナモのみ,Colbur Berry
Babiri Berry,Baie Babiri,Baccababiri,Babiribeere,Baya Baribá,바리비열매,リリバのみ,Babiri Berry
Chilan Berry,Baie Zalis,Baccacinlan,Latchibeere,Baya Chilan,카리열매,ホズのみ,Chilan Berry
Liechi Berry,Baie Lichii,Baccalici,Lydzibeere,Baya Lichi,치리열매,チイラのみ,Liechi Berry
Ganlon Berry,Baie Lingan,Baccalongan,Linganbeere,Baya Gonlan,용아열매,リュガのみ,Ganlon Berry
Salac Berry,Baie Sailak,Baccasalak,Salkabeere,Baya Aslac,캄라열매,カムラのみ,Salac Berry
Petaya Berry,Baie Pitaye,Baccapitaya,Tahaybeere,Baya Yapati,야타비열매,ヤタピのみ,Petaya Berry
Apicot Berry,Baie Abriko,Baccacocca,Apikobeere,Baya Aricoc,규살열매,ズアのみ,Apicot Berry
Lansat Berry,Baie Lansat,Baccalangsa,Lansatbeere,Baya Zonlan,랑사열매,サンのみ,Lansat Berry
Starf Berry,Baie Frista,Baccambola,Krambobeere,Baya Arabol,스타열매,スターのみ,Starf Berry
Enigma Berry,Baie Enigma,Baccaenigma,Enigmabeere,Baya Enigma,의문열매,ナゾのみ,Enigma Berry
Micle Berry,Baie Micle,Baccaracolo,Wunfrubeere,Baya Lagro,미클열매,ミクルのみ,Micle Berry
Custap Berry,Baie Chérim,Baccacrela,Eipfelbeere,Baya Chiri,애슈열매,イバンのみ,Custap Berry
Jaboca Berry,Baie Jaboca,Baccajaba,Jabocabeere,Baya Jaboca,자보열매,ジャポのみ,Jaboca Berry
Rowap Berry,Baie Pommo,Baccaroam,Roselbeere,Baya Magua,애터열매,レンブのみ,Rowap Berry
Bright Powder,Poudre Claire,Luminpolvere,Blendpuder,Polvo Brillo,반짝가루,ひかりのこな,Bright Powder
White Herb,Herbe Blanche,Erbachiara,Schlohkraut,Hierba Blanca,하양허브,しろいハーブ,White Herb
Macho Brace,Bracelet Macho,Crescicappa,Machoband,Brazal Firme,교정깁스,きょうせいギプス,Macho Brace
Exp. Share,Multi Exp,Condividi esp.,EP-Teiler,Repartir Exp,학습장치,がくしゅうそうち,Exp. Share
Quick Claw,Vive Griffe,Rapidartigli,Flinkklaue,Garra Rápida,선제공격손톱,せんせいのツメ,Quick Claw
Soothe Bell,Grelot Zen,Calmanella,Sanftglocke,Cascabel Alivio,평온의방울,やすらぎのすず,Soothe Bell
Mental Herb,Herbe Mental,Mentalerba,Mentalkraut,Hierba Mental,멘탈허브,メンタルハーブ,Mental Herb
Choice Band,Bandeau Choix,Bendascelta,Wahlband,Cinta Elección,구애머리띠,こだわりハチマキ,Choice Band
King’s Rock,Roche Royale,Roccia di Re,King-Stein,Roca del Rey,왕의징표석,おうじゃのしるし,King’s Rock
Silver Powder,Poudre Argentée,Argenpolvere,Silberstaub,Polvo Plata,은빛가루,ぎんのこな,Silver Powder
Amulet Coin,Pièce Rune,Monetamuleto,Münzamulett,Moneda Amuleto,부적금화,おまもりこばん,Amulet Coin
Cleanse Tag,Rune Purifiante,Velopuro,Schutzband,Amuleto,순결의부적,きよめのおふだ,Cleanse Tag
Soul Dew,Rosée Âme,Cuorugiada,Seelentau,Rocío Bondad,마음의물방울,こころのしずく,Soul Dew
Deep Sea Tooth,Dent Océan,Dente Abissi,Abysszahn,Diente Marino,심해의이빨,しんかいのキバ,Deep Sea Tooth
Deep Sea Scale,Écaille Océan,Squamabissi,Abyssplatte,Escama Marina,심해의비늘,しんかいのウロコ,Deep Sea Scale
Smoke Ball,Boule Fumée,Palla Fumo,Rauchball,Bola de Humo,연막탄,けむりだま,Smoke Ball
Everstone,Pierre Stase,Pietrastante,Ewigstein,Piedra Eterna,변함없는돌,かわらずのいし,Everstone
Focus Band,Bandeau,Bandana,Fokusband,Cinta Focus,기합의머리띠,きあいのハチマキ,Focus Band
Lucky Egg,Œuf Chance,Fortunuovo,Glücks-Ei,Huevo Suerte,행복의알,しあわせタマゴ,Lucky Egg
Scope Lens,Lentilscope,Mirino,Scope-Linse,Periscopio,초점렌즈,ピントレンズ,Scope Lens
Metal Coat,Peau Métal,Metalcoperta,Metallmantel,Revest. Metálico,금속코트,メタルコート,Metal Coat
Leftovers,Restes,Avanzi,Überreste,Restos,먹다남은음식,たべのこし,Leftovers
Dragon Scale,Écaille Draco,Squama Drago,Drachenhaut,Escama Dragón,용의비늘,りゅうのウロコ,Dragon Scale
Light Ball,Balle Lumière,Elettropalla,Kugelblitz,Bola Luminosa,전기구슬,でんきだま,Light Ball
Soft Sand,Sable Doux,Sabbia Soffice,Pudersand,Arena Fina,부드러운모래,やわらかいすな,Soft Sand
Hard Stone,Pierre Dure,Pietradura,Granitstein,Piedra Dura,딱딱한돌,かたいいし,Hard Stone
Miracle Seed,Graine Miracle,Miracolseme,Wundersaat,Semilla Milagro,기적의씨,きせきのタネ,Miracle Seed
Black Glasses,Lunettes Noires,Occhialineri,Schattenbrille,Gafas de Sol,검은안경,くろいメガネ,Black Glasses
Black Belt,Ceinture Noire,Cinturanera,Schwarzgurt,Cinturón Negro,검은띠,くろおび,Black Belt
Magnet,Aimant,Calamita,Magnet,Imán,자석,じしゃく,Magnet
Mystic Water,Eau Mystique,Acqua Magica,Zauberwasser,Agua Mística,신비의물방울,しんぴのしずく,Mystic Water
