en,fr,it,de,es,ko,kana,pt
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス,Arceus
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス,Arceus
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス,Arceus
Archen,Arkéapti,Archen,Flapteryx,Archen,아켄,アーケン,Archen
Archeops,Aéroptéryx,Archeops,Aeropteryx,Archeops,아케오스,アーケオス,Archeops
Ariados,Migalos,Ariados,Ariados,Ariados,아리아도스,アリアドス,Ariados
Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,아말도,アーマルド,Armaldo
Aromatisse,Cocotine,Aromatisse,Parfinesse,Aromatisse,프레프티르,フレフワン,Aromatisse
Aron,Galekid,Aron,Stollunior,Aron,가보리,ココドラ,Aron
Articuno,Artikodin,Articuno,Arktos,Articuno,프리져,フリーザー,Articuno
Audino,Nanméouïe,Audino,Ohrdoch,Audino,다부니,タブンネ,Audino
Audino,Nanméouïe,Audino,Ohrdoch,Audino,다부니,タブンネ,Audino
Aurorus,Dragmara,Aurorus,Amagarga,Aurorus,아마루르가,アマルルガ,Aurorus
Avalugg,Séracrawl,Avalugg,Arktilas,Avalugg,크레베이스,クレベース,Avalugg
Axew,Coupenotte,Axew,Milza,Axew,터검니,キバゴ,Axew
Azelf,Créfadet,Azelf,Tobutz,Azelf,아그놈,アグノム,Azelf
Azumarill,Azumarill,Azumarill,Azumarill,Azumarill,마릴리,マリルリ,Azumarill
Azurill,Azurill,Azurill,Azurill,Azurill,루리리,ルリリ,Azurill
Bagon,Draby,Bagon,Kindwurm,Bagon,아공이,タツベイ,Bagon
Baltoy,Balbuto,Baltoy,Puppance,Baltoy,오뚝군,ヤジロン,Baltoy
Banette,Branette,Banette,Banette,Banette,다크펫,ジュペッタ,Banette
Banette,Branette,Banette,Banette,Banette,다크펫,ジュペッタ,Banette
Barbaracle,Golgopathe,Barbaracle,Thanathora,Barbaracle,거북손데스,ガメノデス,Barbaracle
Barboach,Barloche,Barboach,Schmerbe,Barboach,미꾸리,ドジョッチ,Barboach
Basculin,Bargantua,Basculin,Barschuft,Basculin,배쓰나이,バスラオ,Basculin
Basculin,Bargantua,Basculin,Barschuft,Basculin,배쓰나이,バスラオ,Basculin
Bastiodon,Bastiodon,Bastiodon,Bollterus,Bastiodon,바리톱스,トリデプス,Bastiodon
Bayleef,Macronium,Bayleef,Lorblatt,Bayleef,베이리프,ベイリーフ,Bayleef
Beartic,Polagriffe,Beartic,Siberio,Beartic,툰베어,ツンベアー,Beartic
Beautifly,Charmillon,Beautifly,Papinella,Beautifly,뷰티플라이,アゲハント,Beautifly
Beedrill,Dardargnan,Beedrill,Bibor,Beedrill,독침붕,スピアー,Beedrill
Beedrill,Dardargnan,Beedrill,Bibor,Beedrill,독침붕,スピアー,Beedrill
Beheeyem,Neitram,Beheeyem,Megalon,Beheeyem,벰크,オーベム,Beheeyem
Beldum,Terhal,Beldum,Tanhel,Beldum,메탕,ダンバル,Beldum
Bellossom,Joliflor,Bellossom,Blubella,Bellossom,아르코,キレイハナ,Bellossom
Bellsprout,Chétiflor,Bellsprout,Knofensa,Bellsprout,모다피,マダツボミ,Bellsprout
Bergmite,Grelaçon,Bergmite,Arktip,Bergmite,꽁어름,カチコール,Bergmite
Bewear,Chelours,Bewear,Kosturso,Bewear,이븐곰,キテルグマ,Bewear
Bibarel,Castorno,Bibarel,Bidifas,Bibarel,비버통,ビーダル,Bibarel
Bidoof,Keunotor,Bidoof,Bidiza,Bidoof,비버니,ビッパ,Bidoof
Binacle,Opermine,Binacle,Bithora,Binacle,거북손손,カメテテ,Binacle
Bisharp,Scalproie,Bisharp,Caesurio,Bisharp,절각참,キリキザン,Bisharp
Blacephalon,Pierroteknik,Blacephalon,Kopplosio,Blacephalon,두파팡,ズガドーン,Blacephalon
Blastoise,Tortank,Blastoise,Turtok,Blastoise,거북왕,カメックス,Blastoise
Blastoise,Tortank,Blastoise,Turtok,Blastoise,거북왕,カメックス,Blastoise
Blaziken,Braségali,Blaziken,Lohgock,Blaziken,번치코,バシャーモ,Blaziken
Blaziken,Braségali,Blaziken,Lohgock,Blaziken,번치코,バシャーモ,Blaziken
Blissey,Leuphorie,Blissey,Heiteira,Blissey,해피너스,ハピナス,Blissey
Blitzle,Zébibron,Blitzle,Elezeba,Blitzle,줄뮤마,シママ,Blitzle
Boldore,Géolithe,Boldore,Sedimantur,Boldore,암트르,ガントル,Boldore
Bonsly,Manzaï,Bonsly,Mobai,Bonsly,꼬지지,ウソハチ,Bonsly
Bouffalant,Frison,Bouffalant,Bisofank,Bouffalant,버프론,バッフロン,Bouffalant
Bounsweet,Croquine,Bounsweet,Frubberl,Bounsweet,달콤아,アマカジ,Bounsweet
Braixen,Roussil,Braixen,Rutena,Braixen,테르나,テールナー,Braixen
Braviary,Gueriaigle,Braviary,Washakwil,Braviary,워글,ウォーグル,Braviary
Breloom,Chapignon,Breloom,Kapilz,Breloom,버섯모,キノガッサ,Breloom
Brionne,Otarlette,Brionne,Marikeck,Brionne,키요공,オシャマリ,Brionne
Bronzong,Archéodong,Bronzong,Bronzong,Bronzong,동탁군,ドータクン,Bronzong
Bronzor,Archéomire,Bronzor,Bronzel,Bronzor,동미러,ドーミラー,Bronzor
Bruxish,Denticrisse,Bruxish,Knirfish,Bruxish,치갈기,ハギギシリ,Bruxish
Budew,Rozbouton,Budew,Knospi,Budew,꼬몽울,スボミー,Budew
Buizel,Mustébouée,Buizel,Bamelin,Buizel,브이젤,ブイゼル,Buizel
Bulbasaur,Bulbizarre,Bulbasaur,Bisasam,Bulbasaur,이상해씨,フシギダネ,Bulbasaur
Buneary,Laporeille,Buneary,Haspiror,Buneary,이어롤,ミミロル,Buneary
Bunnelby,Sapereau,Bunnelby,Scoppel,Bunnelby,파르빗,ホルビー,Bunnelby
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ,Burmy
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ,Burmy
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ,Burmy
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ,Burmy
Butterfree,Papilusion,Butterfree,Smettbo,Butterfree,버터플,バタフリー,Butterfree
Buzzwole,Mouscoto,Buzzwole,Masskito,Buzzwole,매시붕,マッシブーン,Buzzwole
Cacnea,Cacnea,Cacnea,Tuska,Cacnea,선인왕,サボネア,Cacnea
Cacturne,Cacturne,Cacturne,Noktuska,Cacturne,밤선인,ノクタス,Cacturne
Camerupt,Camérupt,Camerupt,Camerupt,Camerupt,폭타,バクーダ,Camerupt
Camerupt,Camérupt,Camerupt,Camerupt,Camerupt,폭타,バクーダ,Camerupt
Carbink,Strassie,Carbink,Rocara,Carbink,멜리시,メレシー,Carbink
Carnivine,Vortente,Carnivine,Venuflibis,Carnivine,무스틈니,マスキッパ,Carnivine
Carracosta,Mégapagos,Carracosta,Karippas,Carracosta,늑골라,アバゴーラ,Carracosta
Carvanha,Carvanha,Carvanha,Kanivanha,Carvanha,샤프니아,キバニア,Carvanha
Cascoon,Blindalys,Cascoon,Panekon,Cascoon,카스쿤,マユルド,Cascoon
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン,Castform
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン,Castform
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン,Castform
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン,Castform
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン,Castform
Caterpie,Chenipan,Caterpie,Raupy,Caterpie,캐터피,キャタピー,Caterpie
Celebi,Celebi,Celebi,Celebi,Celebi,세레비,セレビィ,Celebi
Celesteela,Bamboiselle,Celesteela,Kaguron,Celesteela,철화구야,テッカグヤ,Celesteela
Chandelure,Lugulabre,Chandelure,Skelabra,Chandelure,샹델라,シャンデラ,Chandelure
Chansey,Leveinard,Chansey,Chaneira,Chansey,럭키,ラッキー,Chansey
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン,Charizard
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン,Charizard
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン,Charizard
Charjabug,Chrysapile,Charjabug,Akkup,Charjabug,전지충이,デンヂムシ,Charjabug
Charmander,Salamèche,Charmander,Glumanda,Charmander,파이리,ヒトカゲ,Charmander
Charmeleon,Reptincel,Charmeleon,Glutexo,Charmeleon,리자드,リザード,Charmeleon
Chatot,Pijako,Chatot,Plaudagei,Chatot,페라페,ペラップ,Chatot
Cherrim,Ceriflor,Cherrim,Kinoso,Cherrim,체리꼬,チェリム,Cherrim
Cherrim,Ceriflor,Cherrim,Kinoso,Cherrim,체리꼬,チェリム,Cherrim
Cherubi,Ceribou,Cherubi,Kikugi,Cherubi,체리버,チェリンボ,Cherubi
Chesnaught,Blindépique,Chesnaught,Brigaron,Chesnaught,브리가론,ブリガロン,Chesnaught
Chespin,Marisson,Chespin,Igamaro,Chespin,도치마론,ハリマロン,Chespin
Chikorita,Germignon,Chikorita,Endivie,Chikorita,치코리타,チコリータ,Chikorita
Chimchar,Ouisticram,Chimchar,Panflam,Chimchar,불꽃숭이,ヒコザル,Chimchar
Chimecho,Éoko,Chimecho,Palimpalim,Chimecho,치렁,チリーン,Chimecho
Chinchou,Loupio,Chinchou,Lampi,Chinchou,초라기,チョンチー,Chinchou
Chingling,Korillon,Chingling,Klingplim,Chingling,랑딸랑,リーシャン,Chingling
Cinccino,Pashmilla,Cinccino,Chillabell,Cinccino,치라치노,チラチーノ,Cinccino
Clamperl,Coquiperl,Clamperl,Perlu,Clamperl,진주몽,パールル,Clamperl
Clauncher,Flingouste,Clauncher,Scampisto,Clauncher,완철포,ウデッポウ,Clauncher
Clawitzer,Gamblast,Clawitzer,Wummer,Clawitzer,블로스터,ブロスター,Clawitzer
Claydol,Kaorine,Claydol,Lepumentas,Claydol,점토도리,ネンドール,Claydol
Clefable,Mélodelfe,Clefable,Pixi,Clefable,픽시,ピクシー,Clefable
Clefairy,Mélofée,Clefairy,Piepi,Clefairy,삐삐,ピッピ,Clefairy
Cleffa,Mélo,Cleffa,Pii,Cleffa,삐,ピィ,Cleffa
Cloyster,Crustabri,Cloyster,Austos,Cloyster,파르셀,パルシェン,Cloyster
Cobalion,Cobaltium,Cobalion,Kobalium,Cobalion,코바르온,コバルオン,Cobalion
Cofagrigus,Tutankafer,Cofagrigus,Echnatoll,Cofagrigus,데스니칸,デスカーン,Cofagrigus
Combee,Apitrini,Combee,Wadribie,Combee,세꿀버리,ミツハニー,Combee
Combusken,Galifeu,Combusken,Jungglut,Combusken,영치코,ワカシャモ,Combusken
Comfey,Guérilande,Comfey,Curelei,Comfey,큐아링,キュワワー,Comfey
Conkeldurr,Bétochef,Conkeldurr,Meistagrif,Conkeldurr,노보청,ローブシン,Conkeldurr
Corphish,Écrapince,Corphish,Krebscorps,Corphish,가재군,ヘイガニ,Corphish
Corsola,Corayon,Corsola,Corasonn,Corsola,코산호,サニーゴ,Corsola
Cosmoem,Cosmovum,Cosmoem,Cosmovum,Cosmoem,코스모움,コスモウム,Cosmoem
Cosmog,Cosmog,Cosmog,Cosmog,Cosmog,코스모그,コスモッグ,Cosmog
Cottonee,Doudouvet,Cottonee,Waumboll,Cottonee,소미안,モンメン,Cottonee
Crabominable,Crabominable,Crabominable,Krawell,Crabominable,모단단게,ケケンカニ,Crabominable
Crabrawler,Crabagarre,Crabrawler,Krabbox,Crabrawler,오기지게,マケンカニ,Crabrawler
Cradily,Vacilys,Cradily,Wielie,Cradily,릴리요,ユレイドル,Cradily
Cranidos,Kranidos,Cranidos,Koknodon,Cranidos,두개도스,ズガイドス,Cranidos
Crawdaunt,Colhomard,Crawdaunt,Krebutack,Crawdaunt,가재장군,シザリガー,Crawdaunt
Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,크레세리아,クレセリア,Cresselia
Croagunk,Cradopaud,Croagunk,Glibunkel,Croagunk,삐딱구리,グレッグル,Croagunk
Crobat,Nostenfer,Crobat,Iksbat,Crobat,크로뱃,クロバット,Crobat
Croconaw,Crocrodil,Croconaw,Tyracroc,Croconaw,엘리게이,アリゲイツ,Croconaw
Crustle,Crabaraque,Crustle,Castellith,Crustle,암팰리스,イワパレス,Crustle
Cryogonal,Hexagel,Cryogonal,Frigometri,Cryogonal,프리지오,フリージオ,Cryogonal
Cubchoo,Polarhume,Cubchoo,Petznief,Cubchoo,코고미,クマシュン,Cubchoo
Cubone,Osselait,Cubone,Tragosso,Cubone,탕구리,カラカラ,Cubone
Cutiefly,Bombydou,Cutiefly,Wommel,Cutiefly,에블리,アブリー,Cutiefly
Cyndaquil,Héricendre,Cyndaquil,Feurigel,Cyndaquil,브케인,ヒノアラシ,Cyndaquil
Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,다크라이,ダークライ,Darkrai
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ,Darmanitan
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ,Darmanitan
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ,Darmanitan
Dartrix,Efflèche,Dartrix,Arboretoss,Dartrix,빼미스로우,フクスロー,Dartrix
Darumaka,Darumarond,Darumaka,Flampion,Darumaka,달막화,ダルマッカ,Darumaka
Decidueye,Archéduc,Decidueye,Silvarro,Decidueye,모크나이퍼,ジュナイパー,Decidueye
Dedenne,Dedenne,Dedenne,Dedenne,Dedenne,데덴네,デデンネ,Dedenne
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ,Deerling
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ,Deerling
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ,Deerling
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ,Deerling
Deino,Solochi,Deino,Kapuno,Deino,모노두,モノズ,Deino
Delcatty,Delcatty,Delcatty,Enekoro,Delcatty,델케티,エネコロロ,Delcatty
Delibird,Cadoizo,Delibird,Botogel,Delibird,딜리버드,デリバード,Delibird
Delphox,Goupelin,Delphox,Fennexis,Delphox,마폭시,マフォクシー,Delphox
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス,Deoxys
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス,Deoxys
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス,Deoxys
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス,Deoxys
Dewgong,Lamantine,Dewgong,Jugong,Dewgong,쥬레곤,ジュゴン,Dewgong
Dewott,Mateloutre,Dewott,Zwottronin,Dewott,쌍검자비,フタチマル,Dewott
Dewpider,Araqua,Dewpider,Araqua,Dewpider,물거미,シズクモ,Dewpider
Dhelmise,Sinistrail,Dhelmise,Moruda,Dhelmise,타타륜,ダダリン,Dhelmise
Dialga,Dialga,Dialga,Dialga,Dialga,디아루가,ディアルガ,Dialga
Diancie,Diancie,Diancie,Diancie,Diancie,디안시,ディアンシー,Diancie
Diancie,Diancie,Diancie,Diancie,Diancie,디안시,ディアンシー,Diancie
Diggersby,Excavarenne,Diggersby,Grebbit,Diggersby,파르토,ホルード,Diggersby
Diglett,Taupiqueur,Diglett,Digda,Diglett,디그다,ディグダ,Diglett
Diglett,Taupiqueur,Diglett,Digda,Diglett,디그다,ディグダ,Diglett
Ditto,Métamorph,Ditto,Ditto,Ditto,메타몽,メタモン,Ditto
Dodrio,Dodrio,Dodrio,Dodri,Dodrio,두트리오,ドードリオ,Dodrio
Doduo,Doduo,Doduo,Dodu,Doduo,두두,ドードー,Doduo
Donphan,Donphan,Donphan,Donphan,Donphan,코리갑,ドンファン,Donphan
Doublade,Dimoclès,Doublade,Duokles,Doublade,쌍검킬,ニダンギル,Doublade
Dragalge,Kravarech,Dragalge,Tandrak,Dragalge,드래캄,ドラミドロ,Dragalge
Dragonair,Draco,Dragonair,Dragonir,Dragonair,신뇽,ハクリュー,Dragonair
Dragonite,Dracolosse,Dragonite,Dragoran,Dragonite,망나뇽,カイリュー,Dragonite
Drampa,Draïeul,Drampa,Sen-Long,Drampa,할비롱,ジジーロン,Drampa
Drapion,Drascore,Drapion,Piondragi,Drapion,드래피온,ドラピオン,Drapion
Dratini,Minidraco,Dratini,Dratini,Dratini,미뇽,ミニリュウ,Dratini
Drifblim,Grodrive,Drifblim,Drifzepeli,Drifblim,둥실라이드,フワライド,Drifblim
Drifloon,Baudrive,Drifloon,Driftlon,Drifloon,흔들풍손,フワンテ,Drifloon
Drilbur,Rototaupe,Drilbur,Rotomurf,Drilbur,두더류,モグリュー,Drilbur
Drilbur,Rototaupe,Drilbur,Rotomurf,Drilbur,두더류,モグリュー,Drilbur
Drowzee,Soporifik,Drowzee,Traumato,Drowzee,슬리프,スリープ,Drowzee
Druddigon,Drakkarmin,Druddigon,Shardrago,Druddigon,크리만,クリムガン,Druddigon
Ducklett,Couaneton,Ducklett,Piccolente,Ducklett,꼬지보리,コアルヒー,Ducklett
Dugtrio,Triopikeur,Dugtrio,Digdri,Dugtrio,닥트리오,ダグトリオ,Dugtrio
Dugtrio,Triopikeur,Dugtrio,Digdri,Dugtrio,닥트리오,ダグトリオ,Dugtrio
Dunsparce,Insolourdo,Dunsparce,Dummisel,Dunsparce,노고치,ノコッチ,Dunsparce
Duosion,Méios,Duosion,Mitodos,Duosion,듀란,ダブラン,Duosion
Durant,Fermite,Durant,Fermicula,Durant,아이앤트,アイアント,Durant
Dusclops,Téraclope,Dusclops,Zwirrklop,Dusclops,미라몽,サマヨール,Dusclops
Dusknoir,Noctunoir,Dusknoir,Zwirrfinst,Dusknoir,야느와르몽,ヨノワール,Dusknoir
Duskull,Skelénox,Duskull,Zwirrlicht,Duskull,해골몽,ヨマワル,Duskull
Dustox,Papinox,Dustox,Pudox,Dustox,독케일,ドクケイル,Dustox
Dwebble,Crabicoque,Dwebble,Lithomith,Dwebble,돌살이,イシズマイ,Dwebble
Eelektrik,Lampéroie,Eelektrik,Zapplalek,Eelektrik,저리릴,シビビール,Eelektrik
Eelektross,Ohmassacre,Eelektross,Zapplarang,Eelektross,저리더프,シビルドン,Eelektross
Eevee,Évoli,Eevee,Evoli,Eevee,이브이,イーブイ,Eevee
Ekans,Abo,Ekans,Rettan,Ekans,아보,アーボ,Ekans
Electabuzz,Élektek,Electabuzz,Elektek,Electabuzz,에레브,エレブー,Electabuzz
Electivire,Élekable,Electivire,Elevoltek,Electivire,에레키블,エレキブル,Electivire
Electrike,Dynavolt,Electrike,Frizelbliz,Electrike,썬더라이,ラクライ,Electrike
Electrode,Électrode,Electrode,Lektrobal,Electrode,붐볼,マルマイン,Electrode
Elekid,Élekid,Elekid,Elekid,Elekid,에레키드,エレキッド,Elekid
Elgyem,Lewsor,Elgyem,Pygraulon,Elgyem,리그레,リグレー,Elgyem
Emboar,Roitiflam,Emboar,Flambirex,Emboar,염무왕,エンブオー,Emboar
Emolga,Emolga,Emolga,Emolga,Emolga,에몽가,エモンガ,Emolga
Empoleon,Pingoléon,Empoleon,Impoleon,Empoleon,엠페르트,エンペルト,Empoleon
Entei,Entei,Entei,Entei,Entei,앤테이,エンテイ,Entei
Escavalier,Lançargot,Escavalier,Cavalanzas,Escavalier,슈바르고,シュバルゴ,Escavalier
Espeon,Mentali,Espeon,Psiana,Espeon,에브이,エーフィ,Espeon
Espurr,Psystigri,Espurr,Psiau,Espurr,냐스퍼,ニャスパー,Espurr
Excadrill,Minotaupe,Excadrill,Stalobor,Excadrill,몰드류,ドリュウズ,Excadrill
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ,Exeggcute
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ,Exeggcute
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ,Exeggcute
Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor,나시,ナッシー,Exeggutor
Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor,나시,ナッシー,Exeggutor
Exploud,Brouhabam,Exploud,Krawumms,Exploud,폭음룡,バクオング,Exploud
Farfetch’d,Canarticho,Farfetch’d,Porenta,Farfetch’d,파오리,カモネギ,Farfetch’d
Fearow,Rapasdepic,Fearow,Ibitak,Fearow,깨비드릴조,オニドリル,Fearow
Feebas,Barpau,Feebas,Barschwa,Feebas,빈티나,ヒンバス,Feebas
Fennekin,Feunnec,Fennekin,Fynx,Fennekin,푸호꼬,フォッコ,Fennekin
Feraligatr,Aligatueur,Feraligatr,Impergator,Feraligatr,장크로다일,オーダイル,Feraligatr
Ferroseed,Grindur,Ferroseed,Kastadur,Ferroseed,철시드,テッシード,Ferroseed
Ferrothorn,Noacier,Ferrothorn,Tentantel,Ferrothorn,너트령,ナットレイ,Ferrothorn
Finneon,Écayon,Finneon,Finneon,Finneon,형광어,ケイコウオ,Finneon
Flaaffy,Lainergie,Flaaffy,Waaty,Flaaffy,보송송,モココ,Flaaffy
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ,Flabébé
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ,Flabébé
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ,Flabébé
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ,Flabébé
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ,Flabébé
Flareon,Pyroli,Flareon,Flamara,Flareon,부스터,ブースター,Flareon
Fletchinder,Braisillon,Fletchinder,Dartignis,Fletchinder,불화살빈,ヒノヤコマ,Fletchinder
Fletchling,Passerouge,Fletchling,Dartiri,Fletchling,화살꼬빈,ヤヤコマ,Fletchling
Floatzel,Mustéflott,Floatzel,Bojelin,Floatzel,플로젤,フローゼル,Floatzel
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ,Floette
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ,Floette
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ,Floette
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ,Floette
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ,Floette
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス,Florges
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス,Florges
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス,Florges
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス,Florges
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス,Florges
Flygon,Libégon,Flygon,Libelldra,Flygon,플라이곤,フライゴン,Flygon
Fomantis,Mimantis,Fomantis,Imantis,Fomantis,짜랑랑,カリキリ,Fomantis
Foongus,Trompignon,Foongus,Tarnpignon,Foongus,깜놀버슬,タマゲタケ,Foongus
Forretress,Foretress,Forretress,Forstellka,Forretress,쏘콘,フォレトス,Forretress
Fraxure,Incisache,Fraxure,Sharfax,Fraxure,액슨도,オノンド,Fraxure
Frillish,Viskuse,Frillish,Quabbel,Frillish,탱그릴,プルリル,Frillish
Froakie,Grenousse,Froakie,Froxy,Froakie,개구마르,ケロマツ,Froakie
Frogadier,Croâporal,Frogadier,Amphizel,Frogadier,개굴반장,ゲコガシラ,Frogadier
Froslass,Momartik,Froslass,Frosdedje,Froslass,눈여아,ユキメノコ,Froslass
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン,Furfrou
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン,Furfrou
