en,fr,it,de,es,ko,kana,pt
Krabby,Krabby,Krabby,Krabby,Krabby,크랩,クラブ,Krabby
Kingler,Krabboss,Kingler,Kingler,Kingler,킹크랩,キングラー,Kingler
Voltorb,Voltorbe,Voltorb,Voltobal,Voltorb,찌리리공,ビリリダマ,Voltorb
Electrode,Électrode,Electrode,Lektrobal,Electrode,붐볼,マルマイン,Electrode
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ,Exeggcute
Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor,나시,ナッシー,Exeggutor
Cubone,Osselait,Cubone,Tragosso,Cubone,탕구리,カラカラ,Cubone
Marowak,Ossatueur,Marowak,Knogga,Marowak,텅구리,ガラガラ,Marowak
Hitmonlee,Kicklee,Hitmonlee,Kicklee,Hitmonlee,시라소몬,サワムラー,Hitmonlee
Hitmonchan,Tygnon,Hitmonchan,Nockchan,Hitmonchan,홍수몬,エビワラー,Hitmonchan
Lickitung,Excelangue,Lickitung,Schlurp,Lickitung,내루미,ベロリンガ,Lickitung
Koffing,Smogo,Koffing,Smogon,Koffing,또가스,ドガース,Koffing
Weezing,Smogogo,Weezing,Smogmog,Weezing,또도가스,マタドガス,Weezing
Rhyhorn,Rhinocorne,Rhyhorn,Rihorn,Rhyhorn,뿔카노,サイホーン,Rhyhorn
Rhydon,Rhinoféros,Rhydon,Rizeros,Rhydon,코뿌리,サイドン,Rhydon
Chansey,Leveinard,Chansey,Chaneira,Chansey,럭키,ラッキー,Chansey
Tangela,Saquedeneu,Tangela,Tangela,Tangela,덩쿠리,モンジャラ,Tangela
Kangaskhan,Kangourex,Kangaskhan,Kangama,Kangaskhan,캥카,ガルーラ,Kangaskhan
Horsea,Hypotrempe,Horsea,Seeper,Horsea,쏘드라,タッツー,Horsea
Seadra,Hypocéan,Seadra,Seemon,Seadra,시드라,シードラ,Seadra
Goldeen,Poissirène,Goldeen,Goldini,Goldeen,콘치,トサキント,Goldeen
Seaking,Poissoroy,Seaking,Golking,Seaking,왕콘치,アズマオウ,Seaking
Staryu,Stari,Staryu,Sterndu,Staryu,별가사리,ヒトデマン,Staryu
Starmie,Staross,Starmie,Starmie,Starmie,아쿠스타,スターミー,Starmie
Mr. Mime,M. Mime,Mr. Mime,Pantimos,Mr. Mime,마임맨,バリヤード,Mr. Mime
Scyther,Insécateur,Scyther,Sichlor,Scyther,스라크,ストライク,Scyther
Jynx,Lippoutou,Jynx,Rossana,Jynx,루주라,ルージュラ,Jynx
Electabuzz,Élektek,Electabuzz,Elektek,Electabuzz,에레브,エレブー,Electabuzz
Magmar,Magmar,Magmar,Magmar,Magmar,마그마,ブーバー,Magmar
Pinsir,Scarabrute,Pinsir,Pinsir,Pinsir,쁘사이저,カイロス,Pinsir
Tauros,Tauros,Tauros,Tauros,Tauros,켄타로스,ケンタロス,Tauros
Magikarp,Magicarpe,Magikarp,Karpador,Magikarp,잉어킹,コイキング,Magikarp
Gyarados,Léviator,Gyarados,Garados,Gyarados,갸라도스,ギャラドス,Gyarados
Lapras,Lokhlass,Lapras,Lapras,Lapras,라프라스,ラプラス,Lapras
Ditto,Métamorph,Ditto,Ditto,Ditto,메타몽,メタモン,Ditto
Eevee,Évoli,Eevee,Evoli,Eevee,이브이,イーブイ,Eevee
Vaporeon,Aquali,Vaporeon,Aquana,Vaporeon,샤미드,シャワーズ,Vaporeon
Jolteon,Voltali,Jolteon,Blitza,Jolteon,쥬피썬더,サンダース,Jolteon
Flareon,Pyroli,Flareon,Flamara,Flareon,부스터,ブースター,Flareon
Porygon,Porygon,Porygon,Porygon,Porygon,폴리곤,ポリゴン,Porygon
Omanyte,Amonita,Omanyte,Amonitas,Omanyte,암나이트,オムナイト,Omanyte
Omastar,Amonistar,Omastar,Amoroso,Omastar,암스타,オムスター,Omastar
Kabuto,Kabuto,Kabuto,Kabuto,Kabuto,투구,カブト,Kabuto
Kabutops,Kabutops,Kabutops,Kabutops,Kabutops,투구푸스,カブトプス,Kabutops
Aerodactyl,Ptéra,Aerodactyl,Aerodactyl,Aerodactyl,프테라,プテラ,Aerodactyl
Snorlax,Ronflex,Snorlax,Relaxo,Snorlax,잠만보,カビゴン,Snorlax
Articuno,Artikodin,Articuno,Arktos,Articuno,프리져,フリーザー,Articuno
Zapdos,Électhor,Zapdos,Zapdos,Zapdos,썬더,サンダー,Zapdos
Moltres,Sulfura,Moltres,Lavados,Moltres,파이어,ファイヤー,Moltres
Dratini,Minidraco,Dratini,Dratini,Dratini,미뇽,ミニリュウ,Dratini
Dragonair,Draco,Dragonair,Dragonir,Dragonair,신뇽,ハクリュー,Dragonair
Dragonite,Dracolosse,Dragonite,Dragoran,Dragonite,망나뇽,カイリュー,Dragonite
Mewtwo,Mewtwo,Mewtwo,Mewtu,Mewtwo,뮤츠,ミュウツー,Mewtwo
Mew,Mew,Mew,Mew,Mew,뮤,ミュウ,Mew
Chikorita,Germignon,Chikorita,Endivie,Chikorita,치코리타,チコリータ,Chikorita
Bayleef,Macronium,Bayleef,Lorblatt,Bayleef,베이리프,ベイリーフ,Bayleef
Meganium,Méganium,Meganium,Meganie,Meganium,메가니움,メガニウム,Meganium
Cyndaquil,Héricendre,Cyndaquil,Feurigel,Cyndaquil,브케인,ヒノアラシ,Cyndaquil
Quilava,Feurisson,Quilava,Igelavar,Quilava,마그케인,マグマラシ,Quilava
Typhlosion,Typhlosion,Typhlosion,Tornupto,Typhlosion,블레이범,バクフーン,Typhlosion
Totodile,Kaiminus,Totodile,Karnimani,Totodile,리아코,ワニノコ,Totodile
Croconaw,Crocrodil,Croconaw,Tyracroc,Croconaw,엘리게이,アリゲイツ,Croconaw
Feraligatr,Aligatueur,Feraligatr,Impergator,Feraligatr,장크로다일,オーダイル,Feraligatr
Sentret,Fouinette,Sentret,Wiesor,Sentret,꼬리선,オタチ,Sentret
Furret,Fouinar,Furret,Wiesenior,Furret,다꼬리,オオタチ,Furret
Hoothoot,Hoothoot,Hoothoot,Hoothoot,Hoothoot,부우부,ホーホー,Hoothoot
Noctowl,Noarfang,Noctowl,Noctuh,Noctowl,야부엉,ヨルノズク,Noctowl
Ledyba,Coxy,Ledyba,Ledyba,Ledyba,레디바,レディバ,Ledyba
Ledian,Coxyclaque,Ledian,Ledian,Ledian,레디안,レディアン,Ledian
Spinarak,Mimigal,Spinarak,Webarak,Spinarak,페이검,イトマル,Spinarak
Ariados,Migalos,Ariados,Ariados,Ariados,아리아도스,アリアドス,Ariados
Crobat,Nostenfer,Crobat,Iksbat,Crobat,크로뱃,クロバット,Crobat
Chinchou,Loupio,Chinchou,Lampi,Chinchou,초라기,チョンチー,Chinchou
Lanturn,Lanturn,Lanturn,Lanturn,Lanturn,랜턴,ランターン,Lanturn
Pichu,Pichu,Pichu,Pichu,Pichu,피츄,ピチュー,Pichu
Cleffa,Mélo,Cleffa,Pii,Cleffa,삐,ピィ,Cleffa
Igglybuff,Toudoudou,Igglybuff,Fluffeluff,Igglybuff,푸푸린,ププリン,Igglybuff
Togepi,Togepi,Togepi,Togepi,Togepi,토게피,トゲピー,Togepi
Togetic,Togetic,Togetic,Togetic,Togetic,토게틱,トゲチック,Togetic
Natu,Natu,Natu,Natu,Natu,네이티,ネイティ,Natu
Xatu,Xatu,Xatu,Xatu,Xatu,네이티오,ネイティオ,Xatu
Mareep,Wattouat,Mareep,Voltilamm,Mareep,메리프,メリープ,Mareep
Flaaffy,Lainergie,Flaaffy,Waaty,Flaaffy,보송송,モココ,Flaaffy
Ampharos,Pharamp,Ampharos,Ampharos,Ampharos,전룡,デンリュウ,Ampharos
Bellossom,Joliflor,Bellossom,Blubella,Bellossom,아르코,キレイハナ,Bellossom
Marill,Marill,Marill,Marill,Marill,마릴,マリル,Marill
Azumarill,Azumarill,Azumarill,Azumarill,Azumarill,마릴리,マリルリ,Azumarill
Sudowoodo,Simularbre,Sudowoodo,Mogelbaum,Sudowoodo,꼬지모,ウソッキー,Sudowoodo
Politoed,Tarpaud,Politoed,Quaxo,Politoed,왕구리,ニョロトノ,Politoed
Hoppip,Granivol,Hoppip,Hoppspross,Hoppip,통통코,ハネッコ,Hoppip
Skiploom,Floravol,Skiploom,Hubelupf,Skiploom,두코,ポポッコ,Skiploom
Jumpluff,Cotovol,Jumpluff,Papungha,Jumpluff,솜솜코,ワタッコ,Jumpluff
Aipom,Capumain,Aipom,Griffel,Aipom,에이팜,エイパム,Aipom
Sunkern,Tournegrin,Sunkern,Sonnkern,Sunkern,해너츠,ヒマナッツ,Sunkern
Sunflora,Héliatronc,Sunflora,Sonnflora,Sunflora,해루미,キマワリ,Sunflora
Yanma,Yanma,Yanma,Yanma,Yanma,왕자리,ヤンヤンマ,Yanma
Wooper,Axoloto,Wooper,Felino,Wooper,우파,ウパー,Wooper
Quagsire,Maraiste,Quagsire,Morlord,Quagsire,누오,ヌオー,Quagsire
Espeon,Mentali,Espeon,Psiana,Espeon,에브이,エーフィ,Espeon
Umbreon,Noctali,Umbreon,Nachtara,Umbreon,블래키,ブラッキー,Umbreon
Murkrow,Cornèbre,Murkrow,Kramurx,Murkrow,니로우,ヤミカラス,Murkrow
Slowking,Roigada,Slowking,Laschoking,Slowking,야도킹,ヤドキング,Slowking
Misdreavus,Feuforêve,Misdreavus,Traunfugil,Misdreavus,무우마,ムウマ,Misdreavus
Unown,Zarbi,Unown,Icognito,Unown,안농,アンノーン,Unown
Wobbuffet,Qulbutoké,Wobbuffet,Woingenau,Wobbuffet,마자용,ソーナンス,Wobbuffet
Girafarig,Girafarig,Girafarig,Girafarig,Girafarig,키링키,キリンリキ,Girafarig
Pineco,Pomdepik,Pineco,Tannza,Pineco,피콘,クヌギダマ,Pineco
Forretress,Foretress,Forretress,Forstellka,Forretress,쏘콘,フォレトス,Forretress
Dunsparce,Insolourdo,Dunsparce,Dummisel,Dunsparce,노고치,ノコッチ,Dunsparce
Gligar,Scorplane,Gligar,Skorgla,Gligar,글라이거,グライガー,Gligar
Steelix,Steelix,Steelix,Stahlos,Steelix,강철톤,ハガネール,Steelix
Snubbull,Snubbull,Snubbull,Snubbull,Snubbull,블루,ブルー,Snubbull
Granbull,Granbull,Granbull,Granbull,Granbull,그랑블루,グランブル,Granbull
Qwilfish,Qwilfish,Qwilfish,Baldorfish,Qwilfish,침바루,ハリーセン,Qwilfish
Scizor,Cizayox,Scizor,Scherox,Scizor,핫삼,ハッサム,Scizor
Shuckle,Caratroc,Shuckle,Pottrott,Shuckle,단단지,ツボツボ,Shuckle
Heracross,Scarhino,Heracross,Skaraborn,Heracross,헤라크로스,ヘラクロス,Heracross
Sneasel,Farfuret,Sneasel,Sniebel,Sneasel,포푸니,ニューラ,Sneasel
Teddiursa,Teddiursa,Teddiursa,Teddiursa,Teddiursa,깜지곰,ヒメグマ,Teddiursa
Ursaring,Ursaring,Ursaring,Ursaring,Ursaring,링곰,リングマ,Ursaring
Slugma,Limagma,Slugma,Schneckmag,Slugma,마그마그,マグマッグ,Slugma
Magcargo,Volcaropod,Magcargo,Magcargo,Magcargo,마그카르고,マグカルゴ,Magcargo
Swinub,Marcacrin,Swinub,Quiekel,Swinub,꾸꾸리,ウリムー,Swinub
Piloswine,Cochignon,Piloswine,Keifel,Piloswine,메꾸리,イノムー,Piloswine
Corsola,Corayon,Corsola,Corasonn,Corsola,코산호,サニーゴ,Corsola
Remoraid,Rémoraid,Remoraid,Remoraid,Remoraid,총어,テッポウオ,Remoraid
Octillery,Octillery,Octillery,Octillery,Octillery,대포무노,オクタン,Octillery
Delibird,Cadoizo,Delibird,Botogel,Delibird,딜리버드,デリバード,Delibird
Mantine,Démanta,Mantine,Mantax,Mantine,만타인,マンタイン,Mantine
Skarmory,Airmure,Skarmory,Panzaeron,Skarmory,무장조,エアームド,Skarmory
Houndour,Malosse,Houndour,Hunduster,Houndour,델빌,デルビル,Houndour
Houndoom,Démolosse,Houndoom,Hundemon,Houndoom,헬가,ヘルガー,Houndoom
Kingdra,Hyporoi,Kingdra,Seedraking,Kingdra,킹드라,キングドラ,Kingdra
Phanpy,Phanpy,Phanpy,Phanpy,Phanpy,코코리,ゴマゾウ,Phanpy
Donphan,Donphan,Donphan,Donphan,Donphan,코리갑,ドンファン,Donphan
Porygon2,Porygon2,Porygon2,Porygon2,Porygon2,폴리곤2,ポリゴン２,Porygon2
Stantler,Cerfrousse,Stantler,Damhirplex,Stantler,노라키,オドシシ,Stantler
Smeargle,Queulorior,Smeargle,Farbeagle,Smeargle,루브도,ドーブル,Smeargle
Tyrogue,Debugant,Tyrogue,Rabauz,Tyrogue,배루키,バルキー,Tyrogue
Hitmontop,Kapoera,Hitmontop,Kapoera,Hitmontop,카포에라,カポエラー,Hitmontop
Smoochum,Lippouti,Smoochum,Kussilla,Smoochum,뽀뽀라,ムチュール,Smoochum
Elekid,Élekid,Elekid,Elekid,Elekid,에레키드,エレキッド,Elekid
Magby,Magby,Magby,Magby,Magby,마그비,ブビィ,Magby
Miltank,Écrémeuh,Miltank,Miltank,Miltank,밀탱크,ミルタンク,Miltank
Blissey,Leuphorie,Blissey,Heiteira,Blissey,해피너스,ハピナス,Blissey
Raikou,Raikou,Raikou,Raikou,Raikou,라이코,ライコウ,Raikou
Entei,Entei,Entei,Entei,Entei,앤테이,エンテイ,Entei
Suicune,Suicune,Suicune,Suicune,Suicune,스이쿤,スイクン,Suicune
Larvitar,Embrylex,Larvitar,Larvitar,Larvitar,애버라스,ヨーギラス,Larvitar
Pupitar,Ymphect,Pupitar,Pupitar,Pupitar,데기라스,サナギラス,Pupitar
Tyranitar,Tyranocif,Tyranitar,Despotar,Tyranitar,마기라스,バンギラス,Tyranitar
Lugia,Lugia,Lugia,Lugia,Lugia,루기아,ルギア,Lugia
Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,칠색조,ホウオウ,Ho-Oh
Celebi,Celebi,Celebi,Celebi,Celebi,세레비,セレビィ,Celebi
Treecko,Arcko,Treecko,Geckarbor,Treecko,나무지기,キモリ,Treecko
Grovyle,Massko,Grovyle,Reptain,Grovyle,나무돌이,ジュプトル,Grovyle
Sceptile,Jungko,Sceptile,Gewaldro,Sceptile,나무킹,ジュカイン,Sceptile
Torchic,Poussifeu,Torchic,Flemmli,Torchic,아차모,アチャモ,Torchic
Combusken,Galifeu,Combusken,Jungglut,Combusken,영치코,ワカシャモ,Combusken
Blaziken,Braségali,Blaziken,Lohgock,Blaziken,번치코,バシャーモ,Blaziken
Mudkip,Gobou,Mudkip,Hydropi,Mudkip,물짱이,ミズゴロウ,Mudkip
Marshtomp,Flobio,Marshtomp,Moorabbel,Marshtomp,늪짱이,ヌマクロー,Marshtomp
Swampert,Laggron,Swampert,Sumpex,Swampert,대짱이,ラグラージ,Swampert
Poochyena,Medhyèna,Poochyena,Fiffyen,Poochyena,포챠나,ポチエナ,Poochyena
Mightyena,Grahyèna,Mightyena,Magnayen,Mightyena,그라에나,グラエナ,Mightyena
Zigzagoon,Zigzaton,Zigzagoon,Zigzachs,Zigzagoon,지그제구리,ジグザグマ,Zigzagoon
Linoone,Linéon,Linoone,Geradaks,Linoone,직구리,マッスグマ,Linoone
Wurmple,Chenipotte,Wurmple,Waumpel,Wurmple,개무소,ケムッソ,Wurmple
Silcoon,Armulys,Silcoon,Schaloko,Silcoon,실쿤,カラサリス,Silcoon
Beautifly,Charmillon,Beautifly,Papinella,Beautifly,뷰티플라이,アゲハント,Beautifly
Cascoon,Blindalys,Cascoon,Panekon,Cascoon,카스쿤,マユルド,Cascoon
Dustox,Papinox,Dustox,Pudox,Dustox,독케일,ドクケイル,Dustox
Lotad,Nénupiot,Lotad,Loturzel,Lotad,연꽃몬,ハスボー,Lotad
Lombre,Lombre,Lombre,Lombrero,Lombre,로토스,ハスブレロ,Lombre
Ludicolo,Ludicolo,Ludicolo,Kappalores,Ludicolo,로파파,ルンパッパ,Ludicolo
Seedot,Grainipiot,Seedot,Samurzel,Seedot,도토링,タネボー,Seedot
Nuzleaf,Pifeuil,Nuzleaf,Blanas,Nuzleaf,잎새코,コノハナ,Nuzleaf
Shiftry,Tengalice,Shiftry,Tengulist,Shiftry,다탱구,ダーテング,Shiftry
Taillow,Nirondelle,Taillow,Schwalbini,Taillow,테일로,スバメ,Taillow
Swellow,Hélédelle,Swellow,Schwalboss,Swellow,스왈로,オオスバメ,Swellow
Wingull,Goélise,Wingull,Wingull,Wingull,갈모매,キャモメ,Wingull
Pelipper,Bekipan,Pelipper,Pelipper,Pelipper,패리퍼,ペリッパー,Pelipper
Ralts,Tarsal,Ralts,Trasla,Ralts,랄토스,ラルトス,Ralts
Kirlia,Kirlia,Kirlia,Kirlia,Kirlia,킬리아,キルリア,Kirlia
Gardevoir,Gardevoir,Gardevoir,Guardevoir,Gardevoir,가디안,サーナイト,Gardevoir
Surskit,Arakdo,Surskit,Gehweiher,Surskit,비구술,アメタマ,Surskit
Masquerain,Maskadra,Masquerain,Maskeregen,Masquerain,비나방,アメモース,Masquerain
Shroomish,Balignon,Shroomish,Knilz,Shroomish,버섯꼬,キノココ,Shroomish
Breloom,Chapignon,Breloom,Kapilz,Breloom,버섯모,キノガッサ,Breloom
Slakoth,Parecool,Slakoth,Bummelz,Slakoth,게을로,ナマケロ,Slakoth
Vigoroth,Vigoroth,Vigoroth,Muntier,Vigoroth,발바로,ヤルキモノ,Vigoroth
Slaking,Monaflèmit,Slaking,Letarking,Slaking,게을킹,ケッキング,Slaking
Nincada,Ningale,Nincada,Nincada,Nincada,토중몬,ツチニン,Nincada
Ninjask,Ninjask,Ninjask,Ninjask,Ninjask,아이스크,テッカニン,Ninjask
Shedinja,Munja,Shedinja,Ninjatom,Shedinja,껍질몬,ヌケニン,Shedinja
Whismur,Chuchmur,Whismur,Flurmel,Whismur,소곤룡,ゴニョニョ,Whismur
Loudred,Ramboum,Loudred,Krakeelo,Loudred,노공룡,ドゴーム,Loudred
Exploud,Brouhabam,Exploud,Krawumms,Exploud,폭음룡,バクオング,Exploud
Makuhita,Makuhita,Makuhita,Makuhita,Makuhita,마크탕,マクノシタ,Makuhita
Hariyama,Hariyama,Hariyama,Hariyama,Hariyama,하리뭉,ハリテヤマ,Hariyama
Azurill,Azurill,Azurill,Azurill,Azurill,루리리,ルリリ,Azurill
Nosepass,Tarinor,Nosepass,Nasgnet,Nosepass,코코파스,ノズパス,Nosepass
Skitty,Skitty,Skitty,Eneco,Skitty,에나비,エネコ,Skitty
Delcatty,Delcatty,Delcatty,Enekoro,Delcatty,델케티,エネコロロ,Delcatty
Sableye,Ténéfix,Sableye,Zobiris,Sableye,깜까미,ヤミラミ,Sableye
Mawile,Mysdibule,Mawile,Flunkifer,Mawile,입치트,クチート,Mawile
Aron,Galekid,Aron,Stollunior,Aron,가보리,ココドラ,Aron
