en,fr,es,it
":[name=Ranger Steven]:You found it ! That's incredible ! \nlI'm going to study this book, but in the meantime, I'd like to give you a rather strange \c[2]Pokemon egg\c[0].\nlYou'll see for yourself.",":[name=Ranger Steven]:Tu l'as trouvé ! C'est incroyable ! \nlJe vais étudier ce livre, en attendant j'aimerais te confier un \c[2]œuf de Pokemon\c[0] assez étrange.\nlTu verras par toi-même.",":[name=Ranger Steven]:¡ Lo has encontrado ! ¡ Es increíble ! \nlVoy a estudiar este libro, mientras tanto me gustaría confiarte un \c[2]huevo de Pokémon\c[0] bastante extraño.\nlLo verás por ti mismo.",":[name=Ranger Steven]:L'hai trovato! È incredibile! \nlStudierò questo libro, nel frattempo vorrei affidarti un \c[2]uovo di Pokemon\c[0] piuttosto strano.\nlLo vedrai con i tuoi occhi."
:[align=center]:RECEIVED: \c[5]STRANGE EGG + $1000$\c[0],:[align=center]:REÇU : \c[5]ŒUF ETRANGE + 1000$\c[0],:[align=center]:RECIBIDO: \c[5]HUEVO EXTRAÑO + 1000$\c[0],:[align=center]:RICEVUTO: \c[5]UOVO STRANO + 1000$\c[0]
":[name=Ranger Steven]:Come back and see me when it hatches, I'm sure I'll have some interesting things to tell you.",":[name=Ranger Steven]:Reviens me voir quand il aura éclos, j'aurai surement des choses intéressantes à te révéler.",":[name=Ranger Steven]:Vuelve a verme cuando haya eclosionado, seguramente tendré cosas interesantes que contarte.",":[name=Ranger Steven]:Torna a trovarmi quando sarà sbocciato, avrò sicuramente cose interessanti da rivelarti."
":[name=Ranger Steven]:Once again, I don't have any clues to give you, I'm sorry.[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]",":[name=Ranger Steven]:Encore une fois, je n'ai aucun indice à te confier, je suis navré[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]",":[name=Ranger Steven]:Una vez más, no tengo ninguna pista que darte, lo siento mucho[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]",":[name=Ranger Steven]:Ancora una volta, non ho alcun indizio da darti, mi dispiace[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]"
:[name=Ranger Steven]:WOW !!,:[name=Ranger Steven]:WAOUH !!,:[name=Ranger Steven]:¡ GUAU !,:[name=Ranger Steven]:WOW !!
":[name=Ranger Steven]:That's amazing ! \nlThere was a \c[2]legendary Pokemon\c[0] in that egg ! \nlIts name is \c[2]Manaphy\c[0]. \nlAccording to the book you brought me, \c[2]Manaphy\c[0] is the “Prince of the Seas.” . ",":[name=Ranger Steven]:C'est stupéfiant ! \nlIl y avait un \c[2]Pokemon légendaire\c[0] dans cet œuf ! \nlIl s'appelle \c[2]Manaphy\c[0]. \nlD'après le livre que tu m'as ramené, \c[2]Manaphy\c[0] est le ""Prince des Mers"". ",":[name=Ranger Steven]:¡ Es increíble ! \nl¡ Había un \c[2]Pokemon legendario\c[0] en ese huevo ! \nlSe llama \c[2]Manaphy\c[0]. \nlSegún el libro que me trajiste, \c[2]Manaphy\c[0] es el «Príncipe de los Mares» . ",":[name=Ranger Steven]:È incredibile ! \nlIn quell'uovo c'era un \c[2]Pokemon leggendario\c[0] ! \nlSi chiama \c[2]Manaphy\c[0]. \nlSecondo il libro che mi hai portato, \c[2]Manaphy\c[0] è il “Principe dei Mari” . "
":[name=Ranger Steven]:How exciting ! \nlFurthermore, it is the only \c[2]legendary Pokemon\c[0] that can have offspring. \nlHowever, it is unique. ",":[name=Ranger Steven]:Que c'est excitant ! \nlDe plus, il est le seul \c[2]Pokemon légendaire\c[0] à pouvoir avoir une descendance. \nlToutefois, il est unique. ",":[name=Ranger Steven]:¡ Qué emocionante ! \nlAdemás, es el único \c[2]Pokemon legendario\c[0] que puede tener descendencia. \nlSin embargo, es único. ",":[name=Ranger Steven]:Che emozione ! \nlInoltre, è l'unico \c[2]Pokemon leggendario\c[0] in grado di avere una discendenza. \nlTuttavia, è unico nel suo genere. "
":[name=Ranger Steven]:So here's your new mission: I want you to find a way to bring me a \c[2]Manaphy egg\c[0], and hatch it while you're at it.",":[name=Ranger Steven]:Donc voici ta nouvelle mission : je veux que tu trouves le moyen de me rapporter un \c[2]œuf de Manaphy\c[0], et fais-le éclore, tant qu'à \nlfaire.",":[name=Ranger Steven]:Así que esta es tu nueva misión: quiero que encuentres la manera de traerme un \c[2]huevo de Manaphy\c[0] y, ya que estás, hazlo eclosionar.",":[name=Ranger Steven]:Ecco la tua nuova missione: voglio che trovi il modo di portarmi un \c[2]uovo di Manaphy\c[0] e, già che ci sei, fallo schiudere."
:[name=Ranger Steven]:Good luck to you ! ,:[name=Ranger Steven]:Bon courage à toi ! ,:[name=Ranger Steven]:¡ Ánimo ! ,:[name=Ranger Steven]:Buona fortuna ! 
:[name=Ranger Steven]:Good luck to you ! ,:[name=Ranger Steven]:Bon courage à toi ! ,:[name=Ranger Steven]:¡ Ánimo ! ,:[name=Ranger Steven]:Buona fortuna ! 
:[name=Ranger Steven]:So what ?! Where's that egg ? Are you at least hatching the right one ?,:[name=Ranger Steven]:Et alors ?! Il en est où cet œuf  ? Tu fais éclore le bon au moins ?,:[name=Ranger Steven]:¿ Y entonces ? ¿ Dónde está ese huevo ? ¿ Al menos estás incubando el bueno ?,:[name=Ranger Steven]:E allora ?! Che fine ha fatto quell'uovo ? Almeno stai facendo schiudere quello giusto ?
:[name=Ranger Steven]:So ? Is that egg hatching soon ?,:[name=Ranger Steven]:Alors ? Cet œuf éclot bientôt ?,:[name=Ranger Steven]:¿ Y bien ? ¿ Ese huevo va a eclosionar pronto ?,:[name=Ranger Steven]:Allora ? L'uovo sta per schiudersi ?
well done,bravo,bravo,bravo
beurk,beurk,beurk,beurk
beurk,beurk,beurk,beurk
"Be proud to be a Ranger, comrade !",Soit fière d'être Ranger camarade !,"¡ Siéntete orgullosa de ser Ranger, compañera !","Sii orgogliosa di essere una Ranger, compagna !"
:[align=center]:\s[i]That doesn't sound very promising !\s[r],:[align=center]:\s[i]Ça ne brille pas beaucoup tout ça !\s[r],:[align=center]:\s[i]¡ No brilla mucho todo eso !\s[r],:[align=center]:\s[i]Non è poi così brillante !\s[r]
"Once upon a time, we were a guild[WAIT 10]. [WAIT 10].[WAIT 10].[WAIT 10] \nlA guild of rangers !\nlBut nowadays, no one wants to save lives without a reward in return.\nlIn the end, only me and Chief Buck are left[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]","Autrefois, nous étions une guilde[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlUne guilde de rangers !\nlMais de nos jours, plus personne ne veut sauver des vies sans récompense en retour.\nlFinalement, il ne reste que moi et le chef Buck[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]","Antiguamente, éramos un gremio[WAIT 10]. [WAIT 10].[WAIT 10].[WAIT 10] \nl¡ Un gremio de guardabosques !\nlPero hoy en día, ya nadie quiere salvar vidas sin recibir nada a cambio.\nlAl final, solo quedamos el jefe Buck y yo[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]",Un tempo eravamo una gilda[WAIT 10]. [WAIT 10].[WAIT 10].[WAIT 10] \nlUna gilda di ranger !\nlMa oggi nessuno vuole più salvare vite umane senza ricevere nulla in cambio.\nlAlla fine siamo rimasti solo io e il capo Buck[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Would you like to become a ranger, by any chance ?","Tu n'aurais pas envie de devenir ranger, par hasard ?","¿ No te gustaría ser guardabosques, por casualidad ?","Non ti piacerebbe diventare un ranger, per caso ?"
"Yes, I do !","Si, je le veux !","¡ Sí, lo quiero !","Sì, lo voglio !"
Not without rewards.,Pas sans récompenses.,No sin recompensas.,Non senza ricompense.
"Seriously ! \nlWell, to start with, we need to raise a substantial amount of money to advertise and attract as many people as possible ! \nlAnd when we say “people,” we mean “missions,” so the more people we attract, the more ranger missions we'll get ! \nlLook at the Poketirelire on the counter, that'll be our kitty.","Sérieux !\nlEt bien pour commencer, il faut réunir une somme d'argent assez conséquente afin de faire de la pub et attirer le plus de monde possible ! \nlEt qui dit “monde” dit “missions” donc plus on attire de personnes plus les missions de rangers fuseront ! \nlRegarde la Poketirelire sur le comptoir, ce sera notre cagnotte.","¡ En serio !\nlBueno, para empezar, hay que reunir una cantidad de dinero bastante considerable para hacer publicidad y atraer al mayor número de gente posible. \nlY quien dice «gente» dice «misiones», así que cuanta más gente atraigamos, más misiones de rangers habrá. \nlMira la Poketirelire que hay sobre el mostrador, será nuestro bote.","Sul serio !\nlBeh, per cominciare, bisogna raccogliere una somma di denaro abbastanza consistente per fare pubblicità e attirare quante più persone possibile ! \nlE chi dice “persone” dice “missioni”, quindi più persone attiriamo, più missioni dei ranger ci saranno ! \nlGuarda il Poketirelire sul bancone, sarà il nostro fondo comune."
Good luck with your quest for money !,Bonne chance pour ta quête d'argent !,¡ Buena suerte en tu búsqueda de dinero !,Buona fortuna nella tua ricerca di denaro !
"Haha, it's not nice to make fun of me ! \nlYou don't even have any \c[2]Pokemon\c[0] how could you possibly help us ?","Haha, ce n'est pas bien de se moquer de moi ! \nlTu n'as même pas de \c[2]Pokemon\c[0] comment pourrais-tu nous aider ?","¡ Ja, ja, no está bien burlarse de mí ! \nlNi siquiera tienes un \c[2]Pokemon\c[0] ¿ cómo vas a ayudarnos ?","Haha, non è bello prendersi gioco di me ! \nlNon hai nemmeno un \c[2]Pokemon\c[0] come potresti aiutarci ?"
"There you go, I knew it[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]","Voilà, je le savais[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]",Ya lo sabía.WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],"Ecco, lo sapevo[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]"
"If you have the necessary amount, put it in the Pokepiggybank !","Si tu as la somme necessaire, met là dans la Poketirelire !","Si tienes la cantidad necesaria, ¡ponla en la Pokehucha !","Se hai la somma necessaria, mettila nel Pokesalvadanaio !"
"We need at least 10,000 Pokedollar ! \nlI know, it's a lot[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] It's not my fault that people only think about money !","Il nous faut au moins 10 000 Pokedollar ! \nlJe sais, c'est beaucoup[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] ce n'est pas ma faute si les gens ne pensent qu'à l'argent !","¡ Necesitamos al menos 10 000 Pokedólares ! \nlLo sé, es mucho [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] ¡ No es culpa mía que la gente solo piense en el dinero !","Ci servono almeno 10.000 Pokedollar ! \nlLo so, sono tanti [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] non è colpa mia se la gente pensa solo ai soldi !"
:[align=center]:\s[i]Would you like to rest ?\s[r],:[align=center]:\s[i]Voulez-vous vous reposer ?\s[r],:[align=center]:\s[i]¿ Quieres descansar ?\s[r],:[align=center]:\s[i]Vuoi riposarti ?\s[r]
Yes !,Oui !,¡ Sí !,Sì !
No.,Non.,No.,No.
:[align=center]:\s[i]You're in great shape !\s[r],:[align=center]:\s[i]Vous voilà en pleine forme !\s[r],:[align=center]:\s[i]¡ Ya estás en plena forma !\s[r],:[align=center]:\s[i]Ecco che sei in perfetta forma !\s[r]
:[align=center]:\s[i]It's a Wii.\s[r],:[align=center]:\s[i]C'est une WII.\s[r],:[align=center]:\s[i]Es una Wii.\s[r],:[align=center]:\s[i]È una WII.\s[r]
:[align=center]:\s[i]This Pokepiggybank is empty.\s[r],:[align=center]:\s[i]Cette Poketirelire est vide.\s[r],:[align=center]:\s[i]Esta Pokehucha está vacía.\s[r],:[align=center]:\s[i]Questo Pokesalvadanaio è vuoto.\s[r]
":[align=center]:\s[i]VWould you like to make a contribution of 10,000 Pokedollars ?\s[r]",:[align=center]:\s[i]Voulez vous faire une contribution de 10 000 Pokedollar ?\s[r],:[align=center]:\s[i]¿Desea hacer una contribución de 10 000 Pokedólares ?\s[r],:[align=center]:\s[i]Vuoi fare una donazione di 10.000 Pokedollar ?\s[r]
Yes !,Oui !,¡ Sí !,Sì !
No.,Non.,No.,No.
Well done ! \nlThe rest is not yet implemented in the game. (COMING SOON),Bravo ! \nlLa suite n'est pas encore implantée en jeu. (A VENIR),¡ Bravo ! \nlLa continuación aún no se ha implementado en el juego. (PRÓXIMAMENTE),Bravo ! \nlIl seguito non è ancora stato implementato nel gioco. (IN ARRIVO)
":[align=center]:\s[i]This Pokepiggybank requires 10,000 Pokedollars, you don't have enough money.\s[r]",":[align=center]:\s[i]Cette Poketirelire requiert 10 000 Pokedollar, vous n'avez pas assez d'argent.\s[r]",":[align=center]:\s[i]Esta Pokehucha requiere 10 000 Pokedollar, no tienes suficiente dinero.\s[r]",":[align=center]:\s[i]Questo Pokesalvadanaio richiede 10.000 Pokedollar, non hai abbastanza soldi.\s[r]"
Well done ! \nlThe rest is not yet implemented in the game. (COMING SOON),Bravo ! \nlLa suite n'est pas encore implantée en jeu. (A VENIR),¡ Bravo ! \nlLa continuación aún no se ha implementado en el juego. (PRÓXIMAMENTE),Bravo ! \nlIl seguito non è ancora stato implementato nel gioco. (IN ARRIVO)
:[align=center]:\s[i]Would you like to watch TV ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]¿ Quieres ver la televisión ?\s[r],:[align=center]:\s[i]Vuoi guardare la TV ?\s[r]
Yes !,Oui !,¡ Sí !,Sì !
No.,Non.,No.,No.
"""And that concludes our program on the unsolved mysteries surrounding \c[2]Pokemon\c[0]. \nlSee you tonight at 8 p.m. for the next episode ! \nlDon't forget, it will be an exclusive program, so be sure to tune in. \nlThis is Coupinette Poketoonz live on PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","«Y así termina nuestro programa sobre los misterios sin resolver relacionados con los \c[2]Pokemon\c[0]. \nl¡ Nos vemos esta noche a las 20:00 para continuar con nuestro programa ! \nlNo lo olvidéis, será un programa exclusivo, venid todos. \nlHa sido Coupinette Poketoonz en directo en PokeTV.","""E così si conclude la nostra trasmissione sui misteri irrisolti dei \c[2]Pokemon\c[0]. \nlCi vediamo stasera alle 20:00 per la continuazione della nostra trasmissione ! \nlNon dimenticate, sarà una trasmissione esclusiva, venite numerosi. \nlQui è Coupinette Poketoonz in diretta su PokeTV."
"""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""And that's how our show on the unsolved mysteries surrounding \c[2]Pokemon\c[0] comes to an end. \nlSee you next Tuesday at 8 p.m. for the next episode of our show ! \nlDon't forget, it will be an exclusive show, so come one, come all. \nlThis is Coupinette Poketoonz live on PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","«Y así termina nuestro programa sobre los misterios sin resolver relacionados con los \c[2]Pokemon\c[0]. \nl¡ Nos vemos el próximo martes a las 20:00 h para continuar con nuestro programa ! \nlNo lo olvidéis, será un programa exclusivo, así que venid todos. \nlHa sido Coupinette Poketoonz en directo en PokeTV.","""E così si conclude la nostra trasmissione sui misteri irrisolti riguardanti i \c[2]Pokemon\c[0]. \nlCi vediamo martedì prossimo alle 20:00 per la prossima puntata ! \nlNon dimenticate, sarà una trasmissione esclusiva, venite numerosi. \nlQui è Coupinette Poketoonz in diretta su PokeTV."
"""And that's how our show on the unsolved mysteries surrounding \c[2]Pokemon\c[0] comes to an end. \nlSee you on Tuesday at 8 p.m. for the next episode of our show ! \nlDon't forget, it will be an exclusive show, so come one, come all. \nlThis is Coupinette Poketoonz live on PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","«Y así termina nuestro programa sobre los misterios sin resolver relacionados con los \c[2]Pokémon\c[0]. \nl¡ Nos vemos el martes a las 20:00 h para continuar con nuestro programa ! \nlNo lo olvidéis, será un programa exclusivo, así que venid todos. \nlHa sido Coupinette Poketoonz en directo en PokeTV.","""E così si conclude la nostra trasmissione sui misteri irrisolti riguardanti i \c[2]Pokemon\c[0]. \nlCi vediamo martedì alle 20:00 per la prossima puntata ! \nlNon dimenticate, sarà una trasmissione esclusiva, venite numerosi. \nlQui è Coupinette Poketoonz in diretta su PokeTV."
"See you soon !""","A bientôt !""","¡ Hasta pronto !""","A presto !"""
:[align=center]:\s[i]The TV is off.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La televisión está apagada.\s[r],:[align=center]:\s[i]La TV è spenta.\s[r]
:[align=center]:\s[i]Would you like to watch TV ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]¿ Quieres ver la televisión ?\s[r],:[align=center]:\s[i]Vuoi guardare la TV ?\s[r]
Yes !,Oui !,¡ Sí !,Sì !
No.,Non.,No.,No.
"""Hello, everyone ! This is Coupinette Poketoonz live on PokeTV. \nlWe have a wonderful evening ahead of us discussing the unsolved mysteries surrounding \c[2]Pokemon\c[0].\nlFirst, some adventurers talk about a red monster...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","«¡ Hola a todos ! Aquí Coupinette Poketoonz en directo en PokeTV. \nlNos espera una velada magnífica sobre los misterios sin resolver de los \c[2]Pokemon\c[0].\nlEn primer lugar, unos aventureros hablan de un monstruo rojo...","""Buongiorno a tutti! Qui è Coupinette Poketoonz in diretta su PokeTV. \nlCi aspetta una serata fantastica dedicata ai misteri irrisolti sui \c[2]Pokemon\c[0].\nlPer prima cosa, alcuni avventurieri parlano di un mostro rosso..."
"According to some people, there \nlis a mysterious lake in Bombance.",D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,"Según algunas personas, \nlexiste un lago misterioso en Bombance.","Secondo alcune persone, a Bombance \nlesiste un lago misterioso."
"It's very hard to find and it's full of  \nl\c[2]Leviator\c[0], so you'd better be careful !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Es muy difícil de encontrar y está lleno de  \nl\c[2]Leviator\c[0], ¡ así que es mejor tener cuidado !   ","È molto difficile da trovare ed è pieno di  \nl\c[2]Leviator\c[0], è meglio stare attenti !   "
Apparently no one manages to go back a \nlsecond time.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,"Al parecer, nadie consigue volver una \nlsegunda vez.  ",A quanto pare nessuno riesce a tornarci una \nlseconda volta.  
"There are even people who claim to have seen a \nlgiant red monster in the middle of the lake, swimming\nlamong the other \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Hay incluso personas que cuentan haber visto un \nlmonstruo gigante completamente rojo en el centro del lago, navegando\nlentre los demás \c[2]Léviators\c[0]. ","Ci sono persino persone che raccontano di aver visto un \nlmostro gigante tutto rosso al centro del lago, che navigava\nltra gli altri \c[2]Léviators\c[0]. "
It's quite surreal...,C'est assez suréaliste...,Es bastante surrealista...,È piuttosto surreale...
"Well, that's all for now ! If you want \nla little more juicy detail, don't hesitate to come and \nlsee us at our radio center at “village5.”","Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de ""village5"".","¡ Bueno, eso es todo por esta vez ! Si queréis \nlmás detalles jugosos, no dudéis en venir a \nlvernos a nuestro centro de radio de « village5 ».","Bene, per questa volta è tutto ! Se desiderate \nlmaggiori dettagli, non esitate a venire a \nltrovarci al nostro centro radiofonico “village5”."
That was Coupinette Poketoonz live on PokeTV. \nlSee you soon !,"C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""",Ha sido Coupinette Poketoonz en directo en PokeTV. \nl¡ Hasta pronto !,Era Coupinette Poketoonz in diretta su PokeTV.  \nlA presto!
:[align=center]:\s[i]The TV is off.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La televisión está apagada.\s[r],:[align=center]:\s[i]La TV è spenta.\s[r]
:[align=center]:\s[i]The TV is off.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La televisión está apagada.\s[r],:[align=center]:\s[i]La TV è spenta.\s[r]
:[align=center]:\s[i]The TV is off.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La televisión está apagada.\s[r],:[align=center]:\s[i]La TV è spenta.\s[r]
:[align=center]:\s[i]Books about the various adventures experienced by the Rangers.\s[r],:[align=center]:\s[i]Des livres sur les diverses épopées vécues par les Rangers.\s[r],:[align=center]:\s[i]Libros sobre las diversas epopeyas vividas por los Rangers.\s[r],:[align=center]:\s[i]Libri sulle varie epopee vissute dai Rangers.\s[r]
:[align=center]:\s[i]A refrigerator filled with cans of beer[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlOne wonders what they are doing in this hideout !\s[r],:[align=center]:\s[i]Un réfrigérateur rempli de canettes de bière[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlOn se demande ce qu'ils font dans cette planque !\s[r],:[align=center]:\s[i]Una nevera llena de latas de cerveza[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nl¡ Nos preguntamos qué hacen en ese escondite !\s[r],:[align=center]:\s[i]Un frigorifero pieno di lattine di birra[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlCi si chiede cosa ci facciano in quel nascondiglio !\s[r]
:[align=center]:\s[i]Would you like to watch TV ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]¿ Quieres ver la televisión ?\s[r],:[align=center]:\s[i]Vuoi guardare la TV ?\s[r]
Yes !,Oui !,¡ Sí !,Sì !
No.,Non.,No.,No.
