en,fr,es,it
"Et voilà, on a un \c[2]Grolem\c[0] !","Et voilà, on a un \c[2]Grolem\c[0] !","Et voilà, on a un \c[2]Grolem\c[0] !","Et voilà, on a un \c[2]Grolem\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0]."
"Et voilà, on a un \c[2]Ectoplasma\c[0] !","Et voilà, on a un \c[2]Ectoplasma\c[0] !","Et voilà, on a un \c[2]Ectoplasma\c[0] !","Et voilà, on a un \c[2]Ectoplasma\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0]."
"Et voilà, on a un \c[2]Gigalithe\c[0] !","Et voilà, on a un \c[2]Gigalithe\c[0] !","Et voilà, on a un \c[2]Gigalithe\c[0] !","Et voilà, on a un \c[2]Gigalithe\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0]."
"Et voilà, on a un \c[2]Bétochef\c[0] !","Et voilà, on a un \c[2]Bétochef\c[0] !","Et voilà, on a un \c[2]Bétochef\c[0] !","Et voilà, on a un \c[2]Bétochef\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0]."
"Et voilà, on a un \c[2]Desséliande\c[0] !","Et voilà, on a un \c[2]Desséliande\c[0] !","Et voilà, on a un \c[2]Desséliande\c[0] !","Et voilà, on a un \c[2]Desséliande\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0]."
"Et voilà, on a un \c[2]Banshitrouye\c[0] !","Et voilà, on a un \c[2]Banshitrouye\c[0] !","Et voilà, on a un \c[2]Banshitrouye\c[0] !","Et voilà, on a un \c[2]Banshitrouye\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Tu viens m'échanger des Pokémon ?,Tu viens m'échanger des Pokémon ?,Tu viens m'échanger des Pokémon ?,Tu viens m'échanger des Pokémon ?
"Ca marche ! Vas-y, prends également ton \c[2]Kadabra\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Kadabra\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Kadabra\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Kadabra\c[0]."
"Et voilà, on a un \c[2]Alakazam\c[0] !","Et voilà, on a un \c[2]Alakazam\c[0] !","Et voilà, on a un \c[2]Alakazam\c[0] !","Et voilà, on a un \c[2]Alakazam\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Machopeur\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Machopeur\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Machopeur\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Machopeur\c[0]."
"Et voilà, on a un \c[2]Mackogneur\c[0] !","Et voilà, on a un \c[2]Mackogneur\c[0] !","Et voilà, on a un \c[2]Mackogneur\c[0] !","Et voilà, on a un \c[2]Mackogneur\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Gravalanch\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Gravalanch\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Gravalanch\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Gravalanch\c[0]."
"Et voilà, on a un \c[2]Grolem\c[0] !","Et voilà, on a un \c[2]Grolem\c[0] !","Et voilà, on a un \c[2]Grolem\c[0] !","Et voilà, on a un \c[2]Grolem\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Spectrum\c[0]."
"Et voilà, on a un \c[2]Ectoplasma\c[0] !","Et voilà, on a un \c[2]Ectoplasma\c[0] !","Et voilà, on a un \c[2]Ectoplasma\c[0] !","Et voilà, on a un \c[2]Ectoplasma\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Géolithe\c[0]."
"Et voilà, on a un \c[2]Gigalithe\c[0] !","Et voilà, on a un \c[2]Gigalithe\c[0] !","Et voilà, on a un \c[2]Gigalithe\c[0] !","Et voilà, on a un \c[2]Gigalithe\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Ouvrifier\c[0]."
"Et voilà, on a un \c[2]Bétochef\c[0] !","Et voilà, on a un \c[2]Bétochef\c[0] !","Et voilà, on a un \c[2]Bétochef\c[0] !","Et voilà, on a un \c[2]Bétochef\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Brocélôme\c[0]."
"Et voilà, on a un \c[2]Desséliande\c[0] !","Et voilà, on a un \c[2]Desséliande\c[0] !","Et voilà, on a un \c[2]Desséliande\c[0] !","Et voilà, on a un \c[2]Desséliande\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
"Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0].","Ca marche ! Vas-y, prends également ton \c[2]Pitrouille\c[0]."
"Et voilà, on a un \c[2]Banshitrouye\c[0] !","Et voilà, on a un \c[2]Banshitrouye\c[0] !","Et voilà, on a un \c[2]Banshitrouye\c[0] !","Et voilà, on a un \c[2]Banshitrouye\c[0] !"
Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Ce n'est pas le \c[2]Pokémon\c[0] sur lequel on s'est mis d'accord[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Reviens plus tard[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],Rooooh[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]
