en,fr,es,it
":[face=250,Prof_Charme,300;name=Prof. Charme]:I completely understand, don't worry. \nlBecause of the love you have for your \c[2]Pokemon\c[0] tjust as it is, I'll give you this stone.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Je comprends tout à fait, ne t'inquiète pas. \nlPour l'amour que tu portes à ton \c[2]Pokemon\c[0] tel qu'il est, je vais te remettre cette pierre.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Lo entiendo perfectamente, no te preocupes. \nlPor el amor que sientes por tu \c[2]Pokemon\c[0] tal y como es, te devolveré esta piedra.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Capisco perfettamente, non preoccuparti. \nlPer l'amore che provi per il tuo \c[2]Pokemon\c[0] così com'è, ti restituirò questa pietra."
:[align=center]:RECEIPT : \c[5]STASIS STONE\c[0] ,:[align=center]:REÇU : \c[5]PIERRE STASE\c[0] ,:[align=center]:RECIBIDO : \c[5]PIEDRA DE ESTASIS\c[0] ,:[align=center]:RICEVUTA : \c[5]PIETRA DI STASI\c[0] 
:[align=center]:\s[i]You put your “Stasis Stone” in your bag in the Items pocket.\s[r],":[align=center]:\s[i]Vous rangez votre ""Pierre stase"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Guardás tu «Piedra de estasis» en tu bolso, en el bolsillo Objetos.\s[r]",":[align=center]:\s[i]Metti la tua “Pietra di stasi” nella borsa, nella tasca Oggetti.\s[r]"
":[face=250,Prof_Charme,300;name=Prof. Charme]:Have a \c[2]Pokemon\c[0] hold it and it will prevent it from evolving !\nlI'll give you a journal right away, so you can write down everything you need to do on your adventure !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Fais la tenir à un \c[2]Pokemon\c[0] et ça l'empêchera d'évoluer !\nlJe vais te remettre tout de suite un journal, il te permettra de noter tout ce que tu as à faire lors de ton aventure !",":[face=250,Prof_Charme,300;name=Prof. Charme]:¡ Dásela a un \c[2]Pokemon\c[0] y evitarás que evolucione !\nlAhora mismo te daré un diario para que apuntes todo lo que tengas que hacer durante tu aventura.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Falla tenere a un \c[2]Pokemon\c[0] e gli impedirà di evolversi !\nlTi darò subito un diario, così potrai annotare tutto quello che devi fare durante la tua avventura !"
:[align=center]:RECEIVED : \c[5]JOURNAL\c[0] ,:[align=center]:REÇU : \c[5]JOURNAL\c[0] ,:[align=center]:RECIBIDO : \c[5]DIARIO\c[0] ,:[align=center]:RICEVUTO : \c[5]GIORNALE\c[0] 
:[align=center]:\s[i]You put your “Quest Log” in your bag in the Rare Items pocket. \nlPlease feel free to consult it to find out what you need to do at any given time.\s[r],":[align=center]:\s[i]Vous rangez votre ""Journal de quêtes"" dans votre sac dans la poche Objets rares. \nlN'hésitez pas à le consulter afin de savoir ce que vous devez faire à tout moment.\s[r]",":[align=center]:\s[i]Guarda tu «Diario de misiones» en tu bolsa, en el bolsillo Objetos raros. \nlNo dude en consultarlo para saber qué debe hacer en cada momento.\s[r]",":[align=center]:\s[i]Metti il tuo “Diario delle missioni” nella borsa, nella tasca Oggetti rari. \nlNon esitate a consultarlo per sapere cosa dovete fare in ogni momento.\s[r]"
":[face=250,Prof_Charme,300;name=Prof. Charme]:I would like to give you a package containing a very special item, which I am expecting to receive today.\nlSo start by writing down your first task: go and see if I've received the package in my mailbox.\nlThis is very important !",":[face=250,Prof_Charme,300;name=Prof. Charme]:J’aimerais te remettre un colis contenant un objet très spécial, je dois justement le recevoir aujourd’hui.\nlCommence donc par écrire ta première tâche : aller voir si j'ai reçu le colis dans ma boîte aux lettres.\nlC'est très important !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Me gustaría entregarte un paquete que contiene un objeto muy especial, lo recibiré hoy mismo.\nlEmpieza por escribir tu primera tarea: ir a ver si he recibido el paquete en mi buzón.\nl¡ Es muy importante !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Vorrei consegnarti un pacco contenente un oggetto molto speciale, che dovrei ricevere proprio oggi.\nlInizia quindi scrivendo il tuo primo compito: andare a vedere se ho ricevuto il pacco nella mia cassetta delle lettere.\nlÈ molto importante !"
":[face=250,Prof_Charme,300;name=Prof. Charme]:Talk to as many people as possible, interact with as many objects as possible, and explore every nook and cranny so \nlyou don't miss a thing in this wonderful adventure that awaits you !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Parle à un maximum de personnes, interagis avec le maximum d'objets et explore tous les recoins pour \nlne rien louper de cette belle aventure qui t'attend !",":[face=250,Prof_Charme,300;name=Prof. Charme]:¡ Habla con tantas personas como puedas, interactúa con tantos objetos como puedas y explora todos los rincones para \nlno perderte nada de esta maravillosa aventura que te espera !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Parla con quante più persone possibile, interagisci con il maggior numero di oggetti e esplora ogni angolo per \nlnon perderti nulla di questa bellissima avventura che ti aspetta !"
":[face=250,Prof_Charme,300;name=Prof. Charme]:WHAT?! \nlI don't have any mail ! \nlWait, let me check my emails.",":[face=250,Prof_Charme,300;name=Prof. Charme]:QUOI ?! \nlJe n'ai pas de courrier ! \nlAttends, laisse moi aller voir mes e-mails.",":[face=250,Prof_Charme,300;name=Prof. Charme]:¿ QUÉ ? \nl¡ No tengo correo ! \nlEspera, déjame ver mis correos electrónicos.",":[face=250,Prof_Charme,300;name=Prof. Charme]:COSA ?! \nlNon ho ricevuto nessuna lettera ! \nlAspetta, fammi controllare la posta elettronica."
":[face=250,Prof_Charme,300;name=Prof. Charme]:Mmm",":[face=250,Prof_Charme,300;name=Prof. Charme]:Mmm",":[face=250,Prof_Charme,300;name=Prof. Charme]:Mmm",":[face=250,Prof_Charme,300;name=Prof. Charme]:Mmm"
":[face=250,Prof_Charme,300;name=Prof. Charme]:In fact, these factors have once again got the wrong house. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:En effet, ces facteurs se sont encore trompés de maison. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:De hecho, estos factores se han vuelto a equivocar de casa. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:In effetti, questi fattori hanno ancora sbagliato casa. "
":[face=250,Prof_Charme,300;name=Prof. Charme]:It must be a woman, with zero sense of direction.[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tss. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Ca doit bien être une femme ça, avec zéro sens de l'orientation[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tss. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Debe de ser una mujer, sin sentido de la orientación.[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tss. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Deve essere proprio una donna, con zero senso dell'orientamento.[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] tss. "
":[face=250,Prof_Charme,300;name=Prof. Charme]:That said, you should go to Grandmother's house. \nlShe lives in one of the houses in the village. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Ceci dit, tu devrais aller chez Mère-Grand. \nlElle se trouve dans l’une des maisons du village. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Dicho esto, deberías ir a casa de la abuela. \nlEstá en una de las casas del pueblo. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Detto questo, dovresti andare da Nonna.  \nlSi trova in una delle case del villaggio. "
":[face=250,Prof_Charme,300;name=Prof. Charme]:Just look for his name on the mailboxes. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Tu n’as qu’à chercher son nom sur les boîtes aux lettres. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Solo tienes que buscar su nombre en los buzones. ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Basta cercare il suo nome sulle cassette postali. "
":[face=250,Prof_Charme,300;name=Prof. Charme]:I don't know how my mail ended up there[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nAnyway, could you please go check it out ?",":[face=250,Prof_Charme,300;name=Prof. Charme]:Je ne sais pas comment mon courrier se retrouve là-bas[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlBref, si tu pouvais aller voir s'il-te-plaît.",":[face=250,Prof_Charme,300;name=Prof. Charme]:No sé cómo ha llegado mi correo allí[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nEn fin, ¿ podrías ir a ver, por favor ?",":[face=250,Prof_Charme,300;name=Prof. Charme]:Non so come mai la mia posta sia finita lì [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlComunque, potresti andare a controllare, per favore?"
":[face=250,Prof_Charme,300;name=Prof. Charme]:My mailbox isn't locked, you can go check it out.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Ma boîte aux lettres n'est pas fermée à clef, tu peux aller voir.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Mi buzón no está cerrado con llave, puedes ir a verlo.",":[face=250,Prof_Charme,300;name=Prof. Charme]:La mia cassetta delle lettere non è chiusa a chiave, puoi andare a vedere."
":[face=250,Prof_Charme,300;name=Prof. Charme]:You found it ! \nlThank you so much ! \nlWell, here you go :",":[face=250,Prof_Charme,300;name=Prof. Charme]:Tu l'as trouvé ! \nlMerci beaucoup ! \nlEt bien, voilà pour toi :",":[face=250,Prof_Charme,300;name=Prof. Charme]:¡ Lo has encontrado ! \nl¡ Muchas gracias !  \nlBueno, aquí lo tienes :",":[face=250,Prof_Charme,300;name=Prof. Charme]:L'hai trovato ! \nlGrazie mille ! \nlBene, ecco qui per te :"
:[align=center]:RECEIVED : \c[5]POKEDEX\c[0],:[align=center]:REÇU : \c[5]POKEDEX\c[0],:[align=center]:RECIBIDO : \c[5]POKEDEX\c[0],:[align=center]:RICEVUTO : \c[5]POKEDEX\c[0]
":[face=250,Prof_Charme,300;name=Prof. Charme]:Thanks to the Pokédex, every time you see a new\c[2]Pokemon\c[0] we'll collect data \nlon it. \nlFascinating, isn't it ?!\nlNow that you have the Pokédex, catch as many \c[2]Pokemon\c[0] as possible to help me with my research.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Grâce au Pokédex, à chaque fois que tu verras un nouveau \c[2]Pokemon\c[0] on récoltera des données \nldessus. \nlFascinant n'est ce pas ?!\nlMaintenant que tu as le Pokédex, attrape le plus de \c[2]Pokemon\c[0] possible, afin de m'aider dans mes recherches.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Gracias a la Pokédex, cada vez que veas un nuevo\c[2]Pokemon\c[0] recopilaremos datos \nlsobre él. \nlFascinante, ¿ verdad ?\nlAhora que tienes la Pokédex, atrapa tantos  \c[2]Pokemon\c[0] como puedas para ayudarme en mi investigación.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Grazie al Pokédex, ogni volta che vedrai un nuovo\c[2]Pokemon\c[0] raccoglieremo dati su \nlAffascinante, vero ?! \nlOra che hai il Pokédex, cattura più \c[2]Pokemon\c[0] possibile, per aiutarmi nella mia ricerca."
":[face=250,Prof_Charme,300;name=Prof. Charme]:But before you leave, I'd like you to go catch a\c[2]Pokemon\c[0] for Grandma.\nlShe must be sad that my package was taken back. \nlIf I remember correctly, she loves \c[2]Sapereau\c[0].\nlPlus, it'll give you a chance to relearn how to capture\c[2]Pokemon\c[0] and complete my Pokedex ! Hehe !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Mais avant que tu ne partes, j'aimerais que tu ailles capturer un \c[2]Pokemon\c[0] pour Mère-Grand.\nlElle doit être triste qu'on lui ait repris mon colis. \nlSi je me souviens bien, elle adore les \c[2]Sapereau\c[0].\nlDe plus, ça te permettra de réapprendre à capturer des \c[2]Pokemon\c[0] ainsi que de compléter mon Pokedex ! Hé hé !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Pero antes de que te vayas, me gustaría que fueras a capturar un\c[2]Pokemon\c[0] para la abuela.\nlDebe de estar triste porque le han quitado mi paquete.  \nlSi no recuerdo mal, le encantan los \c[2]Sapereau\c[0].\nlAdemás, ¡así volverás a aprender a capturar  \c[2]Pokemon\c[0] y completarás mi Pokédex! ¡ Je, je !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Ma prima che tu parta, vorrei che andassi a catturare un\c[2]Pokemon\c[0] per la nonna.\nlDeve essere triste perché le hanno ritirato il mio pacco. \nlSe ricordo bene, adora i \c[2]Sapereau\c[0].\nlInoltre, questo ti permetterà di imparare di nuovo a catturare i \c[2]Pokemon\c[0] e di completare il mio Pokedex ! Eh eh !"
":[face=250,Prof_Charme,300;name=Prof. Charme]:Anyway, a friend of Grandma's lives on Route 1, and she's crazy about catching \c[2]Pokemon\c[0]. \nlHer name is Gertrude, you should go see her !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Enfin bon, une amie de Mère-Grand se trouve sur la route 1, elle est fada de la capture de \c[2]Pokemon\c[0]. \nlElle s’appelle Gertrude, tu devrais aller la voir !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Bueno, una amiga de la abuela está en la carretera 1, le encanta capturar \c[2]Pokémon\c[0]. \nlSe llama Gertrude, ¡ deberías ir a verla !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Comunque, una amica di Nonna Grande si trova sulla strada 1, è pazza per la cattura dei \c[2]Pokemon\c[0]. \nlSi chiama Gertrude, dovresti andare a trovarla !"
":[face=250,Prof_Charme,300;name=Prof. Charme]:Go check at Grandmother's house to see if my package is there.\nlShe lives in one of the houses in Bourg-Guignon. \nlLook for her name on the mailboxes, you'll find it eventually.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Va voir chez Mère-Grand s' il y a mon colis.\nlElle se trouve dans l’une des maisons de Bourg-Guignon. \nlCherche son nom sur les boîtes aux lettres, tu vas bien finir par trouver.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Ve a ver si mi paquete está en casa de la abuela.\nlElla vive en una de las casas de Bourg-Guignon. \nlBusca su nombre en los buzones, al final lo encontrarás.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Vai da Nonna a vedere se c'è il mio pacco. \nlSi trova in una delle case di Bourg-Guignon. \nlCerca il suo nome sulle cassette delle lettere, alla fine lo troverai."
":[face=250,Prof_Charme,300;name=Prof. Charme]:Did you want to ask me something ?",":[face=250,Prof_Charme,300;name=Prof. Charme]:Tu voulais peut-être me demander quelque chose ?",":[face=250,Prof_Charme,300;name=Prof. Charme]:¿ Quizás querías preguntarme algo ?",":[face=250,Prof_Charme,300;name=Prof. Charme]:Forse volevi chiedermi qualcosa ?"
Heal my Pokemon.,Soigner mes Pokemon.,Cuidar de mis Pokemon.,Curare i miei Pokemon.
Quest: “Catch 'em all !”,"Quête ""Attrapez les tous !""",Misión «¡ Atrapadlos a todos !»,Missione “Catturateli tutti !”
"No, nothing.","Non, rien.","No, nada.","No, niente."
":[face=250,Prof_Charme,300;name=Prof. Charme]:So, let's see how many different  \c[2]Pokemon\c[0] \nlyou've caught.[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Alors, voyons le nombre de \c[2]Pokemon\c[0] différents que tu\nlas attrapé[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Veamos cuántos \c[2]Pokemon\c[0] diferentes\nlhas capturado[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] ",":[face=250,Prof_Charme,300;name=Prof. Charme]:Allora, vediamo quanti \c[2]Pokemon\c[0] diversi \nlhai catturato.[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] "
":[face=250,Prof_Charme,300;name=Prof. Charme]:\V[3] !",":[face=250,Prof_Charme,300;name=Prof. Charme]:\V[3] !",":[face=250,Prof_Charme,300;name=Prof. Charme]:\V[3] !",":[face=250,Prof_Charme,300;name=Prof. Charme]:\V[3] !"
":[face=250,Prof_Charme,300;name=Prof. Charme]:Well done ! You deserve a reward.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Bravo ! Tu as bien mérité une récomppense.",":[face=250,Prof_Charme,300;name=Prof. Charme]:¡ Bravo ! Te mereces una recompensa.",":[face=250,Prof_Charme,300;name=Prof. Charme]:Bravo ! Ti sei meritato una ricompensa."
:[align=center]:RECEIVED : \c[5]ANTIDOTE + WAKE-UP CALL + ANTI-PARA + 5 POKE BALLS + 2 POTIONS  + 1000$\c[0],:[align=center]:REÇU : \c[5]ANTIDOTE + REVEIL + ANTI - PARA + 5 POKE BALLS + 2 POTIONS + 1000$\c[0],:[align=center]:RECIBIDO : \c[5]ANTÍDOTO + DESPERTADOR + ANTI - PARA + 5 BOLAS POKÉ + 2 POZOS + 1000$\c[0],:[align=center]:RICEVUTO : \c[5]]ANTIDOTO + RISVEGLIO + ANTI - PARA + 5 POKE BALL + 2 POZIONI + 1000$\c[0]
:[align=center]:\s[i]You put all the items in your bag.\s[r],:[align=center]:\s[i]Vous rangez l'ensemble des objets dans votre sac.\s[r],:[align=center]:\s[i]Guarda todos los objetos en tu bolso.\s[r],:[align=center]:\s[i]Metti tutti gli oggetti nella borsa.\s[r]
":[face=250,Prof_Charme,300;name=Prof. Charme]:Here is a first aid kit and some Poké Balls. You need to be well prepared for the rest of your adventure.\nlGood luck !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Voici un kit de soin et de Poké Balls, il faut être bien préparé pour la suite de ton aventure.\nlBonne chance pour la suite !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Aquí tienes un kit de primeros auxilios y Poké Balls, debes estar bien preparado para lo que te espera en tu aventura.\nl¡ Buena suerte !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Ecco un kit di cure e delle Poké Ball : devi essere ben preparato per il proseguimento della tua avventura.\nlBuona fortuna per il futuro !"
:[align=center]:\s[i]You have just passed “Level 2 Researcher.”\s[r],":[align=center]:\s[i]Vous venez de passer ""Chercheur Niv. 2""\s[r]",:[align=center]:\s[i]Acabas de pasar «Investigador Niv. 2».\s[r],:[align=center]:\s[i]Hai appena superato il livello “Ricercatore Livello 2”\s[r]
":[face=250,Prof_Charme,300;name=Prof. Charme]:You haven't caught enough different \c[2]Pokemon\c[0] yet for the next reward !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Tu n'as pas encore assez attrapé de \c[2]Pokemon\c[0] différents pour la prochaine récompense !",":[face=250,Prof_Charme,300;name=Prof. Charme]:¡Aún no has capturado suficientes \c[2]Pokemon\c[0] diferentes para la próxima recompensa !",":[face=250,Prof_Charme,300;name=Prof. Charme]:Non hai ancora catturato abbastanza \c[2]Pokemon\c[0] diversi per ottenere il prossimo premio !"
:[name=Prof. Charme]:Well done! Here is your reward for your help :,:[name=Prof. Charme]:Bravo ! Voici ta récompense pour ton aide :,:[name=Prof. Charme]:¡ Bravo ! Aquí tienes tu recompensa por tu ayuda :,:[name=Prof. Charme]:Bravo ! Ecco la tua ricompensa per il tuo aiuto :
:[align=center]:RECEIVED : \c[5]MULTI - EXP + 1000$\c[0],:[align=center]:REÇU : \c[5]MULTI - EXP + 1000$\c[0],:[align=center]:RECIBIDO : \c[5]MULTI - EXP + 1000$\c[0],:[align=center]:RICEVUTO : \c[5]MULTI - EXP + 1000$\c[0]
:[align=center]:*You put your “Multi-Exp” in your bag in the Rare Items pocket.*,":[align=center]:*Vous rangez votre ""Multi-Exp"" dans votre sac dans la poche Objets rares.*",":[align=center]:*Guardás tu «Multi-Exp» en tu bolso, en el bolsillo Objetos raros.*",":[align=center]:*Metti il tuo “Multi-Exp” nella borsa, nella tasca Oggetti rari.*"
":[name=Prof. Charme]:This tool will help you progress faster.\nlWhen a Pokémon holds this item, even if it is not in battle, it will gain experience !\nlBGood luck for the future !",":[name=Prof. Charme]:Cet outil va te permettre de progresser plus rapidement.\nlLorsqu'un Pokemon tient cet object, même si il n'est pas en combat, il va gagner de l'expérience !\nlBonne chance pour la suite !",":[name=Prof. Charme]:Esta herramienta te permitirá progresar más rápidamente.\nlCuando un Pokémon lleva este objeto, aunque no esté en combate, ¡ ganará experiencia !\nl¡ Buena suerte en lo que queda de juego !",":[name=Prof. Charme]:Questo strumento ti consentirà di progredire più rapidamente.\nlQuando un Pokemon possiede questo oggetto, anche se non è in combattimento, guadagnerà esperienza !\nlBuona fortuna per il futuro !"
:[align=center]:*You have just passed “Level 3 Researcher”*,":[align=center]:*Vous venez de passer ""Chercheur Niv. 3""*",:[align=center]:*Acabas de pasar a «Investigador Niv. 3»*,:[align=center]:*Hai appena superato il livello “Ricercatore Livello 3”*
:[name=Prof. Charme]:You haven't caught enough different \c[2]Pokemon\c[0] yet for the next reward.,:[name=Prof. Charme]:Tu n'as pas encore assez attrapé de \c[2]Pokemon\c[0] différents pour la prochaine récompense !,:[name=Prof. Charme]:Aún no has capturado suficientes\c[2]Pokemon\c[0] diferentes para la próxima recompensa.,:[name=Prof. Charme]:Non hai ancora catturato abbastanza \c[2]Pokemon\c[0] diversi per ottenere il prossimo premio.
:[name=Prof. Charme]:Well done ! Here is your reward for your help :,:[name=Prof. Charme]:Bravo ! Voici ta récompense pour ton aide :,:[name=Prof. Charme]:¡ Bravo ! Aquí tienes tu recompensa por tu ayuda :,:[name=Prof. Charme]:Bravo ! Ecco la tua ricompensa per il tuo aiuto :
:[align=center]:RECEIVED : \c[5]ANTIFREEZE + ANTI-BURN + 5 SUPER BALLS + 2 SUPER POTIONS + 1000$\c[0],:[align=center]:REÇU : \c[5]ANTIGEL + ANTI - BRULE + 5 SUPER BALLS + 2 SUPER POTIONS + 1000$\c[0],:[align=center]:RECIBIDO : \c[5]ANTICONGELANTE + ANTI - QUEMADURAS + 5 SUPER BOLAS + 2 SUPER POZIONES + 1000$\c[0],:[align=center]:RICEVUTO : \c[5]ANTIGELO + ANTI-BRUCIATURA + 5 SUPER PALLE + 2 SUPER POZIONI + 1000$\c[0]
:[align=center]:*You put all the items in your bag.*,:[align=center]:*Vous rangez l'ensemble des objets dans votre sac.*,:[align=center]:*Guarda todos los objetos en su bolso.*,:[align=center]:*Metti tutti gli oggetti nella borsa.*
:[name=Prof. Charme]:Here's a first aid kit and some Poké Balls. You need to be well prepared for the rest of your adventure.\nlGood luck !,":[name=Prof. Charme]:Et voici un kit de soin et de Poké Balls, il faut être bien préparé pour la suite de ton aventure.\nlBonne chance pour la suite !",":[name=Prof. Charme]:Aquí tienes un kit de cuidados y Poké Balls, hay que estar bien preparado para lo que te espera en tu aventura.\nl¡ Buena suerte !",:[name=Prof. Charme]:Ecco un kit di cure e Poké Ball: devi essere ben preparato per il proseguimento della tua avventura.\nlBuona fortuna per il futuro !
:[align=center]:*You have just passed “Level 4 Researcher”*,":[align=center]:*Vous venez de passer ""Chercheur Niv. 4""*",:[align=center]:*Acabas de pasar a «Investigador Niv. 4»*,:[align=center]:*Hai appena superato il livello “Ricercatore Livello 4”*
