en,fr,es,it
"Sa magie est dite capable de purifier les cœurs et de renforcer les liens entre les êtres, faisant d’elle un symbole de beauté et de force intérieure.\nl\c[2]Diancie\c[0] est aussi connue pour sa capacité unique à créer des diamants, éclats de lumière porteurs d’espoir et de pureté.\nlCeux qui ont eu la chance de l’apercevoir racontent que le monde semble alors suspendu, comme si chaque pierre, chaque rayon de lumière, reflétait le miracle de \nlson existence.","Sa magie est dite capable de purifier les cœurs et de renforcer les liens entre les êtres, faisant d’elle un symbole de beauté et de force intérieure.\nl\c[2]Diancie\c[0] est aussi connue pour sa capacité unique à créer des diamants, éclats de lumière porteurs d’espoir et de pureté.\nlCeux qui ont eu la chance de l’apercevoir racontent que le monde semble alors suspendu, comme si chaque pierre, chaque rayon de lumière, reflétait le miracle de \nlson existence.","Sa magie est dite capable de purifier les cœurs et de renforcer les liens entre les êtres, faisant d’elle un symbole de beauté et de force intérieure.\nl\c[2]Diancie\c[0] est aussi connue pour sa capacité unique à créer des diamants, éclats de lumière porteurs d’espoir et de pureté.\nlCeux qui ont eu la chance de l’apercevoir racontent que le monde semble alors suspendu, comme si chaque pierre, chaque rayon de lumière, reflétait le miracle de \nlson existence.","Sa magie est dite capable de purifier les cœurs et de renforcer les liens entre les êtres, faisant d’elle un symbole de beauté et de force intérieure.\nl\c[2]Diancie\c[0] est aussi connue pour sa capacité unique à créer des diamants, éclats de lumière porteurs d’espoir et de pureté.\nlCeux qui ont eu la chance de l’apercevoir racontent que le monde semble alors suspendu, comme si chaque pierre, chaque rayon de lumière, reflétait le miracle de \nlson existence."
"\c[2]Hoopa\c[0], le Pokémon des Portails, est un être mystérieux capable de créer des passages entre les mondes, permettant à des objets, Pokémon ou même des \nlêtres de voyager instantanément d’un endroit à l’autre.\nlSa magie joue avec la réalité, et seul un esprit curieux et respectueux peut comprendre ses tours sans être \nlsurpris.","\c[2]Hoopa\c[0], le Pokémon des Portails, est un être mystérieux capable de créer des passages entre les mondes, permettant à des objets, Pokémon ou même des \nlêtres de voyager instantanément d’un endroit à l’autre.\nlSa magie joue avec la réalité, et seul un esprit curieux et respectueux peut comprendre ses tours sans être \nlsurpris.","\c[2]Hoopa\c[0], le Pokémon des Portails, est un être mystérieux capable de créer des passages entre les mondes, permettant à des objets, Pokémon ou même des \nlêtres de voyager instantanément d’un endroit à l’autre.\nlSa magie joue avec la réalité, et seul un esprit curieux et respectueux peut comprendre ses tours sans être \nlsurpris.","\c[2]Hoopa\c[0], le Pokémon des Portails, est un être mystérieux capable de créer des passages entre les mondes, permettant à des objets, Pokémon ou même des \nlêtres de voyager instantanément d’un endroit à l’autre.\nlSa magie joue avec la réalité, et seul un esprit curieux et respectueux peut comprendre ses tours sans être \nlsurpris."
"On raconte que \c[2]Hoopa\c[0] se manifeste rarement, souvent à l’occasion d’événements étranges où le ciel ou la terre semblent se plier à sa volonté.\nlIl peut apparaître sous deux formes :\nlHoopa Confus, espiègle et joueur, capable de tromper les regards et de faire disparaître ce qui l’entoure.\nlHoopa Déchaîné, puissant et impressionnant, libérant toute l’énergie de ses portails pour bouleverser l’ordre établi.","On raconte que \c[2]Hoopa\c[0] se manifeste rarement, souvent à l’occasion d’événements étranges où le ciel ou la terre semblent se plier à sa volonté.\nlIl peut apparaître sous deux formes :\nlHoopa Confus, espiègle et joueur, capable de tromper les regards et de faire disparaître ce qui l’entoure.\nlHoopa Déchaîné, puissant et impressionnant, libérant toute l’énergie de ses portails pour bouleverser l’ordre établi.","On raconte que \c[2]Hoopa\c[0] se manifeste rarement, souvent à l’occasion d’événements étranges où le ciel ou la terre semblent se plier à sa volonté.\nlIl peut apparaître sous deux formes :\nlHoopa Confus, espiègle et joueur, capable de tromper les regards et de faire disparaître ce qui l’entoure.\nlHoopa Déchaîné, puissant et impressionnant, libérant toute l’énergie de ses portails pour bouleverser l’ordre établi.","On raconte que \c[2]Hoopa\c[0] se manifeste rarement, souvent à l’occasion d’événements étranges où le ciel ou la terre semblent se plier à sa volonté.\nlIl peut apparaître sous deux formes :\nlHoopa Confus, espiègle et joueur, capable de tromper les regards et de faire disparaître ce qui l’entoure.\nlHoopa Déchaîné, puissant et impressionnant, libérant toute l’énergie de ses portails pour bouleverser l’ordre établi."
"Selon la légende, il réside dans un temple ancien aux symboles mystérieux, oublié de tous, où le temps et l’espace semblent se courber sous son influence.\nlOn dit que ceux qui parviennent à résoudre les énigmes de ce lieu peuvent le voir apparaître et comprendre la nature de son pouvoir.\nlPour beaucoup, \c[2]Hoopa\c[0] est un gardien des secrets, un pont entre les mondes, et un rappel que l’univers est plus vaste que ce que l’on perçoit.","Selon la légende, il réside dans un temple ancien aux symboles mystérieux, oublié de tous, où le temps et l’espace semblent se courber sous son influence.\nlOn dit que ceux qui parviennent à résoudre les énigmes de ce lieu peuvent le voir apparaître et comprendre la nature de son pouvoir.\nlPour beaucoup, \c[2]Hoopa\c[0] est un gardien des secrets, un pont entre les mondes, et un rappel que l’univers est plus vaste que ce que l’on perçoit.","Selon la légende, il réside dans un temple ancien aux symboles mystérieux, oublié de tous, où le temps et l’espace semblent se courber sous son influence.\nlOn dit que ceux qui parviennent à résoudre les énigmes de ce lieu peuvent le voir apparaître et comprendre la nature de son pouvoir.\nlPour beaucoup, \c[2]Hoopa\c[0] est un gardien des secrets, un pont entre les mondes, et un rappel que l’univers est plus vaste que ce que l’on perçoit.","Selon la légende, il réside dans un temple ancien aux symboles mystérieux, oublié de tous, où le temps et l’espace semblent se courber sous son influence.\nlOn dit que ceux qui parviennent à résoudre les énigmes de ce lieu peuvent le voir apparaître et comprendre la nature de son pouvoir.\nlPour beaucoup, \c[2]Hoopa\c[0] est un gardien des secrets, un pont entre les mondes, et un rappel que l’univers est plus vaste que ce que l’on perçoit."
":[align=center]:""Le \c[2]Pokemon\c[0] qui me suit, c'est le \c[2]Pokemon\c[0] qui se trouve en haut à gauche de mon équipe, \nltout comme le premier \c[2]Pokemon\c[0] envoyé en combat. \nlParfois, cela peut être très utile de changer l'ordre de ma liste !""",":[align=center]:""Le \c[2]Pokemon\c[0] qui me suit, c'est le \c[2]Pokemon\c[0] qui se trouve en haut à gauche de mon équipe, \nltout comme le premier \c[2]Pokemon\c[0] envoyé en combat. \nlParfois, cela peut être très utile de changer l'ordre de ma liste !""",":[align=center]:""Le \c[2]Pokemon\c[0] qui me suit, c'est le \c[2]Pokemon\c[0] qui se trouve en haut à gauche de mon équipe, \nltout comme le premier \c[2]Pokemon\c[0] envoyé en combat. \nlParfois, cela peut être très utile de changer l'ordre de ma liste !""",":[align=center]:""Le \c[2]Pokemon\c[0] qui me suit, c'est le \c[2]Pokemon\c[0] qui se trouve en haut à gauche de mon équipe, \nltout comme le premier \c[2]Pokemon\c[0] envoyé en combat. \nlParfois, cela peut être très utile de changer l'ordre de ma liste !"""
:[name=Prof. Sorbier]:Je n'aime pas écrire au tableau donc j'espère que vous avez écrit tout ce que j'ai dit !,:[name=Prof. Sorbier]:Je n'aime pas écrire au tableau donc j'espère que vous avez écrit tout ce que j'ai dit !,:[name=Prof. Sorbier]:Je n'aime pas écrire au tableau donc j'espère que vous avez écrit tout ce que j'ai dit !,:[name=Prof. Sorbier]:Je n'aime pas écrire au tableau donc j'espère que vous avez écrit tout ce que j'ai dit !
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"A bientôt !""","A bientôt !""","A bientôt !""","A bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge..."
D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.
"Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   "
Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  
"Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. "
C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...
Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.
"C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]Ho ! Il y a un objet au fond de la poubelle.\s[r],:[align=center]:\s[i]Ho ! Il y a un objet au fond de la poubelle.\s[r],:[align=center]:\s[i]Ho ! Il y a un objet au fond de la poubelle.\s[r],:[align=center]:\s[i]Ho ! Il y a un objet au fond de la poubelle.\s[r]
:[align=center]:REÇU : \c[5]ANTI - PARA\c[0] ,:[align=center]:REÇU : \c[5]ANTI - PARA\c[0] ,:[align=center]:REÇU : \c[5]ANTI - PARA\c[0] ,:[align=center]:REÇU : \c[5]ANTI - PARA\c[0] 
":[align=center]:\s[i]Vous rangez votre ""Anti-Para"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Anti-Para"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Anti-Para"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Anti-Para"" dans votre sac dans la poche Objets.\s[r]"
:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
":[align=center]:""Cours sur les problèmes de statut :""",":[align=center]:""Cours sur les problèmes de statut :""",":[align=center]:""Cours sur les problèmes de statut :""",":[align=center]:""Cours sur les problèmes de statut :"""
Paralysie,Paralysie,Paralysie,Paralysie
Sommeil,Sommeil,Sommeil,Sommeil
Poison,Poison,Poison,Poison
":[align=center]:""Paralysé, votre \c[2]Pokemon\c[0] voit sa vitesse grandement réduite et peut être amené à rater son attaque. Elle persiste après le combat. \nlL'anti-para permet de s'en débarrasser.""",":[align=center]:""Paralysé, votre \c[2]Pokemon\c[0] voit sa vitesse grandement réduite et peut être amené à rater son attaque. Elle persiste après le combat. \nlL'anti-para permet de s'en débarrasser.""",":[align=center]:""Paralysé, votre \c[2]Pokemon\c[0] voit sa vitesse grandement réduite et peut être amené à rater son attaque. Elle persiste après le combat. \nlL'anti-para permet de s'en débarrasser.""",":[align=center]:""Paralysé, votre \c[2]Pokemon\c[0] voit sa vitesse grandement réduite et peut être amené à rater son attaque. Elle persiste après le combat. \nlL'anti-para permet de s'en débarrasser."""
:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
