en,fr,es,it
"I received a package, I'm so happy. ","J'ai reçu un colis, je suis si heureuse. ","He recibido un paquete, estoy muy contenta. ","Ho ricevuto un pacco, sono così felice. "
"A \c[2]Sapereau\c[0] for me?! \nlOh, thank you, sweetie, you're an angel sent from heaven. \nlHere's your reward for bringing a smile back to a poor old lady like me.","Un \c[2]Sapereau\c[0] pour moi ?! \nlRoooh merci mon petit, tu es un ange tombé du ciel. \nlVoici ta récompense pour avoir rendu le sourire à une pauvre mémé comme moi.","¿ Un \c[2]Sapereau\c[0] para mí ? ¡¡¡ \nlGracias, pequeño, eres un ángel caído del cielo !!! \nlAquí tienes tu recompensa por devolverle la sonrisa a una pobre abuelita como yo.","Un \c[2]Sapereau\c[0] per me?! \nlRoooh grazie piccolo mio, sei un angelo caduto dal cielo. \nlEcco la tua ricompensa per aver ridato il sorriso a una povera nonnina come me."
:[align=center]:RECEIVED: \c[5]4 POKE BALLS\c[0],:[align=center]:REÇU : \c[5]4 POKE BALLS\c[0],:[align=center]:RECIBIDO: \c[5]4 POKE BALLS\c[0],:[align=center]:RICEVUTO: \c[5]4 POKE BALL\c[0]
:[align=center]:\s[i]You put your Poké Balls in your bag in the Poké Ball pocket.\s[r],":[align=center]:\s[i]Vous rangez vos ""Poké Balls"" dans votre sac dans la poche Poké Balls.\s[r]",":[align=center]:\s[i]Guarda tus «Poké Balls» en tu bolsa, en el bolsillo Poké Balls.\s[r]",:[align=center]:\s[i]Riponi le tue “Poké Ball” nella borsa nella tasca Poké Ball.\s[r]
"Listen, son, Professor Charme told me what happened to you. \nlAnd believe me, there's nothing better than a good refresher course. \nlGo to school and relearn the basics before setting off on your great adventure. \nlI'll take care of your enrollment right away !","Ecoute mon garçon, le Prof. Charme m'a raconté ce qui t'est arrivé.\nlEt crois-moi, rien ne vaut mieux qu'une bonne remise à niveau.\nlVa à l'école réapprendre les bases avant de partir pour la grande aventure.\nlJe m’occupe tout de suite de ton inscription !","Escucha, chico, el profesor Charme me ha contado lo que te ha pasado. \nlY créeme, nada mejor que ponerse al día. \nlVe al colegio a repasar lo básico antes de lanzarte a la gran aventura. ¡ \nlAhora mismo me encargo de matricularte !","Ascolta, ragazzo mio, il Prof. Charme mi ha raccontato quello che ti è successo. \nlE credimi, non c'è niente di meglio di un buon ripasso. \nlVai a scuola a rispolverare le basi prima di partire per la grande avventura. \nlMi occupo subito della tua iscrizione !"
Prof. Charme told me you were going to see Gertrude so she could teach you how to capture a \c[2]Pokemon\c[0] ! \nlSay hello to her for me !   ,Le Prof. Charme m'a dit que tu allais voir Gertrude pour qu'elle t'apprenne à capturer un \c[2]Pokemon\c[0] ! \nlPasse-lui le bonjour de ma part !   ,¡ El profesor Charme me ha dicho que vas a ver a Gertrude para que te enseñe a capturar un \c[2]Pokemon\c[0] ! \nl¡ Salúdala de mi parte ! ,Il Prof. Charme mi ha detto che andrai da Gertrude per imparare a catturare un \c[2]Pokemon\c[0] ! \nlPSalutala da parte mia !
I feel so lonely[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] I think I would love to have a \c[2]Sapereau\c[0] !  ,Je me sens si seule[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je pense que j'adorerais avoir un \c[2]Sapereau\c[0] !  ,Me siento tan sola[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] ¡ Creo que me encantaría tener un \c[2]Sapereau\c[0] !  ,Mi sento così sola[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] Penso che mi piacerebbe avere un \c[2]Sapereau\c[0] !  
"Don't delay in returning the package to Professor Charme, it must be important.  ","Ne traîne pas à ramener le colis au professeur Charme, ce doit être important.  ","No tardes en llevarle el paquete al profesor Charme, debe de ser importante.  ","Non tardare a riportare il pacco al professor Charme, deve essere importante.  "
"\c[2]Sapereau\c[0] is in great shape, look at him running around !  ","\c[2]Sapereau\c[0] est en super forme, regarde le gambader ! ","¡ \c[2]Sapereau\c[0] está en plena forma, mira cómo corretea ! ","\c[2]Sapereau\c[0] È in ottima forma, guardalo come corre !  "
:[align=center]:\s[i]Lots of old books[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Plein de bouquins vieillots[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Un montón de libros viejos[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Un sacco di libri vecchi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
"NO WAY ! Who do you think you are, trying to steal my package like that! GET OUT !",NON MAIS ! Pour qui tu te prends d'essayer de voler mon colis comme ça ! OUSTE !,"¡ NO, PERO ! ¡ Quién te crees que eres para intentar robarme el paquete así ! ¡ FUERA !","NO, MA ! Chi ti credi di essere per cercare di rubarmi il pacco in questo modo! VATTENE !"
"NO WAY ! Who do you think you are, trying to steal my package like that! GET OUT !",NON MAIS ! Pour qui tu te prends d'essayer de voler mon colis comme ça ! OUSTE !,"¡ NO, PERO ! ¡ Quién te crees que eres para intentar robarme el paquete así ! ¡ FUERA !","NO, MA ! Chi ti credi di essere per cercare di rubarmi il pacco in questo modo! VATTENE !"
