en,fr,es,it
"A bientôt !""","A bientôt !""","A bientôt !""","A bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge..."
D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.
"Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   "
Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  
"Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. "
C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...
Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.
"C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]Voulez-vous enfoncer la porte en y mettant un coud'boule ?\s[r],:[align=center]:\s[i]Voulez-vous enfoncer la porte en y mettant un coud'boule ?\s[r],:[align=center]:\s[i]Voulez-vous enfoncer la porte en y mettant un coud'boule ?\s[r],:[align=center]:\s[i]Voulez-vous enfoncer la porte en y mettant un coud'boule ?\s[r]
Oui !,Oui !,Oui !,Oui !
Pas vraiment...,Pas vraiment...,Pas vraiment...,Pas vraiment...
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"A bientôt !""","A bientôt !""","A bientôt !""","A bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge..."
D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.
"Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   "
Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  
"Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. "
C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...
Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.
"C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
":[align=center]:\s[i]Des livres sur le vin, sa préparation, la récolte du raisin... \nlEt comment se rendre saoul le plus rapidement possible !\s[r]",":[align=center]:\s[i]Des livres sur le vin, sa préparation, la récolte du raisin... \nlEt comment se rendre saoul le plus rapidement possible !\s[r]",":[align=center]:\s[i]Des livres sur le vin, sa préparation, la récolte du raisin... \nlEt comment se rendre saoul le plus rapidement possible !\s[r]",":[align=center]:\s[i]Des livres sur le vin, sa préparation, la récolte du raisin... \nlEt comment se rendre saoul le plus rapidement possible !\s[r]"
:[align=center]:\s[i]Voulez-vous vous reposer ?\s[r],:[align=center]:\s[i]Voulez-vous vous reposer ?\s[r],:[align=center]:\s[i]Voulez-vous vous reposer ?\s[r],:[align=center]:\s[i]Voulez-vous vous reposer ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
:[align=center]:\s[i]Vous voilà en pleine forme !\s[r],:[align=center]:\s[i]Vous voilà en pleine forme !\s[r],:[align=center]:\s[i]Vous voilà en pleine forme !\s[r],:[align=center]:\s[i]Vous voilà en pleine forme !\s[r]
"HOHOHO, tu m'apportes encore plus de vin ! ! \nlMais c'est que je t'aime toi ! ! \nlAllez hop cul sec !","HOHOHO, tu m'apportes encore plus de vin ! ! \nlMais c'est que je t'aime toi ! ! \nlAllez hop cul sec !","HOHOHO, tu m'apportes encore plus de vin ! ! \nlMais c'est que je t'aime toi ! ! \nlAllez hop cul sec !","HOHOHO, tu m'apportes encore plus de vin ! ! \nlMais c'est que je t'aime toi ! ! \nlAllez hop cul sec !"
Blurp...,Blurp...,Blurp...,Blurp...
Mais ! \nlQU'EST CE QUE TU M'AS DONNÉ ?! ,Mais ! \nlQU'EST CE QUE TU M'AS DONNÉ ?! ,Mais ! \nlQU'EST CE QUE TU M'AS DONNÉ ?! ,Mais ! \nlQU'EST CE QUE TU M'AS DONNÉ ?! 
Je suis sobre bordel !! \nlToi !! \nlTu vas au placard !,Je suis sobre bordel !! \nlToi !! \nlTu vas au placard !,Je suis sobre bordel !! \nlToi !! \nlTu vas au placard !,Je suis sobre bordel !! \nlToi !! \nlTu vas au placard !
:[align=center]:\s[i]Le vigneron ferme la porte à clef derrière vous...\s[r],:[align=center]:\s[i]Le vigneron ferme la porte à clef derrière vous...\s[r],:[align=center]:\s[i]Le vigneron ferme la porte à clef derrière vous...\s[r],:[align=center]:\s[i]Le vigneron ferme la porte à clef derrière vous...\s[r]
"YOUHOUHOU ! ! !\nlOh ma porte... ben je ne trouvais pas mes clefs donc j'ai mis un coup de boule dedans !\nlYOUHOUHOU ! ! !\nlÇa tourne, tourne, tourne ! ! !","YOUHOUHOU ! ! !\nlOh ma porte... ben je ne trouvais pas mes clefs donc j'ai mis un coup de boule dedans !\nlYOUHOUHOU ! ! !\nlÇa tourne, tourne, tourne ! ! !","YOUHOUHOU ! ! !\nlOh ma porte... ben je ne trouvais pas mes clefs donc j'ai mis un coup de boule dedans !\nlYOUHOUHOU ! ! !\nlÇa tourne, tourne, tourne ! ! !","YOUHOUHOU ! ! !\nlOh ma porte... ben je ne trouvais pas mes clefs donc j'ai mis un coup de boule dedans !\nlYOUHOUHOU ! ! !\nlÇa tourne, tourne, tourne ! ! !"
"J'ai les idées plus claires, je te remercie de m'avoir sevré.\nlEt je sais que j'en demande beaucoup mais si tu pouvais me rapporter une belles portes d'entré, je te serais très reconnaissant ! \nlJe vais refaire moi même celle du placard...","J'ai les idées plus claires, je te remercie de m'avoir sevré.\nlEt je sais que j'en demande beaucoup mais si tu pouvais me rapporter une belles portes d'entré, je te serais très reconnaissant ! \nlJe vais refaire moi même celle du placard...","J'ai les idées plus claires, je te remercie de m'avoir sevré.\nlEt je sais que j'en demande beaucoup mais si tu pouvais me rapporter une belles portes d'entré, je te serais très reconnaissant ! \nlJe vais refaire moi même celle du placard...","J'ai les idées plus claires, je te remercie de m'avoir sevré.\nlEt je sais que j'en demande beaucoup mais si tu pouvais me rapporter une belles portes d'entré, je te serais très reconnaissant ! \nlJe vais refaire moi même celle du placard..."
QUOI ENCORE ?!,QUOI ENCORE ?!,QUOI ENCORE ?!,QUOI ENCORE ?!
"Bordel, t'as défoncé ma porte ?!\nlEt avec ma technique du coup d’boule en plus !\nlOK, je l'ai cherché... mais va falloir rembourser.\nlBen oui t'as cru quoi coco, tu m'as bien regardé ? J’suis pas la sainte mère !","Bordel, t'as défoncé ma porte ?!\nlEt avec ma technique du coup d’boule en plus !\nlOK, je l'ai cherché... mais va falloir rembourser.\nlBen oui t'as cru quoi coco, tu m'as bien regardé ? J’suis pas la sainte mère !","Bordel, t'as défoncé ma porte ?!\nlEt avec ma technique du coup d’boule en plus !\nlOK, je l'ai cherché... mais va falloir rembourser.\nlBen oui t'as cru quoi coco, tu m'as bien regardé ? J’suis pas la sainte mère !","Bordel, t'as défoncé ma porte ?!\nlEt avec ma technique du coup d’boule en plus !\nlOK, je l'ai cherché... mais va falloir rembourser.\nlBen oui t'as cru quoi coco, tu m'as bien regardé ? J’suis pas la sainte mère !"
"Tu trouveras sûrement des portes en vente au ""village 5""\nlEt défoule-toi sur les arbres avec ta tête au lieu de prendre pour cible les portes de brave type comme moi.","Tu trouveras sûrement des portes en vente au ""village 5""\nlEt défoule-toi sur les arbres avec ta tête au lieu de prendre pour cible les portes de brave type comme moi.","Tu trouveras sûrement des portes en vente au ""village 5""\nlEt défoule-toi sur les arbres avec ta tête au lieu de prendre pour cible les portes de brave type comme moi.","Tu trouveras sûrement des portes en vente au ""village 5""\nlEt défoule-toi sur les arbres avec ta tête au lieu de prendre pour cible les portes de brave type comme moi."
