en,fr,es,it
"Okay, I'm promoting myself a little bit [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], but I'm looking for the next generation to take over ! \nlIf you ever want to become a berry farmer, come see me in Puffopolis. \nlI'm looking for enthusiastic young people !","D'accord je fais un peu ma pub[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais je cherche la nouvelle génération qui prendra la relève !\nlSi jamais tu veux devenir cultivateur de baies, viens me voir à Souflopolis. \nlJe cherche des jeunes personnes plein d'entrain !","De acuerdo, estoy haciendo un poco de publicidad [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], ¡ pero estoy buscando a la nueva generación que tomará el relevo ! \nlSi alguna vez quieres convertirte en cultivador de bayas, ven a verme a Souflopolis. \nl¡ Busco jóvenes llenos de energía !","Ok, sto facendo un po' di pubblicità a me stesso [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], ma sto cercando la nuova generazione che prenderà il mio posto ! \nlSe vuoi diventare un coltivatore di bacche, vieni a trovarmi a Souflopolis. \nlCerco giovani pieni di entusiasmo !"
Look at the main path. You can take it by jumping over the tree trunk and thus return to Bourg-Guignon safely.,"Regarde le chemin principal, tu peux l'emprunter en sautant le tronc d’arbre et ainsi revenir à Bourg-Guignon sans encombre.","Mira el camino principal, puedes tomarlo saltando el tronco del árbol y así volver a Bourg-Guignon sin problemas.","Guarda il sentiero principale, puoi prenderlo saltando il tronco d'albero e tornare così a Bourg-Guignon senza problemi."
:[city=city/Route1a]::[align=center]:\c[8]Lake of Spirits \nlCocovin\c[0],:[city=city/Route1a]::[align=center]:\c[8]Lac des Esprits\nlCocovin\c[0],:[city=city/Route1a]::[align=center]:\c[8]Lago de los Espíritus \nlCocovin\c[0],:[city=city/Route1a]::[align=center]:\c[8]Lago degli Spiriti \nlCocovin\c[0]
:[align=center]:RECEIVED : \c[5]SHARP CLAW\c[0],:[align=center]:REÇU : \c[5]VIVE GRIFFE\c[0],:[align=center]:RECIBIDO : \c[5]GARRA VIVA\c[0],:[align=center]:RICEVUTO : \c[5]ARTIGLIO VIVO\c[0]
":[align=center]:\s[i]You put your ""Sharp Claw"" in your bag in the Items pocket.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Vive griffe"" dans votre sac dans la poche Objets.\s[r]",":[align=center]:\s[i]Guardás tu ""Garra Viva"" en tu bolso, en el bolsillo Objetos.\s[r]",":[align=center]:\s[i]Riponi il tuo ""Artiglio Vivo"" nella borsa nella tasca Oggetti.\s[r]"
:[align=center]:Welcome to Cocovin !,:[align=center]:Bienvenue à Cocovin !,:[align=center]:¡ Bienvenido a Cocovin !,:[align=center]:Benvenuti a Cocovin !
"Hello ! \nlI am a berry farmer by profession. \nlI am responsible for planting bushes all over Bombance. \nlBut I must admit that being alone, it's a bit difficult to be everywhere at once. ",Bonjour ! \nlJe suis cultivateur de baies de profession. \nlJe m'occupe de planter des arbustes un peu partout dans Bombance. \nlMais je t'avoue qu'en étant seul c'est un peu compliqué d'être partout à la fois. ,"¡ Hola ! \nlSoy cultivador de bayas de profesión. \nlMe encargo de plantar arbustos por todo Bombance. \nlPero te confieso que, al estar solo, es un poco complicado estar en todas partes a la vez. ","Buongiorno ! \nlSono un coltivatore di bacche di professione. \nlMi occupo di piantare arbusti un po' ovunque a Bombance. \nlMa ti confesso che, essendo solo, è un po' complicato essere ovunque allo stesso tempo. "
"Let me give you some berries, I know you'll put them to good use !","Laisse-moi te confier des baies, je sais que tu en feras bon usage !","Déjame darte unas bayas, ¡ sé que les darás buen uso !","Lascia che ti dia delle bacche, so che ne farai buon uso !"
:[align=center]:RECEIVED : \c[5]BERRY MARON\c[0],:[align=center]:REÇU : \c[5]BAIE MARON\c[0],:[align=center]:RECIBIDO : \c[5]BAYA MARON\c[0],:[align=center]:RICEVUTO : \c[5]BACCHE DI MARON\c[0]
:[align=center]:\s[i]Put your “Berry Maron” in your bag in the Berries pocket.\s[r],":[align=center]:\s[i]Vous rangez votre ""Baie Maron"" dans votre sac dans la poche Baies.\s[r]",":[align=center]:\s[i]Guarda tu «Baya Maron» en tu bolsa, en el bolsillo Baies.\s[r]",:[align=center]:\s[i]Riponi il tuo “Bacche di Maron” nella borsa nella tasca Baies.\s[r]
This berry can be used to wake up a sleeping \c[2]Pokemon\c[0].,Cette baie permet de réveiller un \c[2]Pokemon\c[0] endormi.,Esta baya permite despertar a un \c[2]Pokemon\c[0] dormido.,Questa bacca permette di svegliare un \c[2]Pokemon\c[0] addormentato.
:[align=center]:RECEIVED : \c[5]BERRY ORAN\c[0],:[align=center]:REÇU : \c[5]BAIE ORAN\c[0],:[align=center]:RECIBIDO : \c[5]BAYA ORAN\c[0],:[align=center]:RICEVUTO : \c[5]BACCHE DI ORAN\c[0]
":[align=center]:\s[i]Put your ""Oran Berry"" in your bag in the Berries pocket.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Baie Oran"" dans votre sac dans la poche Baies.\s[r]",":[align=center]:\s[i]Guarda tu ""Baya Oran"" en tu bolsa, en el bolsillo de Bayas.\s[r]",":[align=center]:\s[i]Riponi il tuo ""Bacche di Oran"" nella borsa nella tasca Bacche.\s[r]"
This berry can be used to heal one \c[2]Pokemon\c[0].,Cette baie permet de soigner un \c[2]Pokemon\c[0].,Esta baya permite curar a un \c[2]Pokemon\c[0].,Questa bacca permette di curare un \c[2]Pokemon\c[0].
:[align=center]:RECEIVED : \c[5]BERRY PECHA\c[0],:[align=center]:REÇU : \c[5]BAIE PECHA\c[0],:[align=center]:RECIBIDO : \c[5]BAYA PECHA\c[0],:[align=center]:RICEVUTO : \c[5]BACCHE DI PECHA\c[0]
":[align=center]:\s[i]You put your ""Pêcha Berry"" in your bag in the Berries pocket.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Baie Pêcha"" dans votre sac dans la poche Baies.\s[r]",":[align=center]:\s[i]Guarda la ""Baya Pêcha"" en tu bolsa, en el bolsillo de bayas.\s[r]",":[align=center]:\s[i]Riponi la tua ""Bacche Pêcha"" nella borsa, nella tasca dedicata alle bacche.\s[r]"
This berry can be used to heal a \c[2]Pokemon\c[0] that has been poisoned.,Cette baie permet de soigner un \c[2]Pokemon\c[0] victime d'un empoisonnement.,Esta baya permite curar a un \c[2]Pokemon\c[0] víctima de envenenamiento.,Questa bacca permette di curare un \c[2]Pokemon\c[0] vittima di avvelenamento.
"Berries are very useful ! \nlUnlike potions, you can give them to a \c[2]Pokemon\c[0] and they will know how to use them in battle ! \nlLook behind me, there's some loose soil where you can plant them. \nlGo ahead !","Les baies sont très utiles ! \nlPar rapport aux potions, tu peux les confier à un \c[2]Pokemon\c[0] et ils sauront les utiliser en combat !\nlRegarde derrière moi, il y a de la terre meuble pour les planter. \nlFais donc !","¡ Las bayas son muy útiles ! \nl¡ A diferencia de las pociones, puedes confiárselas a un \c[2]Pokémon\c[0] y ellos sabrán cómo usarlas en combate ! \nlMira detrás de mí, hay tierra suelta para plantarlas. \nl¡ Adelante !","Le bacche sono molto utili ! \nlRispetto alle pozioni, puoi affidarle a un \c[2]Pokemon\c[0] e loro sapranno come usarle in combattimento ! \nlGuarda dietro di me, c'è del terreno soffice dove piantarle. \nlProvaci !"
"Okay, I'm promoting myself a little bit [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], but I'm looking for the next generation to take over ! \nlIf you ever want to become a berry farmer, come see me in Puffopolis. \nlI'm looking for enthusiastic young people !","D'accord je fais un peu ma pub[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais je cherche la nouvelle génération qui prendra la relève !\nlSi jamais tu veux devenir cultivateur de baies, viens me voir à Souflopolis. \nlJe cherche des jeunes personnes plein d'entrain !","De acuerdo, estoy haciendo un poco de publicidad [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], ¡ pero estoy buscando a la nueva generación que tomará el relevo ! \nlSi alguna vez quieres convertirte en cultivador de bayas, ven a verme a Souflopolis. \nl¡ Busco jóvenes llenos de energía !","Ok, sto facendo un po' di pubblicità a me stesso [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], ma sto cercando la nuova generazione che prenderà il mio posto ! \nlSe vuoi diventare un coltivatore di bacche, vieni a trovarmi a Souflopolis. \nlCerco giovani pieni di entusiasmo !"
"Hi ! \nlThe next PokeCare isn't very far away, but I can still give you this. It's very useful.","Salut ! \nlLe prochain Pokesoin n'est pas très loin, cependant je peux tout de même te remettre ceci, c’est très utile.","¡ Hola ! \nlEl próximo PokeCuidado no está muy lejos, pero aún así puedo darte esto, es muy útil.","Ciao! \nlIl prossimo PokeCura non è molto lontano, ma posso comunque darti questo, è molto utile."
:[align=center]:RECEIVED: \c[5]2 POTIONS\c[0],:[align=center]:REÇU : \c[5]2 POTIONS\c[0],:[align=center]:RECIBIDO: \c[5]2 POZIONES\c[0],:[align=center]:RICEVUTO: \c[5]2 POZIONI\c[0]
:[align=center]:\s[i]You store your “Potions” in your bag in the Healing pocket.\s[r],":[align=center]:\s[i]Vous rangez vos ""Potions"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Guarda tus ""Pociones"" en tu bolsa, en el bolsillo de Cuidados.\s[r]",":[align=center]:\s[i]Metti le tue “Pozioni” nella borsa, nella tasca Cure.\s[r]"
"A potion allows you to restore your \c[2]Pokemon\c[0]'s health points. \nlIf you lose a battle, you will return to the last Pokesoin you used ! \nlSo don't forget to go there to save your last position.","Une potion te permet de remonter les points de vie de ton \c[2]Pokemon\c[0].\nlSi jamais tu perds un combat, tu reviendras au dernier Pokesoin utilisé ! \nlAlors n'oublie pas d'y aller pour sauvegarder ta dernière position.","Una poción te permite recuperar los puntos de vida de tu \c[2]Pokemon\c[0].\nlSi pierdes un combate, ¡ volverás al último Pokesoin utilizado ! \nlAsí que no olvides ir allí para guardar tu última posición.","Una pozione ti permette di recuperare i punti vita del tuo \c[2]Pokemon\c[0].\nlSe dovessi perdere un combattimento, tornerai all'ultimo Pokesoin utilizzato ! \nlQuindi non dimenticare di andarci per salvare la tua ultima posizione."
"If you ever lose a battle, you will return to the last PokeCare used ! \nlSo don't forget to go there to save your last position. ","Si jamais tu perds un combat, tu reviendras au dernier Pokesoin utilisé ! \nlAlors n'oublie pas d'y aller pour sauvegarder ta dernière position. ","Si alguna vez pierdes una batalla, ¡ volverás al último PokeCuidado utilizado ! \nlAsí que no olvides ir allí para guardar tu última posición. ","Se dovessi perdere un combattimento, tornerai all'ultimo PokeCare utilizzato ! \nlQuindi non dimenticare di andare lì per salvare la tua ultima posizione. "
"Hello ! \nlI am a berry farmer by profession. \nlI am responsible for planting bushes all over Bombance. \nlBut I must admit that being alone, it's a bit difficult to be everywhere at once. ",Bonjour ! \nlJe suis cultivateur de baies de profession. \nlJe m'occupe de planter des arbustes un peu partout dans Bombance. \nlMais je t'avoue qu'en étant seul c'est un peu compliqué d'être partout à la fois. ,"¡ Hola ! \nlSoy cultivador de bayas de profesión. \nlMe encargo de plantar arbustos por todo Bombance. \nlPero te confieso que, al estar solo, es un poco complicado estar en todas partes a la vez. ","Buongiorno ! \nlSono un coltivatore di bacche di professione. \nlMi occupo di piantare arbusti un po' ovunque a Bombance. \nlMa ti confesso che, essendo solo, è un po' complicato essere ovunque allo stesso tempo. "
"Let me give you some berries, I know you'll put them to good use !","Laisse-moi te confier des baies, je sais que tu en feras bon usage !","Déjame darte unas bayas, ¡ sé que les darás buen uso !","Lascia che ti dia delle bacche, so che ne farai buon uso !"
:[align=center]:RECEIVED : \c[5]BERRY MARON\c[0],:[align=center]:REÇU : \c[5]BAIE MARON\c[0],:[align=center]:RECIBIDO : \c[5]BAYA MARON\c[0],:[align=center]:RICEVUTO : \c[5]BACCHE DI MARON\c[0]
:[align=center]:\s[i]Put your “Berry Maron” in your bag in the Berries pocket.\s[r],":[align=center]:\s[i]Vous rangez votre ""Baie Maron"" dans votre sac dans la poche Baies.\s[r]",":[align=center]:\s[i]Guarda tu «Baya Maron» en tu bolsa, en el bolsillo Baies.\s[r]",:[align=center]:\s[i]Riponi il tuo “Bacche di Maron” nella borsa nella tasca Baies.\s[r]
This berry can be used to wake up a sleeping \c[2]Pokemon\c[0].,Cette baie permet de réveiller un \c[2]Pokemon\c[0] endormi.,Esta baya permite despertar a un \c[2]Pokemon\c[0] dormido.,Questa bacca permette di svegliare un \c[2]Pokemon\c[0] addormentato.
:[align=center]:RECEIVED : \c[5]BERRY ORAN\c[0],:[align=center]:REÇU : \c[5]BAIE ORAN\c[0],:[align=center]:RECIBIDO : \c[5]BAYA ORAN\c[0],:[align=center]:RICEVUTO : \c[5]BACCHE DI ORAN\c[0]
":[align=center]:\s[i]Put your ""Oran Berry"" in your bag in the Berries pocket.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Baie Oran"" dans votre sac dans la poche Baies.\s[r]",":[align=center]:\s[i]Guarda tu ""Baya Oran"" en tu bolsa, en el bolsillo de Bayas.\s[r]",":[align=center]:\s[i]Riponi il tuo ""Bacche di Oran"" nella borsa nella tasca Bacche.\s[r]"
This berry can be used to heal one \c[2]Pokemon\c[0].,Cette baie permet de soigner un \c[2]Pokemon\c[0].,Esta baya permite curar a un \c[2]Pokemon\c[0].,Questa bacca permette di curare un \c[2]Pokemon\c[0].
:[align=center]:RECEIVED : \c[5]BERRY PECHA\c[0],:[align=center]:REÇU : \c[5]BAIE PECHA\c[0],:[align=center]:RECIBIDO : \c[5]BAYA PECHA\c[0],:[align=center]:RICEVUTO : \c[5]BACCHE DI PECHA\c[0]
":[align=center]:\s[i]You put your ""Pêcha Berry"" in your bag in the Berries pocket.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Baie Pêcha"" dans votre sac dans la poche Baies.\s[r]",":[align=center]:\s[i]Guarda la ""Baya Pêcha"" en tu bolsa, en el bolsillo de bayas.\s[r]",":[align=center]:\s[i]Riponi la tua ""Bacche Pêcha"" nella borsa, nella tasca dedicata alle bacche.\s[r]"
This berry can be used to heal a \c[2]Pokemon\c[0] that has been poisoned.,Cette baie permet de soigner un \c[2]Pokemon\c[0] victime d'un empoisonnement.,Esta baya permite curar a un \c[2]Pokemon\c[0] víctima de envenenamiento.,Questa bacca permette di curare un \c[2]Pokemon\c[0] vittima di avvelenamento.
"Berries are very useful ! \nlUnlike potions, you can give them to a \c[2]Pokemon\c[0] and they will know how to use them in battle ! \nlLook behind me, there's some loose soil where you can plant them. \nlGo ahead !","Les baies sont très utiles ! \nlPar rapport aux potions, tu peux les confier à un \c[2]Pokemon\c[0] et ils sauront les utiliser en combat !\nlRegarde derrière moi, il y a de la terre meuble pour les planter. \nlFais donc !","¡ Las bayas son muy útiles ! \nl¡ A diferencia de las pociones, puedes confiárselas a un \c[2]Pokémon\c[0] y ellos sabrán cómo usarlas en combate ! \nlMira detrás de mí, hay tierra suelta para plantarlas. \nl¡ Adelante !","Le bacche sono molto utili ! \nlRispetto alle pozioni, puoi affidarle a un \c[2]Pokemon\c[0] e loro sapranno come usarle in combattimento ! \nlGuarda dietro di me, c'è del terreno soffice dove piantarle. \nlProvaci !"
"Okay, I'm promoting myself a little bit [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], but I'm looking for the next generation to take over ! \nlIf you ever want to become a berry farmer, come see me in Puffopolis. \nlI'm looking for enthusiastic young people !","D'accord je fais un peu ma pub[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais je cherche la nouvelle génération qui prendra la relève !\nlSi jamais tu veux devenir cultivateur de baies, viens me voir à Souflopolis.\nlJe cherche des jeunes personnes plein d'entrain !","De acuerdo, estoy haciendo un poco de publicidad [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], ¡ pero estoy buscando a la nueva generación que tomará el relevo ! \nlSi alguna vez quieres convertirte en cultivador de bayas, ven a verme a Souflopolis. \nl¡ Busco jóvenes llenos de energía !","Ok, sto facendo un po' di pubblicità a me stesso [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10], ma sto cercando la nuova generazione che prenderà il mio posto ! \nlSe vuoi diventare un coltivatore di bacche, vieni a trovarmi a Souflopolis. \nlCerco giovani pieni di entusiasmo !"
"Hello young child, my name is Gertrude, I assume you are \n[1]. \nlApparently I have to show you how to capture a \c[2]Pokemon\c[0]. \nlTo do this, you need Poké Balls. \nlHere you go :","Bonjour jeune enfant, je m'appelle Gertrude, je suppose que tu es \n[1]. \nlApparemment je dois te montrer comment capturer un \c[2]Pokemon\c[0]. \nlPour que cela soit possible, il te faut des Poké Balls. \nlEn voici :","Hola, pequeño, me llamo Gertrude, supongo que tú eres \n[1]. \nlal parecer, tengo que enseñarte cómo capturar un \c[2]Pokemon\c[0]. \nlPara ello, necesitarás Poké Balls. \nlAquí tienes algunas :","Ciao ragazzino, mi chiamo Gertrude, immagino che tu sia \n[1]. \nlA quanto pare devo mostrarti come catturare un \c[2]Pokemon\c[0]. \nlPer farlo, ti servono delle Poké Ball. \nlEccone alcune :"
:[align=center]:RECEIPT : \c[5]4 POKE BALLS\c[0],:[align=center]:REÇU : \c[5]4 POKE BALLS\c[0],:[align=center]:RECIBIDO : \c[5]4 POKE BALLS\c[0],:[align=center]:RICEVUTA : \c[5]4 POKE BALLS\c[0]
":[align=center]:\s[i]You store your ""Poké Balls"" in your bag in the Poké Ball pocket.\s[r]",":[align=center]:\s[i]Vous rangez vos ""Poké Balls"" dans votre sac dans la poche Poké Balls.\s[r]",":[align=center]:\s[i]Guarda tus ""Poké Balls"" en tu bolsa, en el bolsillo Poké Balls.\s[r]",:[align=center]:\s[i]Riponi le tue “Poké Ball” nella borsa nella tasca Poké Ball.\s[r]
Ho ! \nlBut you're in Nuzlocke mode !\nlYou already know how to catch a \c[2]Pokemon\c[0].\nlI'll give you this \c[2]Sapereau\c[0] !,Ho ! \nlMais tu es en mode Nuzlocke !\nlTu sais déjà comment attraper un \c[2]Pokemon\c[0].\nlJe te donne ce \c[2]Sapereau\c[0] !,¡ Eh ! \nl¡ Pero si estás en modo Nuzlocke ! \nlYa sabes cómo atrapar un \c[2]Pokemon\c[0]. \nl¡ Te regalo este \c[2]Sapereau\c[0] !,Ehi ! \nlMa sei in modalità Nuzlocke ! \nlSai già come catturare un \c[2]Pokemon\c[0]. \nlTi regalo questo \c[2]Sapereau\c[0] !
:[align=center]:RECEIPT : \c[5]SAPEREAU\c[0],:[align=center]:REÇU : \c[5]SAPEREAU\c[0],":[align=center]:RECIBIDO

sapereau : \c[5]SAPEREAU\c[0]",:[align=center]:RICEVUTA : \c[5]SAPEREAU\c[0]
Good luck with your Nuzlocke run !,Bonne chance pour ta partie en Nuzlocke !,¡ Buena suerte en tu partida en Nuzlocke !,Buona fortuna per la tua partita a Nuzlocke !
"Come on, let's go catch a \c[2]Pokemon\c[0] ! \nlLook ! \nlA \c[2]Sapereau\c[0] !","Allez viens, on va capturer un \c[2]Pokemon\c[0] ! \nlRegarde !\nlUn \c[2]Sapereau\c[0] !","¡ Vamos, vamos a capturar un \c[2]Pokémon\c[0] ! \nl¡ Mira ! \nl¡ Un \c[2]Sapereau\c[0] !","Dai, vieni, andiamo a catturare un \c[2]Pokemon\c[0] ! \nlGuarda !\nlUn \c[2]Sapereau\c[0] !"
Good luck with your Nuzlocke run !,Bonne chance pour ta partie en Nuzlocke !,¡ Buena suerte en tu partida en Nuzlocke !,Buona fortuna per la tua partita a Nuzlocke !
Would you like us to fight again ?,Veux-tu que l'on refasse un combat ensemble ?,¿ Quieres que volvamos a pelear juntos ?,Vuoi che rifacciamo un combattimento insieme ?
Yes !,Oui !,¡ Sí !,Sì !
No.,Non.,No.,No.
Let's catch them all !,Attrapons-les tous !,¡ Atrapémoslos a todos !,Prendiamoli tutti !
Well done !,Bien joué !,¡ Bien hecho !,Ben fatto !
