en,fr,it,de,es,ko,kana,pt
Fire Horse Pokémon,Pokémon Cheval Feu,Pokémon Cavalfuoco,Feuerpferd-Pokémon,Pokémon Caballo Fuego,불의말포켓몬,ひのうまポケモン,Fire Horse Pokémon
Dopey Pokémon,Pokémon Crétin,Pokémon Ronfone,Schnarcher-Pokémon,Pokémon Atontado,얼간이포켓몬,まぬけポケモン,Dopey Pokémon
Hermit Crab Pokémon,Pokémon Symbiose,Pokémon Paguro,Symbiose-Pokémon,Pokémon Ermitaño,기생포켓몬,やどかりポケモン,Hermit Crab Pokémon
Magnet Pokémon,Pokémon Magnétique,Pokémon Calamita,Magnet-Pokémon,Pokémon Imán,자석포켓몬,じしゃくポケモン,Magnet Pokémon
Magnet Pokémon,Pokémon Magnétique,Pokémon Calamita,Magnet-Pokémon,Pokémon Imán,자석포켓몬,じしゃくポケモン,Magnet Pokémon
Wild Duck Pokémon,Pokémon Canard Fou,Pokémon Selvanatra,Wildenten-Pokémon,Pokémon Pato Salvaje,청둥오리포켓몬,かるがもポケモン,Wild Duck Pokémon
Twin Bird Pokémon,Pokémon Duoiseau,Pokémon Biuccello,Duovogel-Pokémon,Pokémon Ave Gemela,쌍둥이새포켓몬,ふたごどりポケモン,Twin Bird Pokémon
Triple Bird Pokémon,Pokémon Trioiseau,Pokémon Triuccello,Trivogel-Pokémon,Pokémon Ave Triple,세쌍둥이새포켓몬,みつごどりポケモン,Triple Bird Pokémon
Sea Lion Pokémon,Pokémon Otarie,Pokémon Otaria,Seehund-Pokémon,Pokémon León Marino,강치포켓몬,あしかポケモン,Sea Lion Pokémon
Sea Lion Pokémon,Pokémon Otarie,Pokémon Otaria,Seehund-Pokémon,Pokémon León Marino,강치포켓몬,あしかポケモン,Sea Lion Pokémon
Sludge Pokémon,Pokémon Dégueu,Pokémon Melma,Schlamm-Pokémon,Pokémon Lodo,진흙포켓몬,ヘドロポケモン,Sludge Pokémon
Sludge Pokémon,Pokémon Dégueu,Pokémon Melma,Schlamm-Pokémon,Pokémon Lodo,진흙포켓몬,ヘドロポケモン,Sludge Pokémon
Bivalve Pokémon,Pokémon Bivalve,Pokémon Bivalve,Muschel-Pokémon,Pokémon Bivalvo,두조개포켓몬,２まいがいポケモン,Bivalve Pokémon
Bivalve Pokémon,Pokémon Bivalve,Pokémon Bivalve,Muschel-Pokémon,Pokémon Bivalvo,두조개포켓몬,２まいがいポケモン,Bivalve Pokémon
Gas Pokémon,Pokémon Gaz,Pokémon Gas,Gas-Pokémon,Pokémon Gas,가스포켓몬,ガスじょうポケモン,Gas Pokémon
Gas Pokémon,Pokémon Gaz,Pokémon Gas,Gas-Pokémon,Pokémon Gas,가스포켓몬,ガスじょうポケモン,Gas Pokémon
Shadow Pokémon,Pokémon Ombre,Pokémon Ombra,Schatten-Pokémon,Pokémon Sombra,그림자포켓몬,シャドーポケモン,Shadow Pokémon
Rock Snake Pokémon,Pokémon Serpenroc,Pokémon Serpesasso,Felsnatter-Pokémon,Pokémon Serpiente Roca,돌뱀포켓몬,いわへびポケモン,Rock Snake Pokémon
Hypnosis Pokémon,Pokémon Hypnose,Pokémon Ipnosi,Hypnose-Pokémon,Pokémon Hipnosis,최면포켓몬,さいみんポケモン,Hypnosis Pokémon
Hypnosis Pokémon,Pokémon Hypnose,Pokémon Ipnosi,Hypnose-Pokémon,Pokémon Hipnosis,최면포켓몬,さいみんポケモン,Hypnosis Pokémon
River Crab Pokémon,Pokémon Doux Crabe,Pokémon Granchio,Krabben-Pokémon,Pokémon Cangrejo,게포켓몬,さわがにポケモン,River Crab Pokémon
Pincer Pokémon,Pokémon Pince,Pokémon Chela,Kneifer-Pokémon,Pokémon Tenaza,집게포켓몬,はさみポケモン,Pincer Pokémon
Ball Pokémon,Pokémon Balle,Pokémon Ball,Ball-Pokémon,Pokémon Bola,볼포켓몬,ボールポケモン,Ball Pokémon
Ball Pokémon,Pokémon Balle,Pokémon Ball,Ball-Pokémon,Pokémon Bola,볼포켓몬,ボールポケモン,Ball Pokémon
Egg Pokémon,Pokémon Œuf,Pokémon Uovo,Ei-Pokémon,Pokémon Huevo,알포켓몬,たまごポケモン,Egg Pokémon
Coconut Pokémon,Pokémon Fruitpalme,Pokémon Nocecocco,Palmfrucht-Pokémon,Pokémon Coco,야자열매포켓몬,やしのみポケモン,Coconut Pokémon
Lonely Pokémon,Pokémon Solitaire,Pokémon Solitario,Einsam-Pokémon,Pokémon Solitario,고독포켓몬,こどくポケモン,Lonely Pokémon
Bone Keeper Pokémon,Pokémon Gard’Os,Pokémon Guardaossi,Knochenfan-Pokémon,Pokémon Apilahueso,뼈다귀포켓몬,ほねずきポケモン,Bone Keeper Pokémon
Kicking Pokémon,Pokémon Latteur,Pokémon Tiracalci,Kicker-Pokémon,Pokémon Patada,킥포켓몬,キックポケモン,Kicking Pokémon
Punching Pokémon,Pokémon Puncheur,Pokémon Tirapugni,Puncher-Pokémon,Pokémon Puñetazo,펀치포켓몬,パンチポケモン,Punching Pokémon
Licking Pokémon,Pokémon Lécheur,Pokémon Linguaccia,Schlecker-Pokémon,Pokémon Lametazo,핥기포켓몬,なめまわしポケモン,Licking Pokémon
Poison Gas Pokémon,Pokémon Gaz Mortel,Pokémon Velenuvola,Giftwolken-Pokémon,Pokémon Gas Venenoso,독가스포켓몬,どくガスポケモン,Poison Gas Pokémon
Poison Gas Pokémon,Pokémon Gaz Mortel,Pokémon Velenuvola,Giftwolken-Pokémon,Pokémon Gas Venenoso,독가스포켓몬,どくガスポケモン,Poison Gas Pokémon
Spikes Pokémon,Pokémon Piquant,Pokémon Punzoni,Stachler-Pokémon,Pokémon Clavos,뿔포켓몬,とげとげポケモン,Spikes Pokémon
Drill Pokémon,Pokémon Perceur,Pokémon Trapano,Bohrer-Pokémon,Pokémon Taladro,드릴포켓몬,ドリルポケモン,Drill Pokémon
Egg Pokémon,Pokémon Œuf,Pokémon Uovo,Ei-Pokémon,Pokémon Huevo,알포켓몬,たまごポケモン,Egg Pokémon
Vine Pokémon,Pokémon Vigne,Pokémon Liana,Ranken-Pokémon,Pokémon Enredadera,넝쿨포켓몬,ツルじょうポケモン,Vine Pokémon
Parent Pokémon,Pokémon Maternel,Pokémon Genitore,Muttertier-Pokémon,Pokémon Maternal,가족포켓몬,おやこポケモン,Parent Pokémon
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン,Dragon Pokémon
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン,Dragon Pokémon
Goldfish Pokémon,Pokémon Poisson,Pokémon Pescerosso,Goldfisch-Pokémon,Pokémon Pez Color,금붕어포켓몬,きんぎょポケモン,Goldfish Pokémon
Goldfish Pokémon,Pokémon Poisson,Pokémon Pescerosso,Goldfisch-Pokémon,Pokémon Pez Color,금붕어포켓몬,きんぎょポケモン,Goldfish Pokémon
Star Shape Pokémon,Pokémon Étoile,Pokémon Stella,Sternform-Pokémon,Pokémon Estrella,별포켓몬,ほしがたポケモン,Star Shape Pokémon
Mysterious Pokémon,Pokémon Mystérieux,Pokémon Misterioso,Mysteriös-Pokémon,Pokémon Misterioso,수수께끼포켓몬,なぞのポケモン,Mysterious Pokémon
Barrier Pokémon,Pokémon Bloqueur,Pokémon Barriera,Sperren-Pokémon,Pokémon Barrera,배리어포켓몬,バリアーポケモン,Barrier Pokémon
Mantis Pokémon,Pokémon Mante,Pokémon Mantide,Mantis-Pokémon,Pokémon Mantis,버마재비포켓몬,かまきりポケモン,Mantis Pokémon
Human Shape Pokémon,Pokémon Humanoïde,Pokémon Umanoide,Humanotyp-Pokémon,Pokémon Forma Humana,인간형태포켓몬,ひとがたポケモン,Human Shape Pokémon
Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico,전기포켓몬,でんげきポケモン,Electric Pokémon
Spitfire Pokémon,Pokémon Crache-Feu,Pokémon Sputafuoco,Brenner-Pokémon,Pokémon Escupefuego,불뿜기포켓몬,ひふきポケモン,Spitfire Pokémon
Stag Beetle Pokémon,Pokémon Scarabée,Pokémon Cervolante,Kneifkäfer-Pokémon,Pokémon Escarabajo,뿔집게포켓몬,くわがたポケモン,Stag Beetle Pokémon
Wild Bull Pokémon,Pokémon Buffle,Pokémon Torobrado,Wildbullen-Pokémon,Pokémon Toro Bravo,성난소포켓몬,あばれうしポケモン,Wild Bull Pokémon
Fish Pokémon,Pokémon Poisson,Pokémon Pesce,Fisch-Pokémon,Pokémon Pez,물고기포켓몬,さかなポケモン,Fish Pokémon
Atrocious Pokémon,Pokémon Terrifiant,Pokémon Atroce,Grausam-Pokémon,Pokémon Atrocidad,흉악포켓몬,きょうあくポケモン,Atrocious Pokémon
Transport Pokémon,Pokémon Transport,Pokémon Trasporto,Transport-Pokémon,Pokémon Transporte,탈것포켓몬,のりものポケモン,Transport Pokémon
Transform Pokémon,Pokémon Morphing,Pokémon Mutante,Transform-Pokémon,Pokémon Transformación,변신포켓몬,へんしんポケモン,Transform Pokémon
Evolution Pokémon,Pokémon Évolutif,Pokémon Evoluzione,Evolutions-Pokémon,Pokémon Evolución,진화포켓몬,しんかポケモン,Evolution Pokémon
Bubble Jet Pokémon,Pokémon Bulleur,Pokémon Bollajet,Blubbblasen-Pokémon,Pokémon Burbuja,거품뿜기포켓몬,あわはきポケモン,Bubble Jet Pokémon
Lightning Pokémon,Pokémon Orage,Pokémon Luminoso,Blitz-Pokémon,Pokémon Relámpago,번개포켓몬,かみなりポケモン,Lightning Pokémon
Flame Pokémon,Pokémon Flamme,Pokémon Fiamma,Feuer-Pokémon,Pokémon Llama,불꽃포켓몬,ほのおポケモン,Flame Pokémon
Virtual Pokémon,Pokémon Virtuel,Pokémon Virtuale,Virtuell-Pokémon,Pokémon Virtual,가상포켓몬,バーチャルポケモン,Virtual Pokémon
Spiral Pokémon,Pokémon Spirale,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral,소용돌이포켓몬,うずまきポケモン,Spiral Pokémon
Spiral Pokémon,Pokémon Spirale,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral,소용돌이포켓몬,うずまきポケモン,Spiral Pokémon
Shellfish Pokémon,Pokémon Carapace,Pokémon Crostaceo,Schaltier-Pokémon,Pokémon Armazón,껍질포켓몬,こうらポケモン,Shellfish Pokémon
Shellfish Pokémon,Pokémon Carapace,Pokémon Crostaceo,Schaltier-Pokémon,Pokémon Armazón,껍질포켓몬,こうらポケモン,Shellfish Pokémon
Fossil Pokémon,Pokémon Fossile,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,화석포켓몬,かせきポケモン,Fossil Pokémon
Sleeping Pokémon,Pokémon Pionceur,Pokémon Sonno,Tagträumer-Pokémon,Pokémon Dormir,졸음포켓몬,いねむりポケモン,Sleeping Pokémon
Freeze Pokémon,Pokémon Glaciaire,Pokémon Gelo,Eis-Pokémon,Pokémon Congelar,냉동포켓몬,れいとうポケモン,Freeze Pokémon
Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico,전기포켓몬,でんげきポケモン,Electric Pokémon
Flame Pokémon,Pokémon Flamme,Pokémon Fiamma,Flammen-Pokémon,Pokémon Llama,화염포켓몬,かえんポケモン,Flame Pokémon
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン,Dragon Pokémon
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン,Dragon Pokémon
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン,Dragon Pokémon
Genetic Pokémon,Pokémon Génétique,Pokémon Genetico,Genmutanten-Pokémon,Pokémon Genético,유전포켓몬,いでんしポケモン,Genetic Pokémon
New Species Pokémon,Pokémon Nouveau,Pokémon Novaspecie,Neue Art-Pokémon,Pokémon Nueva Especie,신종포켓몬,しんしゅポケモン,New Species Pokémon
Leaf Pokémon,Pokémon Feuille,Pokémon Foglia,Laub-Pokémon,Pokémon Hoja,잎사귀포켓몬,はっぱポケモン,Leaf Pokémon
Leaf Pokémon,Pokémon Feuille,Pokémon Foglia,Laub-Pokémon,Pokémon Hoja,잎사귀포켓몬,はっぱポケモン,Leaf Pokémon
Herb Pokémon,Pokémon Herbe,Pokémon Erbe,Kräuter-Pokémon,Pokémon Hierba,허브포켓몬,ハーブポケモン,Herb Pokémon
Fire Mouse Pokémon,Pokémon Souris Feu,Pokémon Fuocotopo,Feuermaus-Pokémon,Pokémon Ratón Fuego,불쥐포켓몬,ひねずみポケモン,Fire Mouse Pokémon
Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán,화산포켓몬,かざんポケモン,Volcano Pokémon
Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán,화산포켓몬,かざんポケモン,Volcano Pokémon
Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul-Pokémon,Pokémon Fauces,큰턱포켓몬,おおあごポケモン,Big Jaw Pokémon
Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul-Pokémon,Pokémon Fauces,큰턱포켓몬,おおあごポケモン,Big Jaw Pokémon
Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul-Pokémon,Pokémon Fauces,큰턱포켓몬,おおあごポケモン,Big Jaw Pokémon
Scout Pokémon,Pokémon Espion,Pokémon Esplorante,Späher-Pokémon,Pokémon Explorador,망보기포켓몬,みはりポケモン,Scout Pokémon
Long Body Pokémon,Pokémon Allongé,Pokémon Lungocorpo,Langleib-Pokémon,Pokémon Alargado,긴몸통포켓몬,どうながポケモン,Long Body Pokémon
Owl Pokémon,Pokémon Hibou,Pokémon Gufo,Eulen-Pokémon,Pokémon Búho,부엉이포켓몬,ふくろうポケモン,Owl Pokémon
Owl Pokémon,Pokémon Hibou,Pokémon Gufo,Eulen-Pokémon,Pokémon Búho,부엉이포켓몬,ふくろうポケモン,Owl Pokémon
Five Star Pokémon,Pokémon 5 Étoiles,Pokémon Pentastra,Fünf-Punkt-Pokémon,Pokémon 5 Estrellas,별다섯포켓몬,いつつぼしポケモン,Five Star Pokémon
Five Star Pokémon,Pokémon 5 Étoiles,Pokémon Pentastra,Fünf-Punkt-Pokémon,Pokémon 5 Estrellas,별다섯포켓몬,いつつぼしポケモン,Five Star Pokémon
String Spit Pokémon,Pokémon Crache Fil,Pokémon Tela,Fadenwurf-Pokémon,Pokémon Escupehilo,실뿜기포켓몬,いとはきポケモン,String Spit Pokémon
Long Leg Pokémon,Pokémon Long-Patte,Pokémon Lungazampa,Langbein-Pokémon,Pokémon Pata Larga,롱다리포켓몬,あしながポケモン,Long Leg Pokémon
