en,fr,es,it
"Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !","Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !","Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !","Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !"
"J'attends un super coli ! \nlJ'ai commandé une PokeLoupe ! \nlPour le prix d'une j'en ai une seconde offerte. \nlJe vais en offrir une à mon meilleur pote, le guide de la ville. ","J'attends un super coli ! \nlJ'ai commandé une PokeLoupe ! \nlPour le prix d'une j'en ai une seconde offerte. \nlJe vais en offrir une à mon meilleur pote, le guide de la ville. ","J'attends un super coli ! \nlJ'ai commandé une PokeLoupe ! \nlPour le prix d'une j'en ai une seconde offerte. \nlJe vais en offrir une à mon meilleur pote, le guide de la ville. ","J'attends un super coli ! \nlJ'ai commandé une PokeLoupe ! \nlPour le prix d'une j'en ai une seconde offerte. \nlJe vais en offrir une à mon meilleur pote, le guide de la ville. "
"Tu sais, on est deux vieux qui ne voient pas plus loin que le bout de leur nez... J'arrive même plus à lire mon journal du matin !","Tu sais, on est deux vieux qui ne voient pas plus loin que le bout de leur nez... J'arrive même plus à lire mon journal du matin !","Tu sais, on est deux vieux qui ne voient pas plus loin que le bout de leur nez... J'arrive même plus à lire mon journal du matin !","Tu sais, on est deux vieux qui ne voient pas plus loin que le bout de leur nez... J'arrive même plus à lire mon journal du matin !"
Pourrais-tu lui apporter le colis quand je l'aurai reçu ?,Pourrais-tu lui apporter le colis quand je l'aurai reçu ?,Pourrais-tu lui apporter le colis quand je l'aurai reçu ?,Pourrais-tu lui apporter le colis quand je l'aurai reçu ?
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"Rah ! Les jeunes d'aujourd'hui sont bien aimables.\nlMerci bien, je t'attendrai !","Rah ! Les jeunes d'aujourd'hui sont bien aimables.\nlMerci bien, je t'attendrai !","Rah ! Les jeunes d'aujourd'hui sont bien aimables.\nlMerci bien, je t'attendrai !","Rah ! Les jeunes d'aujourd'hui sont bien aimables.\nlMerci bien, je t'attendrai !"
"Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !","Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !","Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !","Ha ben ne t'inquiète pas, je partirai tôt un matin pour revenir avant la nuit !"
J'ai pu lire mon journal grâce à ma Pokeloupe et voir que tu es le gamin préhistorique !! \nlIncroyable tu m'honores de ton aide !,J'ai pu lire mon journal grâce à ma Pokeloupe et voir que tu es le gamin préhistorique !! \nlIncroyable tu m'honores de ton aide !,J'ai pu lire mon journal grâce à ma Pokeloupe et voir que tu es le gamin préhistorique !! \nlIncroyable tu m'honores de ton aide !,J'ai pu lire mon journal grâce à ma Pokeloupe et voir que tu es le gamin préhistorique !! \nlIncroyable tu m'honores de ton aide !
"Voici la PokeLoupe sur la table, tu peux la prendre et l'amener au guide de la ville. \nlJ'ai déjà pris la mienne, j'espère qu'il sera content !","Voici la PokeLoupe sur la table, tu peux la prendre et l'amener au guide de la ville. \nlJ'ai déjà pris la mienne, j'espère qu'il sera content !","Voici la PokeLoupe sur la table, tu peux la prendre et l'amener au guide de la ville. \nlJ'ai déjà pris la mienne, j'espère qu'il sera content !","Voici la PokeLoupe sur la table, tu peux la prendre et l'amener au guide de la ville. \nlJ'ai déjà pris la mienne, j'espère qu'il sera content !"
J'attends toujours le colis mais il ne va pas tarder j'en suis sûre !,J'attends toujours le colis mais il ne va pas tarder j'en suis sûre !,J'attends toujours le colis mais il ne va pas tarder j'en suis sûre !,J'attends toujours le colis mais il ne va pas tarder j'en suis sûre !
J'ai pu lire mon journal grâce à ma Pokeloupe ! \nlJ'ai vu que tu es le gamin préhistorique !! \nlIncroyable tu m'honores !,J'ai pu lire mon journal grâce à ma Pokeloupe ! \nlJ'ai vu que tu es le gamin préhistorique !! \nlIncroyable tu m'honores !,J'ai pu lire mon journal grâce à ma Pokeloupe ! \nlJ'ai vu que tu es le gamin préhistorique !! \nlIncroyable tu m'honores !,J'ai pu lire mon journal grâce à ma Pokeloupe ! \nlJ'ai vu que tu es le gamin préhistorique !! \nlIncroyable tu m'honores !
"Encore toi ! \nlJe ne veux plus te voir, sors de chez moi !","Encore toi ! \nlJe ne veux plus te voir, sors de chez moi !","Encore toi ! \nlJe ne veux plus te voir, sors de chez moi !","Encore toi ! \nlJe ne veux plus te voir, sors de chez moi !"
":[align=center]:\s[i]Ça brille, brille, brille ! ! !\s[r]",":[align=center]:\s[i]Ça brille, brille, brille ! ! !\s[r]",":[align=center]:\s[i]Ça brille, brille, brille ! ! !\s[r]",":[align=center]:\s[i]Ça brille, brille, brille ! ! !\s[r]"
:[align=center]:REÇU : \c[5]POKELOUPE\c[0],:[align=center]:REÇU : \c[5]POKELOUPE\c[0],:[align=center]:REÇU : \c[5]POKELOUPE\c[0],:[align=center]:REÇU : \c[5]POKELOUPE\c[0]
":[align=center]:*Vous rangez votre ""PokeLoupe"" dans \nlvotre sac dans la poche Objets rares.*",":[align=center]:*Vous rangez votre ""PokeLoupe"" dans \nlvotre sac dans la poche Objets rares.*",":[align=center]:*Vous rangez votre ""PokeLoupe"" dans \nlvotre sac dans la poche Objets rares.*",":[align=center]:*Vous rangez votre ""PokeLoupe"" dans \nlvotre sac dans la poche Objets rares.*"
":[align=center]:*Il y a marqué sur le colis : ""PokeLoupe""\nlVous prenez le colis*",":[align=center]:*Il y a marqué sur le colis : ""PokeLoupe""\nlVous prenez le colis*",":[align=center]:*Il y a marqué sur le colis : ""PokeLoupe""\nlVous prenez le colis*",":[align=center]:*Il y a marqué sur le colis : ""PokeLoupe""\nlVous prenez le colis*"
CANINOS ! Un intrus essaie de voler mon colis ! \nlAttaque ! ! !,CANINOS ! Un intrus essaie de voler mon colis ! \nlAttaque ! ! !,CANINOS ! Un intrus essaie de voler mon colis ! \nlAttaque ! ! !,CANINOS ! Un intrus essaie de voler mon colis ! \nlAttaque ! ! !
\c[2]Pokemon\c[0] : Caninoooos !,\c[2]Pokemon\c[0] : Caninoooos !,\c[2]Pokemon\c[0] : Caninoooos !,\c[2]Pokemon\c[0] : Caninoooos !
"HO ! \nlMais c'est toi ! \nlExcuse-moi, j'ai cru que tu étais un voleur, je ne sais pas encore bien me servir de ma PokeLoupe. \nlJe t'en prie, prends cette PokeLoupe pour l'amener au guide de la ville.  ","HO ! \nlMais c'est toi ! \nlExcuse-moi, j'ai cru que tu étais un voleur, je ne sais pas encore bien me servir de ma PokeLoupe. \nlJe t'en prie, prends cette PokeLoupe pour l'amener au guide de la ville.  ","HO ! \nlMais c'est toi ! \nlExcuse-moi, j'ai cru que tu étais un voleur, je ne sais pas encore bien me servir de ma PokeLoupe. \nlJe t'en prie, prends cette PokeLoupe pour l'amener au guide de la ville.  ","HO ! \nlMais c'est toi ! \nlExcuse-moi, j'ai cru que tu étais un voleur, je ne sais pas encore bien me servir de ma PokeLoupe. \nlJe t'en prie, prends cette PokeLoupe pour l'amener au guide de la ville.  "
:[align=center]:REÇU : \c[5]POKELOUPE\c[0],:[align=center]:REÇU : \c[5]POKELOUPE\c[0],:[align=center]:REÇU : \c[5]POKELOUPE\c[0],:[align=center]:REÇU : \c[5]POKELOUPE\c[0]
":[align=center]:*Vous rangez votre ""PokeLoupe"" dans votre sac dans la poche Objets rares.*",":[align=center]:*Vous rangez votre ""PokeLoupe"" dans votre sac dans la poche Objets rares.*",":[align=center]:*Vous rangez votre ""PokeLoupe"" dans votre sac dans la poche Objets rares.*",":[align=center]:*Vous rangez votre ""PokeLoupe"" dans votre sac dans la poche Objets rares.*"
Je soigne de suite tes Pokemon.,Je soigne de suite tes Pokemon.,Je soigne de suite tes Pokemon.,Je soigne de suite tes Pokemon.
Et voilà ! \nlJe suis encore désolé ! \nlA bientôt !,Et voilà ! \nlJe suis encore désolé ! \nlA bientôt !,Et voilà ! \nlJe suis encore désolé ! \nlA bientôt !,Et voilà ! \nlJe suis encore désolé ! \nlA bientôt !
"J'ai appelé la police pendant ton combat, tu ne t'en sortiras pas comme ça !","J'ai appelé la police pendant ton combat, tu ne t'en sortiras pas comme ça !","J'ai appelé la police pendant ton combat, tu ne t'en sortiras pas comme ça !","J'ai appelé la police pendant ton combat, tu ne t'en sortiras pas comme ça !"
":[face=250,Policier;name=Inspecteur Flofli]:HALTE ! \nlOn ne bouge plus !",":[face=250,Policier;name=Inspecteur Flofli]:HALTE ! \nlOn ne bouge plus !",":[face=250,Policier;name=Inspecteur Flofli]:HALTE ! \nlOn ne bouge plus !",":[face=250,Policier;name=Inspecteur Flofli]:HALTE ! \nlOn ne bouge plus !"
Oui Chef !,Oui Chef !,Oui Chef !,Oui Chef !
":[face=250,Policier;name=Inspecteur Flofli]:HEIN ?! \nlMais pas toi idiot !",":[face=250,Policier;name=Inspecteur Flofli]:HEIN ?! \nlMais pas toi idiot !",":[face=250,Policier;name=Inspecteur Flofli]:HEIN ?! \nlMais pas toi idiot !",":[face=250,Policier;name=Inspecteur Flofli]:HEIN ?! \nlMais pas toi idiot !"
":[face=250,Policier;name=Inspecteur Flofli]:Tu es cerné ! \nlOn t'embarque sale voleur !",":[face=250,Policier;name=Inspecteur Flofli]:Tu es cerné ! \nlOn t'embarque sale voleur !",":[face=250,Policier;name=Inspecteur Flofli]:Tu es cerné ! \nlOn t'embarque sale voleur !",":[face=250,Policier;name=Inspecteur Flofli]:Tu es cerné ! \nlOn t'embarque sale voleur !"
