en,fr,it,de,es,ko,kana,pt
[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23]
[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24]
[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25]
Height,Taille,Altezza,Größe,Altura,키,たかさ,Height
Weight,Poids,Peso,Gewicht,Peso,몸무게,おもさ,Weight
?????,???,?????,???,(?),??????,？？？？？？,?????
"???'??""","???,? m","???,? m","???,? m","???,? m",???.?m,???.?m,"???'??"""
????.? lbs.,"???,? kg","???,? kg","???,? kg","???,? kg",???.?kg,???.?kg,????.? lbs.
Type,Type,Tipo,Typ,Tipo,타입,タイプ,Type
[~ 32],[~ 32],[~ 32],[~ 32],[~ 32],[~ 32],[~ 32],[~ 32]
 Rotate,Rotation,Ruota,Drehen, Girar,회전,かいてん, Rotate
[~ 34],[~ 34],[~ 34],[~ 34],[~ 34],[~ 34],[~ 34],[~ 34]
[~ 35],[~ 35],[~ 35],[~ 35],[~ 35],[~ 35],[~ 35],[~ 35]
Habitat Unknown,Zone inconnue,Habitat sconosciuto,Habitat unbekannt,Hábitat desconocido,서식지 불명,せいそくち　ふめい,Habitat Unknown
Can’t be found now,Absent,Ora non appare,Jetzt nicht anzutreffen,Ausente,없습니다,いません,Can’t be found now
[VAR PKNAME(0000)]’s Habitat,"Habitat [VAR 1408(0000,0001)][VAR PKNAME(0000)]",Habitat di [VAR PKNAME(0000)],Habitat von [VAR PKNAME(0000)],Hábitat de [VAR PKNAME(0000)],[VAR PKNAME(0000)]의 분포,[VAR PKNAME(0000)]の　ぶんぷ,[VAR PKNAME(0000)]’s Habitat
[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39]
[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40]
[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41]
[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42]
[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43]
[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44]
[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45]
[~ 46],[~ 46],[~ 46],[~ 46],[~ 46],[~ 46],[~ 46],[~ 46]
[~ 47],[~ 47],[~ 47],[~ 47],[~ 47],[~ 47],[~ 47],[~ 47]
[VAR PKNAME(0000)]’s data will be added to the Pokédex!,"Les données [VAR 1408(0000,0001)][VAR PKNAME(0000)] ont été ajoutées au Pokédex.",I dati di [VAR PKNAME(0000)] sono stati inseriti nel Pokédex.,Für [VAR PKNAME(0000)] wurde ein Eintrag im Pokédex angelegt.,Los datos de [VAR PKNAME(0000)] se han registrado en la Pokédex.,[VAR PKNAME(0000)]의 데이터가 새로 포켓몬 도감에 등록됩니다!,[VAR PKNAME(0000)]の　データが　あたらしく ポケモンずかんに　とうろく　されます！,[VAR PKNAME(0000)]’s data will be added to the Pokédex!
Check the details of the Pokémon you caught!,Voyons en détail le Pokémon que vous avez attrapé !,Diamo un’occhiata al Pokémon che hai appena catturato!,"Sehen wir uns mal an, was du gefangen hast!",¡A ver qué Pokémon has capturado!,어떤 포켓몬을 잡았는지 확인해보자!,どんな　ポケモンを　つかまえたのか みてみましょう！,Check the details of the Pokémon you caught!
[~ 50],[~ 50],[~ 50],[~ 50],[~ 50],[~ 50],[~ 50],[~ 50]
[~ 51],[~ 51],[~ 51],[~ 51],[~ 51],[~ 51],[~ 51],[~ 51]
Would you like to give [VAR PKNICK(0000)] a nickname?,Voulez-vous donner un surnom à [VAR PKNICK(0000)] ?,Vuoi dare un soprannome a [VAR PKNICK(0000)]?,Möchtest du dem [VAR PKNICK(0000)] einen Spitznamen geben?,¿Quieres ponerle un mote a [VAR PKNICK(0000)]?,[VAR PKNICK(0000)]에게 닉네임을 붙이겠습니까?,[VAR PKNICK(0000)]に ニックネームを　つけますか？,Would you like to give [VAR PKNICK(0000)] a nickname?
Yes,Oui,Sì,Ja,Sí,예,はい,Yes
No,Non,No,Nein,No,아니요,いいえ,No
[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55]
Where do you want to send [VAR PKNICK(0000)] to?,"Que voulez-vous faire [VAR 1408(0000,0001)][VAR PKNICK(0000)] ?",Cosa vuoi fare con [VAR PKNICK(0000)]?,Wohin soll [VAR PKNICK(0000)] geschickt werden?,¿Qué quieres hacer con [VAR PKNICK(0000)]?,[VAR PKNICK(0000)][VAR 1900(0002)] 어디로 보내겠습니까?,[VAR PKNICK(0000)]を どちらに　おくりますか？,Where do you want to send [VAR PKNICK(0000)] to?
Add to your party,L’inclure dans l’équipe,Aggiungi alla squadra,In mein Team,Añadirlo a mi equipo,지닌 포켓몬에 넣는다,てもちに　くわえる,Add to your party
Send to a Box,L’envoyer dans une Boîte PC,Invia ai Box del PC,In eine PC-Box,Enviarlo a una Caja del PC,박스로 보낸다,ボックスへ　おくる,Send to a Box
[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59]
Please select a Pokémon to swap from your party.,Choisissez le Pokémon de votre équipe qui lui cédera sa place.,Scegli il Pokémon della squadra che vuoi sostituire.,"Bitte wähle ein Pokémon aus deinem Team, das abgelegt werden soll.",Elige el Pokémon con el que quieres intercambiarlo.,지닌 포켓몬에서 교환할 포켓몬을 선택해 주십시오,てもちから　こうかんする　ポケモンを えらんで　ください,Please select a Pokémon to swap from your party.
"[VAR 1301(0000,0000)][VAR PKNICK(0000)] has been added to your party.",[VAR PKNICK(0000)] a rejoint votre équipe !,"[VAR 1501(0000,0000)][VAR PKNICK(0000)] è stato aggiunto alla squadra.","[VAR 1601(0000,0000)][VAR PKNICK(0000)] wurde in dein Team aufgenommen.","¡[VAR 1701(0000,0000)][VAR PKNICK(0000)] se ha unido al equipo!",[VAR PKNICK(0000)][VAR 1900(0002)] 지닌 포켓몬에 넣었습니다!,[VAR PKNICK(0000)]を てもちに　くわえました！,"[VAR 1301(0000,0000)][VAR PKNICK(0000)] has been added to your party."
"[VAR 1301(0000,0000)][VAR PKNICK(0000)] will be added to your party, and [VAR 1300(0001,0000)][VAR PKNICK(0001)] will be sent to a Box.",[VAR PKNICK(0000)] rejoint votre équipe et [VAR PKNICK(0001)] est envoyé vers une Boîte PC.,"[VAR 1501(0000,0000)][VAR PKNICK(0000)] verrà aggiunto alla squadra e [VAR 1500(0001,0000)][VAR PKNICK(0001)] verrà inviato ai Box del PC.",[VAR PKNICK(0000)] wird in dein Team aufgenommen und [VAR PKNICK(0001)] in eine PC-Box geschickt.,"[VAR 1701(0000,0000)][VAR PKNICK(0000)] se ha unido al equipo y [VAR 1700(0001,0000)][VAR PKNICK(0001)] se ha enviado a una caja.",[VAR PKNICK(0000)][VAR 1900(0002)] 지닌 포켓몬에 넣고 [VAR PKNICK(0001)][VAR 1900(0002)] 박스로 보냅니다,[VAR PKNICK(0000)]を　てもちに　くわえて [VAR PKNICK(0001)]を　ボックスへ　おくります,"[VAR 1301(0000,0000)][VAR PKNICK(0000)] will be added to your party, and [VAR 1300(0001,0000)][VAR PKNICK(0001)] will be sent to a Box."
"[VAR 1301(0000,0000)][VAR PKNICK(0000)] has been sent to a Box!",[VAR PKNICK(0000)] est envoyé vers une Boîte PC !,"[VAR 1501(0000,0000)][VAR PKNICK(0000)] verrà inviato ai Box del PC.",[VAR PKNICK(0000)] wird in eine PC-Box geschickt.,"[VAR 1701(0000,0000)][VAR PKNICK(0000)] se ha transferido a una Caja del PC.",[VAR PKNICK(0000)][VAR 1900(0002)] 박스에 전송하였습니다!,[VAR PKNICK(0000)]を ボックスへ　てんそうしました！,"[VAR 1301(0000,0000)][VAR PKNICK(0000)] has been sent to a Box!"
[~ 64],[~ 64],[~ 64],[~ 64],[~ 64],[~ 64],[~ 64],[~ 64]
"[VAR PKNICK(0000)] has [VAR 1302(0001,0000)][VAR 0109(0001)]. What would you like to do?","Que faire [VAR 1406(0001,0000)][VAR ITEM2(0001)] que tient [VAR PKNICK(0000)] ?","[VAR PKNICK(0000)] ha [VAR 1502(0001,0000)][VAR 0109(0001)]. Cosa vuoi fare con questo strumento?",[VAR PKNICK(0000)] trägt das Item [VAR 0109(0001)]. Was möchtest du tun?,"[VAR PKNICK(0000)] lleva [VAR 1702(0001,0000)][VAR 0109(0001)]. ¿Qué quieres hacer con este objeto?",[VAR PKNICK(0000)][VAR 1900(0003)] [VAR 0109(0001)][VAR 1900(0002)] 지니고 있습니다만 어떻게 하겠습니까?,[VAR PKNICK(0000)]が　[VAR 0109(0001)]を もっていますが　どうしますか？,"[VAR PKNICK(0000)] has [VAR 1302(0001,0000)][VAR 0109(0001)]. What would you like to do?"
[~ 66],[~ 66],[~ 66],[~ 66],[~ 66],[~ 66],[~ 66],[~ 66]
Place the item in your Bag,Ranger l’objet dans le Sac,Mettilo nella Borsa,Item im Beutel verstauen,Introducirlo en la Bolsa,가방으로 가져온다,バッグへ　あずける,Place the item in your Bag
[~ 68],[~ 68],[~ 68],[~ 68],[~ 68],[~ 68],[~ 68],[~ 68]
Send the Pokémon to a Box as is,L’envoyer vers une Boîte PC avec le Pokémon,Invialo ai Box del PC insieme al Pokémon,Pokémon mitsamt Item in PC-Box schicken,Enviarlo junto al Pokémon,그대로 박스로 보낸다,そのまま　ボックスへ　おくる,Send the Pokémon to a Box as is
"You placed [VAR 1300(0000,0000)][VAR ITEM2(0000)] in your Bag.","Vous avez rangé [VAR 1400(0000,0000)][VAR ITEM2(0000)] dans votre Sac.","Hai messo [VAR 1500(0000,0000)][VAR 0109(0000)] in Borsa.",[VAR 0109(0000)] im Beutel verstaut.,"Has guardado [VAR 1700(0000,0000)][VAR ITEM2(0000)].",[VAR 0109(0000)][VAR 1900(0002)] 가방에 넣었다!,[VAR 0109(0000)]を　バッグにいれた！,"You placed [VAR 1300(0000,0000)][VAR ITEM2(0000)] in your Bag."
Your Bag is full!,Votre Sac est plein.,Hai raggiunto il limite per questo strumento!,Du hast keinen Platz dafür!,No te caben más en la Bolsa.,가방이 가득 찼습니다!,バッグが　いっぱいです！,Your Bag is full!
[~ 72],[~ 72],[~ 72],[~ 72],[~ 72],[~ 72],[~ 72],[~ 72]
[~ 73],[~ 73],[~ 73],[~ 73],[~ 73],[~ 73],[~ 73],[~ 73]
The [VAR 0109(0000)] was removed.,"Vous avez pris [VAR 1400(0000,0000)][VAR ITEM2(0000)].","Hai preso [VAR 1502(0000,0000)][VAR 0109(0000)].",[VAR 0109(0000)] zurückgenommen.,"Le has quitado [VAR 1700(0000,0000)][VAR ITEM2(0000)].",[VAR 0109(0000)][VAR 1900(0002)] 가져왔습니다,[VAR 0109(0000)]を　はずしました,The [VAR 0109(0000)] was removed.
See [VAR PKNICK(0000)]’s summary,"Consulter le résumé [VAR 1408(0000,0001)][VAR PKNICK(0000)]",Mostra le info di [VAR PKNICK(0000)],Bericht von [VAR PKNICK(0000)],Ver datos de [VAR PKNICK(0000)],[VAR PKNICK(0000)]의 능력치를 본다,[VAR PKNICK(0000)]の　つよさをみる,See [VAR PKNICK(0000)]’s summary
Check summary of your party Pokémon,Consulter le résumé de l’équipe,Mostra le info della squadra,Team-Bericht,Ver datos del equipo,지닌 포켓몬의 능력치를 본다,てもちの　つよさをみる,Check summary of your party Pokémon
[~ 77],[~ 77],[~ 77],[~ 77],[~ 77],[~ 77],[~ 77],[~ 77]
[~ 78],[~ 78],[~ 78],[~ 78],[~ 78],[~ 78],[~ 78],[~ 78]
[~ 79],[~ 79],[~ 79],[~ 79],[~ 79],[~ 79],[~ 79],[~ 79]
[~ 80],[~ 80],[~ 80],[~ 80],[~ 80],[~ 80],[~ 80],[~ 80]
[~ 81],[~ 81],[~ 81],[~ 81],[~ 81],[~ 81],[~ 81],[~ 81]
[~ 82],[~ 82],[~ 82],[~ 82],[~ 82],[~ 82],[~ 82],[~ 82]
[~ 83],[~ 83],[~ 83],[~ 83],[~ 83],[~ 83],[~ 83],[~ 83]
[~ 84],[~ 84],[~ 84],[~ 84],[~ 84],[~ 84],[~ 84],[~ 84]
By Number,Numéro,Numero di Pokédex,Nummer,Número,번호순,ばんごうじゅん,By Number
A→Z,Ordre alphabétique,Ordine alfabetico,Alphabetisch,A-Z,가나다순,ごじゅうおん,A→Z
Heaviest→Lightest,Poids décroissant,Peso decrescente,Schwer zuerst,Pesado → Ligero,무거운 순서,おもいじゅん,Heaviest→Lightest
Lightest→Heaviest,Poids croissant,Peso crescente,Leicht zuerst,Ligero → Pesado,가벼운 순서,かるいじゅん,Lightest→Heaviest
Tallest→Shortest,Taille décroissante,Altezza decrescente,Groß zuerst,Alto → Bajo,큰 순서,たかいじゅん,Tallest→Shortest
Shortest→Tallest,Taille croissante,Altezza crescente,Klein zuerst,Bajo → Alto,작은 순서,ひくいじゅん,Shortest→Tallest
By Number,Par numéro,Numero di Pokédex,Nummer,Por número,번호순,ばんごうじゅん,By Number
A→Z,Par ordre alphabétique,Ordine alfabetico,Alphabetisch,Alfabéticamente,가나다순,ごじゅうおん,A→Z
Heaviest→Lightest,Par poids décroissant,Peso decrescente,Schwer zuerst,Pesado → Ligero,무거운 순서,おもいじゅん,Heaviest→Lightest
Lightest→Heaviest,Par poids croissant,Peso crescente,Leicht zuerst,Ligero → Pesado,가벼운 순서,かるいじゅん,Lightest→Heaviest
Tallest→Shortest,Par taille décroissante,Altezza decrescente,Groß zuerst,Alto → Bajo,큰 순서,たかいじゅん,Tallest→Shortest
Shortest→Tallest,Par taille croissante,Altezza crescente,Klein zuerst,Bajo → Alto,작은 순서,ひくいじゅん,Shortest→Tallest
Quit,Annuler,Indietro,Abbrechen,Salir,그만둔다,やめる,Quit
[~ 98],[~ 98],[~ 98],[~ 98],[~ 98],[~ 98],[~ 98],[~ 98]
[~ 99],[~ 99],[~ 99],[~ 99],[~ 99],[~ 99],[~ 99],[~ 99]
[~ 100],[~ 100],[~ 100],[~ 100],[~ 100],[~ 100],[~ 100],[~ 100]
[~ 101],[~ 101],[~ 101],[~ 101],[~ 101],[~ 101],[~ 101],[~ 101]
[~ 102],[~ 102],[~ 102],[~ 102],[~ 102],[~ 102],[~ 102],[~ 102]
[~ 103],[~ 103],[~ 103],[~ 103],[~ 103],[~ 103],[~ 103],[~ 103]
[~ 104],[~ 104],[~ 104],[~ 104],[~ 104],[~ 104],[~ 104],[~ 104]
[~ 105],[~ 105],[~ 105],[~ 105],[~ 105],[~ 105],[~ 105],[~ 105]
[~ 106],[~ 106],[~ 106],[~ 106],[~ 106],[~ 106],[~ 106],[~ 106]
[~ 107],[~ 107],[~ 107],[~ 107],[~ 107],[~ 107],[~ 107],[~ 107]
[~ 108],[~ 108],[~ 108],[~ 108],[~ 108],[~ 108],[~ 108],[~ 108]
[~ 109],[~ 109],[~ 109],[~ 109],[~ 109],[~ 109],[~ 109],[~ 109]
[~ 110],[~ 110],[~ 110],[~ 110],[~ 110],[~ 110],[~ 110],[~ 110]
[~ 111],[~ 111],[~ 111],[~ 111],[~ 111],[~ 111],[~ 111],[~ 111]
[~ 112],[~ 112],[~ 112],[~ 112],[~ 112],[~ 112],[~ 112],[~ 112]
[~ 113],[~ 113],[~ 113],[~ 113],[~ 113],[~ 113],[~ 113],[~ 113]
[~ 114],[~ 114],[~ 114],[~ 114],[~ 114],[~ 114],[~ 114],[~ 114]
[~ 115],[~ 115],[~ 115],[~ 115],[~ 115],[~ 115],[~ 115],[~ 115]
 Confirm, Sélectionner, Ok, OK, Confirmar,결정,けってい, Confirm
[~ 117],[~ 117],[~ 117],[~ 117],[~ 117],[~ 117],[~ 117],[~ 117]
[~ 118],[~ 118],[~ 118],[~ 118],[~ 118],[~ 118],[~ 118],[~ 118]
[~ 119],[~ 119],[~ 119],[~ 119],[~ 119],[~ 119],[~ 119],[~ 119]
[~ 120],[~ 120],[~ 120],[~ 120],[~ 120],[~ 120],[~ 120],[~ 120]
[~ 121],[~ 121],[~ 121],[~ 121],[~ 121],[~ 121],[~ 121],[~ 121]
[~ 122],[~ 122],[~ 122],[~ 122],[~ 122],[~ 122],[~ 122],[~ 122]
"If you trade that Pokémon, you won’t be able to continue your adventure!","Si vous échangez ce Pokémon, vous ne pourrez plus continuer votre aventure !",Se scambi questo Pokémon non potrai proseguire la tua avventura!,"Wenn du dieses Pokémon tauschst, kannst du dein Abenteuer nicht fortsetzen!","¡Si intercambias ese Pokémon, no podrás continuar la aventura!",그 포켓몬을 교환하면 모험을 할 수 없게 됩니다!,その　ポケモンを　こうかんすると ぼうけん　できなくなります！,"If you trade that Pokémon, you won’t be able to continue your adventure!"
[~ 124],[~ 124],[~ 124],[~ 124],[~ 124],[~ 124],[~ 124],[~ 124]
[~ 125],[~ 125],[~ 125],[~ 125],[~ 125],[~ 125],[~ 125],[~ 125]
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
Seen,Vus :,Visti,Gesehen,Avistados,발견했다,みつけた,Seen
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
Caught,Capturés :,Catturati,Gefangen,Capturados,잡았다,つかまえた,Caught
No. [VAR NUM3(0000)],Nº [VAR NUM3(0000)],Nº [VAR NUM3(0000)],Nr. [VAR NUM3(0000)],N.º [VAR NUM3(0000)],No.[VAR NUM3(0000)],No.[VAR NUM3(0000)],No. [VAR NUM3(0000)]
[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)]
 Back, Quitter, Indietro, Zurück, Atrás,돌아간다,もどる, Back
Pokédex,Pokédex,Pokédex,Pokédex,Pokédex,포켓몬 도감,ポケモンずかん,Pokédex
Pokédex,Pokédex,Pokédex,Pokédex,Pokédex,포켓몬 도감,ポケモンずかん,Pokédex
 Back, Retour, Indietro, Zurück, Atrás,돌아간다,もどる, Back
 Switch Languages, Changer de langue, Cambia lingua, Sprache wechseln, Cambiar de idioma,언어 전환,げんごきりかえ, Switch Languages
 Switch Sorting, Tri,Cambia ordine, Sortieren, Cambiar orden,정렬 전환,ソートきりかえ, Switch Sorting
 Flying Taxi, Taxi volant, Volotaxi, Flugtaxi, Taxi volador,공중날기택시,そらとぶタクシー, Flying Taxi
 Toggle Weather On/Off, Afficher/cacher la météo, Condizioni atmosferiche, Wetteranzeige, Mostrar/ocultar tiempo,날씨 전환,てんこうきりかえ, Toggle Weather On/Off
 List, Revenir à la liste, Lista, Liste, Volver a la lista,리스트 화면,リストがめん, List
Do you want to fly to this place?,Voulez-vous vous rendre à cet endroit ?,Vuoi volare qui?,Möchtest du an diesen Ort fliegen?,¿Quieres volar hasta allí?,이 장소로 날아가겠습니까?,このばしょに　とびますか？,Do you want to fly to this place?
No. [VAR NUM3(0000)],Nº [VAR NUM3(0000)],Nº [VAR NUM3(0000)],Nr. [VAR NUM3(0000)],N.º [VAR NUM3(0000)],No.[VAR NUM3(0000)],No.[VAR NUM3(0000)],No. [VAR NUM3(0000)]
[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)]
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
Number Battled,Combats,Affrontati,Bekämpft:,Enfrentamientos,싸운 횟수,たたかったかず,Number Battled
○○ Form,Forme de “○○”,Forma di ○○,○○-Form,Forma de ○○,○○의 모습,“○○”のすがた,○○ Form
○○ Form,Forme de “○○”,Forma di ○○,○○-Form,Forma de ○○,○○의 모습,“○○”のすがた,○○ Form
[VAR 0104(0000)] Pokémon,Pokémon [VAR 0104(0000)],Pokémon [VAR 0104(0000)],[VAR 0104(0000)]-Pokémon,[VAR 0104(0000)],[VAR 0104(0000)]포켓몬,[VAR 0104(0000)]ポケモン,[VAR 0104(0000)] Pokémon
 Motion/Cry, Animations et cris, Aspetto/Verso, Animation & Ruf, Animación/grito,움직임/울음소리,うごき＆なきごえ, Motion/Cry
 Pause Motion, Mettre sur pause, Pausa, Anhalten, Detener,멈춘다,とめる, Pause Motion
 Switch Pokémon, Changer de Pokémon,Cambia Pokémon, Pokémon wechseln, Cambiar Pokémon,포켓몬 전환,ポケモンきりかえ, Switch Pokémon
 Switch Forms, Changer de forme,Cambia forma, Form wechseln, Cambiar forma,폼 전환,フォルムきりかえ, Switch Forms
 Animation On/Off, Avec/sans animation,Animazioni On/Off, Animation an/aus, Animación Sí/No,애니메이션 On/Off,アニメＯＮ／ＯＦＦ, Animation On/Off
[~ 154],[~ 154],[~ 154],[~ 154],[~ 154],[~ 154],[~ 154],[~ 154]
Great job on filling your Pokédex!,Félicitations ! Votre Pokédex a progressé !,Complimenti per aver catturato tutti i Pokémon consigliati!,Du hast alle empfohlenen Pokémon gefangen. Herzlichen Glückwunsch!,¡Enhorabuena por haber capturado a todos los Pokémon destacados!,지금 추천하는 포켓몬 컴플리트!,コンプリート　おめでとうございます！,Great job on filling your Pokédex!
There are still a lot of Pokémon that you haven’t caught! Let’s catch more Pokémon!,Il vous reste encore des Pokémon à capturer ! Courage !,Sembra che tu abbia ancora parecchi Pokémon da catturare! Datti da fare!,"Es gibt einige Pokémon, die du noch nicht gefangen hast. Halt dich weiter ran!","Por lo visto, todavía hay algún Pokémon que no has atrapado. ¡A capturar se ha dicho!",아직 잡지 않은 포켓몬이 있는 모양입니다! 많이 많이 잡아주세요!,まだまだ　つかまえていない ポケモンが　いるようですよ！ どんどん　つかまえましょう！,There are still a lot of Pokémon that you haven’t caught! Let’s catch more Pokémon!
You’ve caught all nearby Pokémon!,Tous les Pokémon des environs ont été capturés !,Hai catturato tutti i Pokémon dei dintorni!,Du hast alle Pokémon in der näheren Umgebung gefangen!,¡Has atrapado a todos los Pokémon de la zona!,근처에 있는 포켓몬을 모두 잡았습니다!,ちかくの　ポケモンを みんな　つかまえた！,You’ve caught all nearby Pokémon!
"You caught all the Pokémon that you can register for the Pokédex! There are some Pokémon that have different appearances and colors, so try to catch them all! Congratulations!",Tous les Pokémon du Pokédex ont été capturés ! Félicitations ! Mais il reste encore des formes alternatives et des versions chromatiques à trouver ! Attrapez-les toutes !,Hai catturato tutti i Pokémon che si possono registrare nel Pokédex! Complimenti! Ora potresti provare a catturare anche le diverse forme e le varianti cromatiche!,"Du hast alle Pokémon gefangen, die im Pokédex registriert werden können! Herzlichen Glückwunsch zu dieser tollen Leistung! Es gibt auch Pokémon, die sich in ihrer Farbe oder Form von ihren Artgenossen unterscheiden. Versuche auch sie zu fangen!","¡Has atrapado a todos los Pokémon que puedes registrar en la Pokédex! Algunas especies presentan diversos colores y formas, ¡no dejes de hacerte con todas! ¡Muchas felicidades por tu proeza!",도감에 등록할 수 있는 포켓몬을 모두 잡았습니다! 포켓몬 중에는 색이나 모습이 다른 포켓몬도 있으므로 꼭 잡아보시기 바랍니다 진심으로 축하드립니다!,ずかんに　とうろくできる　ポケモンを すべて　つかまえました！ ポケモンの　なかには　いろや　すがたが ちがう　ポケモンも　いますので ぜひ　つかまえてみてください こころから　おめでとうございます！,"You caught all the Pokémon that you can register for the Pokédex! There are some Pokémon that have different appearances and colors, so try to catch them all! Congratulations!"
Yes,Oui,Sì,Ja,Sí,예,はい,Yes
No,Non,No,Nein,No,아니요,いいえ,No
Current Recommendations,Pokémon proches,Pokémon consigliati,Empfohlene Pokémon,Pokémon destacados,지금 추천하는 포켓몬,いまの　おすすめ,Current Recommendations
Other Pokémon,Autres Pokémon,Altri Pokémon,Sonstige Pokémon,Otros Pokémon,다른 포켓몬,ほかのポケモン,Other Pokémon
Let’s find Pokémon!,Cherchons des Pokémon !,Andiamo in cerca di Pokémon!,Lass uns Pokémon suchen!,¡Vamos a buscar Pokémon!,포켓몬을 찾아보자!,ポケモンを さがして　みよう！,Let’s find Pokémon!
 See Details, Informations, Info, Details, Ver detalles,자세히 본다,くわしくみる, See Details
 Sort, Trier, Ordina, Sortieren, Ordenar,순서바꾸기,ならびかえ, Sort
 Switch, Changer,Cambia, Wechseln, Cambiar,전환,きりかえ, Switch
 See Evaluation, Faire évaluer le Pokédex, Valutazione Pokédex, Pokédex-Bewertung, Evaluación de Pokédex,평가,ひょうか, See Evaluation
