en,fr,es,it
Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !,Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !,Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !,Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !
"\t[11,3]","\t[11,3]","\t[11,3]","\t[11,3]"
"\t[11,0]","\t[11,0]","\t[11,0]","\t[11,0]"
"\t[11,1]","\t[11,1]","\t[11,1]","\t[11,1]"
"\t[11,2]","\t[11,2]","\t[11,2]","\t[11,2]"
"\t[11,5]","\t[11,5]","\t[11,5]","\t[11,5]"
"\t[11,0]","\t[11,0]","\t[11,0]","\t[11,0]"
"\t[11,1]","\t[11,1]","\t[11,1]","\t[11,1]"
"\t[11,2]","\t[11,2]","\t[11,2]","\t[11,2]"
"Désolé, je n'ai plus rien à vous vendre, repassez une prochaine fois !","Désolé, je n'ai plus rien à vous vendre, repassez une prochaine fois !","Désolé, je n'ai plus rien à vous vendre, repassez une prochaine fois !","Désolé, je n'ai plus rien à vous vendre, repassez une prochaine fois !"
Je suis navré que vous n'ayez pas trouvé votre bonheur ici.\nlA une prochaine fois peut-être ?,Je suis navré que vous n'ayez pas trouvé votre bonheur ici.\nlA une prochaine fois peut-être ?,Je suis navré que vous n'ayez pas trouvé votre bonheur ici.\nlA une prochaine fois peut-être ?,Je suis navré que vous n'ayez pas trouvé votre bonheur ici.\nlA une prochaine fois peut-être ?
Merci de votre achat ! A une prochaine fois !,Merci de votre achat ! A une prochaine fois !,Merci de votre achat ! A une prochaine fois !,Merci de votre achat ! A une prochaine fois !
Merci de vos achats ! En espérant vous revoir bientôt !,Merci de vos achats ! En espérant vous revoir bientôt !,Merci de vos achats ! En espérant vous revoir bientôt !,Merci de vos achats ! En espérant vous revoir bientôt !
Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !,Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !,Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !,Vous avez dévalisé ma boutique ! Je ne peux plus rien vous vendre.\nlRevenez quand j'aurai un nouveau stock !
"Vous apercevez la caisse entre ouverte, que faites-vous ?","Vous apercevez la caisse entre ouverte, que faites-vous ?","Vous apercevez la caisse entre ouverte, que faites-vous ?","Vous apercevez la caisse entre ouverte, que faites-vous ?"
Voler la caisse !,\c[2]Voler la caisse !,Voler la caisse !,Voler la caisse !
Signaler au vendeur.,\c[3]Signaler au vendeur.,Signaler au vendeur.,Signaler au vendeur.
Rien.,Rien.,Rien.,Rien.
HAAAAAA ! Ça ne va pas ?! \nlTu ne vois pas que je suis en train de consulter mon argent en banque ? \nlFile à l’autre borne avant que j’appelle la sécurité[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] sinon tu attendras ton tour comme tout le monde !,HAAAAAA ! Ça ne va pas ?! \nlTu ne vois pas que je suis en train de consulter mon argent en banque ? \nlFile à l’autre borne avant que j’appelle la sécurité[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] sinon tu attendras ton tour comme tout le monde !,HAAAAAA ! Ça ne va pas ?! \nlTu ne vois pas que je suis en train de consulter mon argent en banque ? \nlFile à l’autre borne avant que j’appelle la sécurité[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] sinon tu attendras ton tour comme tout le monde !,HAAAAAA ! Ça ne va pas ?! \nlTu ne vois pas que je suis en train de consulter mon argent en banque ? \nlFile à l’autre borne avant que j’appelle la sécurité[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] sinon tu attendras ton tour comme tout le monde !
Tu as \v[150] Pokédollars !,Tu as \v[150] Pokédollars !,Tu as \v[150] Pokédollars !,Tu as \v[150] Pokédollars !
"Je cherche des PokeShoes mais elles sont souvent en rupture de stock... \nlIl y a parfois un facteur au Pokesoin qui vend des objets divers et variés, j'irai peut-être le voir, sait-on jamais.","Je cherche des PokeShoes mais elles sont souvent en rupture de stock[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlIl y a parfois un facteur au Pokesoin qui vend des objets divers et variés, j'irai peut-être le voir, sait-on jamais.","Je cherche des PokeShoes mais elles sont souvent en rupture de stock... \nlIl y a parfois un facteur au Pokesoin qui vend des objets divers et variés, j'irai peut-être le voir, sait-on jamais.","Je cherche des PokeShoes mais elles sont souvent en rupture de stock... \nlIl y a parfois un facteur au Pokesoin qui vend des objets divers et variés, j'irai peut-être le voir, sait-on jamais."
"Les potions, c'est quand même pratique, je vais m'en prendre deux ou trois pour remonter les PV de mes \c[2]Pokemon\c[0] en cas de crise.","Les potions, c'est quand même pratique, je vais m'en prendre deux ou trois pour remonter les PV de mes \c[2]Pokemon\c[0] en cas de crise.","Les potions, c'est quand même pratique, je vais m'en prendre deux ou trois pour remonter les PV de mes \c[2]Pokemon\c[0] en cas de crise.","Les potions, c'est quand même pratique, je vais m'en prendre deux ou trois pour remonter les PV de mes \c[2]Pokemon\c[0] en cas de crise."
"Je vais prendre 10 Poké Balls, comme ça j'aurais une Honor Ball offerte ! ","Je vais prendre 10 Poké Balls, comme ça j'aurais une Honor Ball offerte ! ","Je vais prendre 10 Poké Balls, comme ça j'aurais une Honor Ball offerte ! ","Je vais prendre 10 Poké Balls, comme ça j'aurais une Honor Ball offerte ! "
Au voleur ! ! !,Au voleur ! ! !,Au voleur ! ! !,Au voleur ! ! !
Je t’ai à l’œil[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] Je ne pardonne qu’une fois.,Je t’ai à l’œil[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] Je ne pardonne qu’une fois.,Je t’ai à l’œil[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] Je ne pardonne qu’une fois.,Je t’ai à l’œil[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] Je ne pardonne qu’une fois.
:[align=center]:REÇU : \c[5]100 Poké Dollars\c[0],:[align=center]:REÇU : \c[5]100 Poké Dollars\c[0],:[align=center]:REÇU : \c[5]100 Poké Dollars\c[0],:[align=center]:REÇU : \c[5]100 Poké Dollars\c[0]
Kesk[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] hein ?!\nlHé toi ! Au voleur ! ! !,Kesk[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] hein ?!\nlHé toi ! Au voleur ! ! !,Kesk[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] hein ?!\nlHé toi ! Au voleur ! ! !,Kesk[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] hein ?!\nlHé toi ! Au voleur ! ! !
"Oh, merci !\nlTenez, laissez-moi vous offrir ce jus de Baies en remerciement de votre bienveillance.","Oh, merci !\nlTenez, laissez-moi vous offrir ce jus de Baies en remerciement de votre bienveillance.","Oh, merci !\nlTenez, laissez-moi vous offrir ce jus de Baies en remerciement de votre bienveillance.","Oh, merci !\nlTenez, laissez-moi vous offrir ce jus de Baies en remerciement de votre bienveillance."
:[align=center]:REÇU : \c[5]1 JUS DE BAIES\c[0],:[align=center]:REÇU : \c[5]JUS DE BAIES\c[0],:[align=center]:REÇU : \c[5]1 JUS DE BAIES\c[0],:[align=center]:REÇU : \c[5]1 JUS DE BAIES\c[0]
":[align=center]:\s[i]Vous rangez vos ""jus de Baies"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez votre ""Jus de Baies"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez vos ""jus de Baies"" dans votre sac dans la poche Soins.\s[r]",":[align=center]:\s[i]Vous rangez vos ""jus de Baies"" dans votre sac dans la poche Soins.\s[r]"
"Encore merci, et revenez quand vous voulez !","Encore merci, et revenez quand vous voulez !","Encore merci, et revenez quand vous voulez !","Encore merci, et revenez quand vous voulez !"
La caisse à monnaie est bien fermée.,La caisse à monnaie est bien fermée.,La caisse à monnaie est bien fermée.,La caisse à monnaie est bien fermée.
"HAAAA ! \nlD’accord, prends tout ! Laisse-moi tranquille ! ! !","HAAAA ! \nlD’accord, prends tout ! Laisse-moi tranquille ! ! !","HAAAA ! \nlD’accord, prends tout ! Laisse-moi tranquille ! ! !","HAAAA ! \nlD’accord, prends tout ! Laisse-moi tranquille ! ! !"
:[align=center]:REÇU : \c[5]200 Poké Dollars\c[0],:[align=center]:REÇU : \c[5]200 Poké Dollars\c[0],:[align=center]:REÇU : \c[5]200 Poké Dollars\c[0],:[align=center]:REÇU : \c[5]200 Poké Dollars\c[0]
Laisse-moi tranquille ! ! !,Laisse-moi tranquille ! ! !,Laisse-moi tranquille ! ! !,Laisse-moi tranquille ! ! !
Wow ! T’es un gangster ?!,Wow ! T’es un gangster ?!,Wow ! T’es un gangster ?!,Wow ! T’es un gangster ?!
"Non[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] aaaa ! Ne me fais pas de mal, je t’en prie ! ! !","Non[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] aaaa ! Ne me fais pas de mal, je t’en prie ! ! !","Non[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] aaaa ! Ne me fais pas de mal, je t’en prie ! ! !","Non[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] aaaa ! Ne me fais pas de mal, je t’en prie ! ! !"
":[face=250,Cha,300;name=Cha Poketoonz]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure \nlpas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !",":[face=250,Cha,300;name=Cha Poketoonz]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure \nlpas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !",":[face=250,Cha,300;name=Cha Poketoonz]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure \nlpas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !",":[face=250,Cha,300;name=Cha Poketoonz]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure \nlpas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !"
":[face=250,Cha,300;name=?]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure pas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !",":[face=250,Cha,300;name=?]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure pas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !",":[face=250,Cha,300;name=?]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure pas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !",":[face=250,Cha,300;name=?]:Mmm[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] tout ça sent un peu le marché noir, je dois avouer que ça ne me rassure pas.\nlPersonnellement, je vais tout simplement attendre qu’ils aient un nouveau stock de Pokéshoes.\nlMerci, à bientôt !"
":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Quel bon vent t’amène ?\nlJe suis à la recherche de PokéShoes en ce moment[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] mais avec leur succès, c’est presque mission impossible !\nlOn se recroisera sûrement.\nlÀ bientôt !",":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Quel bon vent t’amène ?\nlJe suis à la recherche de PokéShoes en ce moment[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] mais avec leur succès, c’est presque mission impossible !\nlOn se recroisera sûrement.\nlÀ bientôt !",":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Quel bon vent t’amène ?\nlJe suis à la recherche de PokéShoes en ce moment[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] mais avec leur succès, c’est presque mission impossible !\nlOn se recroisera sûrement.\nlÀ bientôt !",":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Quel bon vent t’amène ?\nlJe suis à la recherche de PokéShoes en ce moment[WAIT 10].[WAIT 20].[WAIT 30].[WAIT 60] mais avec leur succès, c’est presque mission impossible !\nlOn se recroisera sûrement.\nlÀ bientôt !"
":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Je m'appelle Cha Poketoonz.\nlLe Professeur Charme m’a signalé qu’un autre dresseur avait débuté en même temps que moi.\nlEnchantée !\nlOn se recroisera sûrement sur les routes.",":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Je m'appelle Cha Poketoonz.\nlLe Professeur Charme m’a signalé qu’un autre dresseur avait débuté en même temps que moi.\nlEnchantée !\nlOn se recroisera sûrement sur les routes.",":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Je m'appelle Cha Poketoonz.\nlLe Professeur Charme m’a signalé qu’un autre dresseur avait débuté en même temps que moi.\nlEnchantée !\nlOn se recroisera sûrement sur les routes.",":[face=250,Cha,300;name=Cha Poketoonz]:\n[1] ?! Je m'appelle Cha Poketoonz.\nlLe Professeur Charme m’a signalé qu’un autre dresseur avait débuté en même temps que moi.\nlEnchantée !\nlOn se recroisera sûrement sur les routes."
