en,fr,es,it
":[name=Prof. Charme]:Of course, each region had its own problems, whether it was Kanto, Hoenn, Johto, or Sinnoh[WAIT 20].[WAIT 20].[WAIT 20]. \nlHowever, one day, everything turned dark[WAIT 20].[WAIT 20].[WAIT 20]. ",":[name=Prof. Charme]:Certes, chacune des régions avait ses propres problèmes que ce soit Kanto, Hoenn, Johto, Sinnoh[WAIT 20].[WAIT 20].[WAIT 20]. \nlCependant, un jour, tout s'assombrit[WAIT 20].[WAIT 20].[WAIT 20]. ",":[name=Prof. Charme]:Es cierto que cada región tenía sus propios problemas, ya fuera Kanto, Hoenn, Johto o Sinnoh[WAIT 20].[WAIT 20].[WAIT 20]. \nlSin embargo, un día, todo se oscureció[WAIT 20].[WAIT 20].[WAIT 20]. ",":[name=Prof. Charme]:Certo, ogni regione aveva i propri problemi, che si trattasse di Kanto, Hoenn, Johto o Sinnoh[WAIT 20].[WAIT 20].[WAIT 20]. \nlTuttavia, un giorno, tutto si oscurò[WAIT 20].[WAIT 20].[WAIT 20]. "
":[name=Prof. Charme]:It was no longer a question of a gang of thugs spreading terror and discord, but rather nature itself that began to rumble.",:[name=Prof. Charme]:Ce n'était plus une question d'équipe de malfrats semant la terreur et la zizanie mais bien la nature qui s'est mise à gronder.,":[name=Prof. Charme]:Ya no se trataba de una banda de delincuentes que sembraron el terror y la discordia, sino de la naturaleza que comenzó a rugir.",":[name=Prof. Charme]:Non era più una questione di una banda di malviventi che seminava terrore e zizzania, ma piuttosto la natura che aveva iniziato a ribellarsi."
:[name=Prof. Charme]:Storms ravaging everything in their path[WAIT 20].[WAIT 20].[WAIT 20].,:[name=Prof. Charme]:Les tempêtes ravageant tout sur leur passage[WAIT 20].[WAIT 20].[WAIT 20].,:[name=Prof. Charme]:Las tormentas arrasan todo a su paso[WAIT 20].[WAIT 20].[WAIT 20].,:[name=Prof. Charme]:Le tempeste che devastano tutto al loro passaggio[WAIT 20].[WAIT 20].[WAIT 20].
:[name=Prof. Charme]:The oceans engulfing every piece of land[WAIT 20].[WAIT 20].[WAIT 20].,:[name=Prof. Charme]:Les océans engloutissant chaque parcelle de terre[WAIT 20].[WAIT 20].[WAIT 20].,:[name=Prof. Charme]:Los océanos engullendo cada pedazo de tierra[WAIT 20].[WAIT 20].[WAIT 20].,:[name=Prof. Charme]:Gli oceani che sommergono ogni pezzo di terra[WAIT 20].[WAIT 20].[WAIT 20].
 :[name=Prof. Charme]:Volcanoes reducing everything to dust[WAIT 20].[WAIT 20].[WAIT 20]., :[name=Prof. Charme]:Les volcans réduisant tout en poussière[WAIT 20].[WAIT 20].[WAIT 20]., :[name=Prof. Charme]:Los volcanes lo reducen todo a polvo[WAIT 20].[WAIT 20].[WAIT 20]., :[name=Prof. Charme]:I vulcani riducono tutto in polvere[WAIT 20].[WAIT 20].[WAIT 20].
":[name=Prof. Charme]:In the end, a dark force took over the world[WAIT 20].[WAIT 20].[WAIT 20].",":[name=Prof. Charme]:Au final, une force obscure s'est emparée du monde[WAIT 20].[WAIT 20].[WAIT 20].",":[name=Prof. Charme]:Al final, una fuerza oscura se apoderó del mundo[WAIT 20].[WAIT 20].[WAIT 20].",":[name=Prof. Charme]:Alla fine, una forza oscura ha conquistato il mondo[WAIT 20].[WAIT 20].[WAIT 20]."
":[name=Prof. Charme]:Only one region survived, Bombance, our beautiful region here.\nlMost of the different regions came together in Bombance, creating a magnificent biodiversity with all the \c[2]Pokemon\c[0] in the world.",":[name=Prof. Charme]:Seule une région a survécu, Bombance, notre belle région que voici.\nlLa plupart des différentes régions se sont réunies à Bombance, créant une biodiversité grandiose avec tous les \c[2]Pokemon\c[0] du monde.",":[name=Prof. Charme]:Solo una región ha sobrevivido, Bombance, nuestra hermosa región que vemos aquí.\nlLa mayoría de las diferentes regiones se han reunido en Bombance, creando una biodiversidad grandiosa con todos los \c[2]Pokemon\c[0] del mundo.",":[name=Prof. Charme]:Solo una regione è sopravvissuta, Bombance, la nostra bella regione che vedete qui.\nlLa maggior parte delle diverse regioni si sono riunite a Bombance, creando una grandiosa biodiversità con tutti i \c[2]Pokemon\c[0] del mondo."
:[name=Prof. Charme]:But how long will this region hold out ?,:[name=Prof. Charme]:Mais jusqu'à quand cette région va-t-elle tenir ?,:[name=Prof. Charme]:¿ Pero cuánto tiempo aguantará esta región ?,:[name=Prof. Charme]:Ma quanto tempo resisterà ancora questa regione ?
:[name=Prof. Charme]:Only time will tell[WAIT 20].[WAIT 20].[WAIT 20]. ,:[name=Prof. Charme]:Seul le temps nous le dira[WAIT 20].[WAIT 20].[WAIT 20]. ,:[name=Prof. Charme]:Solo el tiempo lo dirá[WAIT 20].[WAIT 20].[WAIT 20]. ,:[name=Prof. Charme]:Solo il tempo lo dirà[WAIT 20].[WAIT 20].[WAIT 20]. 
":[name=Prof. Charme]:In the meantime, go to bed ! You need some rest.",":[name=Prof. Charme]:En attendant, au lit ! Tu as besoin de repos.",":[name=Prof. Charme]:Mientras tanto, ¡ a la cama ! Necesitas descansar.",":[name=Prof. Charme]:Nel frattempo, a letto ! Hai bisogno di riposarti."
